"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ALCAM",1.05890066790097e-256,-0.00213092366342749,0.746,0.57,2.97265184499839e-252
"KATNAL1",1.36396880375412e-256,0.11344143792467,0.316,0.203,3.82906962277895e-252
"SELENOK",1.50960860941598e-256,0.169793016778526,0.663,0.553,4.23792424921349e-252
"ANO6",1.67632645189972e-256,0.158568633986438,0.626,0.495,4.70595124841808e-252
"ZNF609",1.84411752929874e-256,-0.320461364136027,0.64,0.678,5.17699114000035e-252
"AP000487.1",2.02985249693637e-256,-0.146255453041031,0.236,0.35,5.69840491464948e-252
"PTPRM",3.19250155303292e-256,0.101487197581204,0.202,0.107,8.96230960982931e-252
"CSGALNACT2",3.75214723425374e-256,0.116829547971285,0.319,0.205,1.05334029307205e-251
"NEFM",4.68416180350318e-256,0.0651841631501053,0.101,0.036,1.31498474309745e-251
"TCF7",1.46917932332155e-255,0.0756412973862129,0.221,0.122,4.12442711436059e-251
"EVA1C",4.87394354442536e-255,0.113349507821119,0.447,0.31,1.36826217122653e-250
"AFTPH",5.59200184589182e-255,-0.217029591744144,0.423,0.507,1.56984267819721e-250
"ARSA",1.24695519455789e-254,0.0939754834834791,0.285,0.177,3.50057731768236e-250
"GDI2",1.44181047154157e-254,0.165073472100492,0.803,0.722,4.04759453675865e-250
"POLR2L",1.60671519204007e-254,0.185789510031193,0.925,0.9,4.51053155861409e-250
"SOWAHC",1.60876072566614e-254,0.106183900090136,0.309,0.198,4.51627398516256e-250
"PRKAA2",2.55494181842433e-254,-0.0931769026482599,0.064,0.143,7.17248816686263e-250
"AC015712.1",4.10854951190687e-254,-0.0883627675765646,0.066,0.145,1.15339310447762e-249
"DZIP3",5.78132904632779e-254,-0.147612415296839,0.245,0.353,1.6229925031756e-249
"HMGN1",3.65153076933463e-253,-0.216222801885156,0.941,0.951,1.02509423287531e-248
"METTL16",4.27021363613877e-253,-0.184187148027819,0.382,0.478,1.19877707407324e-248
"ANXA3",4.5692869069907e-253,0.225563493795624,0.475,0.359,1.2827359133995e-248
"ZNF148",4.76644116631625e-253,-0.232070272617623,0.798,0.831,1.33808302861996e-248
"AL049779.4",5.36334724714619e-253,0.0751219396606189,0.12,0.049,1.50565247269135e-248
"B4GALT4",7.11292865433782e-253,-0.208521649047221,0.264,0.365,1.99681246113226e-248
"RC3H2",7.26921261624494e-253,0.129486029447527,0.543,0.41,2.04068605775844e-248
"DNMT3A",8.5996562322791e-253,-0.136549961468068,0.187,0.291,2.41418149408771e-248
"MAP3K9",1.37643565439917e-252,0.147450456093038,0.44,0.321,3.8640678125948e-248
"MMP1",1.68769263864728e-252,-0.311156907686273,0.084,0.168,4.73785954447451e-248
"AC090912.1",1.82246306348009e-252,-0.161215753664888,0.14,0.234,5.11620055810766e-248
"TSPAN6",1.95255008186505e-252,-0.1981530258586,0.409,0.498,5.48139384481976e-248
"ABRACL",2.17086145337697e-252,0.157240202244237,0.797,0.695,6.09425935806516e-248
"PCM1",4.21613376154069e-252,0.141390477250783,0.673,0.541,1.18359523087732e-247
"PEBP1",5.54320258331441e-252,0.167695169367297,0.952,0.943,1.55614326121385e-247
"BAK1",5.95349709506977e-252,0.114795618697557,0.33,0.22,1.67132523949894e-247
"POP5",7.13561400045196e-252,0.157343508894922,0.598,0.483,2.00318091834688e-247
"FCHSD2",7.17780148380462e-252,-0.236344234695749,0.438,0.531,2.01502421054847e-247
"RGS9",1.39159007888722e-251,-0.105528153566892,0.111,0.202,3.9066108284601e-247
"C1orf116",2.66051223674841e-251,0.0788527349654162,0.183,0.094,7.4688560022238e-247
"PET117",3.13814900241601e-251,0.101872472363587,0.301,0.192,8.80972569448247e-247
"HOXD11",3.22103407399034e-251,0.0993200842062486,0.251,0.15,9.04240895591309e-247
"HACD3",3.88056096442237e-251,-0.180078563976415,0.641,0.721,1.08938987954229e-246
"EIF5A2",2.11882754818608e-250,0.0865783295139047,0.255,0.152,5.94818457602279e-246
"TCN1",3.30131972873311e-250,0.308441991583634,0.157,0.076,9.26779487447247e-246
"CBWD3",5.17565191215087e-250,0.0978984465801263,0.242,0.142,1.45296076129811e-245
"ZNF714",9.56368101221985e-250,-0.113711624691877,0.162,0.263,2.68481217056048e-245
"SHTN1",1.09605070564762e-249,0.143624994836495,0.576,0.451,3.07694314596456e-245
"METAP1",1.12736459938694e-249,-0.177994472041021,0.459,0.548,3.16485063985895e-245
"SEMA3A",1.47511240759055e-249,-0.185591304481891,0.243,0.354,4.14108306182894e-245
"DTX2",1.60454854167486e-249,-0.154919636070633,0.267,0.366,4.50444912104384e-245
"PDLIM4",1.76706934769884e-249,0.259262064924175,0.72,0.639,4.96069377979496e-245
"ZNF385A",1.98563814773566e-249,0.125494779028266,0.419,0.299,5.57428197213833e-245
"MAP3K12",2.86342072934921e-249,0.0833894001424843,0.192,0.102,8.03848101350203e-245
"TRIM35",6.44626918296571e-249,0.0575018659290244,0.116,0.046,1.80966114773396e-244
"TCEA3",9.19867803971288e-249,-0.148533812278228,0.257,0.369,2.5823448860886e-244
"IFI27L2",9.77811210514629e-249,0.165235755672743,0.904,0.858,2.74500941127772e-244
"LOXL1",1.08639146615775e-248,0.0622572585363207,0.146,0.067,3.04982676294465e-244
"SLC25A21",1.11969060445473e-248,-0.170307978458271,0.155,0.25,3.14330743388575e-244
"PTRHD1",1.69953349448516e-248,-0.177943573039783,0.545,0.626,4.77110037906818e-244
"MIR205HG",1.94235547894909e-248,-0.231045651693208,0.988,0.996,5.45277453605378e-244
"AGAP2-AS1",2.37465576353022e-248,0.092006110215526,0.271,0.165,6.66637112495838e-244
"PLXNA2",3.3343865484258e-248,0.163674475721256,0.576,0.437,9.36062335739574e-244
"BZW2",4.23011446192836e-248,-0.240394911524352,0.666,0.712,1.18752003289715e-243
"RSRC2",1.78899017311632e-247,0.164302131212792,0.886,0.813,5.02223211298946e-243
"FUCA2",1.98303957989756e-247,0.0892923731868572,0.453,0.307,5.56698701264643e-243
"ACSS1",2.04499693366635e-247,-0.093163588402905,0.086,0.171,5.74091989188156e-243
"SFPQ",2.5016509838567e-247,-0.199931433614924,0.73,0.783,7.02288480698092e-243
"CCNJL",2.77566578263826e-247,-0.177841242962666,0.189,0.287,7.79212655160038e-243
"ISOC2",5.46470222655213e-247,-0.171151061391794,0.415,0.504,1.53410585605998e-242
"SHMT2",5.53971521656859e-247,0.161652290371456,0.59,0.473,1.5551642527473e-242
"RPS15",6.38407091039832e-247,-0.166539567657848,0.997,0.996,1.79220022667612e-242
"RPL15",7.24763744300713e-247,-0.093253255179885,0.995,0.994,2.03462925937539e-242
"PPP2R5E",1.33379056690707e-246,0.377981238808709,0.766,0.73,3.74435025847822e-242
"RIPK4",1.45074284481061e-246,-0.13927232596176,0.196,0.297,4.07267038823683e-242
"BX284668.5",2.28900669116892e-246,-0.139068922893254,0.117,0.205,6.42592848411852e-242
"EHBP1",3.12075493390761e-246,0.223193287807271,0.812,0.71,8.76089532595884e-242
"AC011029.1",5.1396648637855e-246,0.209806042292264,0.138,0.066,1.4428581172105e-241
"CAVIN3",5.90109579794687e-246,0.234291467267742,0.711,0.634,1.65661462335762e-241
"SRGAP2B",6.67397157007721e-246,0.0811911216088938,0.215,0.12,1.87358403886778e-241
"TAPT1-AS1",7.9037692618069e-246,-0.162455990859987,0.255,0.361,2.21882514486705e-241
"YWHAH",1.09151365445174e-245,0.161033916341108,0.707,0.588,3.06420628214237e-241
"XPC",1.44063450134616e-245,0.135078922312126,0.434,0.308,4.04429323562908e-241
"REL",1.66157525325036e-245,-0.286850582785594,0.52,0.581,4.66454020844974e-241
"RGMB",2.31996875895179e-245,-0.0995814439965816,0.083,0.165,6.51284829700536e-241
"MIR3681HG",2.93775519400156e-245,0.134223035356889,0.196,0.106,8.24716015612058e-241
"ASH1L",2.97543464938427e-245,-0.243865991216348,0.782,0.814,8.35293769121647e-241
"APOD",5.79767630994089e-245,-0.0982132591919586,0.04,0.107,1.62758167048971e-240
"AC093865.1",5.8438527436199e-245,-0.171769883823963,0.234,0.352,1.64054478071641e-240
"MGAT5",7.41404080722368e-245,0.650522508872318,0.599,0.531,2.08134367581191e-240
"LINC02562",7.62489029811044e-245,-0.123662393743351,0.149,0.247,2.14053545338854e-240
"LPCAT3",8.53834096699434e-245,-0.19169586158619,0.356,0.452,2.39696845966432e-240
"RPS28",1.92526715188827e-244,-0.245983831413457,0.996,0.995,5.40480247549594e-240
"PPIC",2.06325607551457e-244,0.149087888103492,0.551,0.432,5.79217878079205e-240
"TOR1A",3.54374261884237e-244,0.107162590249447,0.356,0.244,9.9483486538762e-240
"JAK2",4.79928450990758e-244,0.124051422419233,0.307,0.198,1.34730314046635e-239
"NAPG",5.05182222415051e-244,0.14218359450797,0.611,0.492,1.41819805298577e-239
"IRX4",6.10579121917536e-244,0.115222550288076,0.435,0.306,1.7140787689591e-239
"FAM20C",6.46875450283321e-244,0.0686865439402867,0.15,0.071,1.81597345158037e-239
"GXYLT1",7.27930528477391e-244,0.125768789507348,0.37,0.257,2.04351937259458e-239
"LINC02694",7.72153740145043e-244,-0.108662474618835,0.087,0.173,2.16766719470918e-239
"SLC25A25",8.94397233516159e-244,0.208538885897329,0.325,0.22,2.51084135364991e-239
"PDIA4",1.05407081303366e-243,-0.187080981221811,0.505,0.579,2.9590929934294e-239
"REPS2",2.47880654368515e-243,-0.127216065067732,0.122,0.213,6.95875361008731e-239
"WASHC4",2.57941890471398e-243,0.148645454420757,0.545,0.426,7.24120269120356e-239
"SQSTM1",5.69915253605617e-243,0.192186166714909,0.841,0.768,1.59992309144705e-238
"CCNG1",8.66650368234548e-243,0.187493133820594,0.48,0.374,2.43294757874485e-238
"AHSA1",8.98760201417127e-243,0.211332943817347,0.612,0.533,2.5230895134383e-238
"SCAF11",9.84167082108312e-243,0.168350639876063,0.877,0.817,2.76285224960266e-238
"MAPK10",1.07341486723783e-242,-0.355907936938203,0.679,0.731,3.01339755679676e-238
"STARD7-AS1",1.8034252087396e-242,-0.0982386665274298,0.082,0.164,5.06275558849468e-238
"C17orf49",2.23284624158295e-242,-0.207741326642867,0.641,0.678,6.26826925399582e-238
"SLC25A51",2.56498874130556e-242,0.106473218939546,0.311,0.203,7.2006928934671e-238
"TPD52L1",3.2408517583263e-242,0.207565091187595,0.849,0.755,9.09804314114942e-238
"SLC31A2",9.15217934117333e-242,0.069104040103012,0.167,0.083,2.56929130644759e-237
"ARHGAP23",9.15400964833072e-242,-0.132915436848549,0.221,0.324,2.56980512857588e-237
"CCDC88C",3.4840670345206e-241,-0.165882885971102,0.33,0.429,9.78082138600968e-237
"SRSF5",4.42653482355505e-241,0.169133958964603,0.863,0.792,1.24266112101661e-236
"NALT1",5.71846168034623e-241,0.0567717061303135,0.108,0.042,1.6053437475236e-236
"CCNB1",7.5006003519018e-241,-0.289305691217438,0.185,0.282,2.10564353678939e-236
"CDS1",9.06920018886761e-241,0.114127441968677,0.383,0.269,2.5459965690208e-236
"SYCE2",1.47643185120156e-240,0.0676766543303051,0.121,0.052,4.14478713587815e-236
"PSMB3",1.51487961038681e-240,-0.247210453539462,0.862,0.866,4.25272153023889e-236
"TPM3",2.56431636343578e-240,0.188706454247353,0.873,0.822,7.19880532707327e-236
"SRGAP1",2.7365623114687e-240,-0.229673493188453,0.432,0.53,7.68235137698608e-236
"C11orf24",3.03848344474586e-240,0.0989853103011881,0.311,0.203,8.52993457443506e-236
"SNX3",3.28609759172384e-240,0.154032622390092,0.877,0.807,9.22506176924635e-236
"KHDRBS3",4.23647824114733e-240,0.0746596050806628,0.178,0.091,1.18930653663729e-235
"ZMIZ1",4.365632092271e-240,0.131269623851067,0.479,0.355,1.22556389726324e-235
"MOB4",5.05431050304162e-240,0.156831912105356,0.648,0.539,1.41889658751887e-235
"MAPK7",7.16478821655488e-240,0.0682889135180804,0.157,0.077,2.01137099603345e-235
"TIMP2",1.72717504896179e-239,-0.0811564924415755,0.09,0.175,4.84869851495044e-235
"NEDD9",2.10330352499495e-239,-0.17723747505043,0.531,0.636,5.90460398571833e-235
"PRKACA",2.32239457034023e-239,0.108486238877683,0.345,0.234,6.51965827731613e-235
"BHLHE40",2.87921434952e-239,0.199038719280499,0.489,0.372,8.08281844340749e-235
"MRPL51",4.0215447797492e-239,-0.305129946967738,0.936,0.932,1.12896826601899e-234
"GNAS",9.52762300952865e-239,-0.170221096334778,0.986,0.989,2.67468960746498e-234
"AL357873.1",1.09340081060502e-238,0.0964890555603073,0.147,0.069,3.06950409561147e-234
"KDSR",1.66188601047347e-238,0.152439845346402,0.653,0.53,4.66541259720217e-234
"B3GAT3",2.12398196988912e-238,0.146306157969341,0.624,0.509,5.96265458406974e-234
"AC244090.1",2.42606983638255e-238,-0.114537601635865,0.135,0.228,6.81070585167674e-234
"AKR1C1",4.1015392342125e-238,0.168076305760419,0.355,0.243,1.15142510922048e-233
"CCDC125",7.90031560462565e-238,-0.125002725788612,0.181,0.282,2.21785559968656e-233
"LYN",9.028419923643e-238,-0.391651564645229,0.342,0.411,2.5345483251643e-233
"CRTAP",1.35150822403276e-237,0.123404563304962,0.514,0.389,3.79408903732716e-233
"LY6D",1.40089841931369e-237,1.27288721260647,0.241,0.142,3.93274213253934e-233
"GNAQ",2.09431045965614e-237,0.122023521589157,0.706,0.543,5.87935775339268e-233
"PGAP3",2.43931276673062e-237,-0.0919620175861238,0.057,0.129,6.84788273004287e-233
"HSPA13",2.69984272495502e-237,0.12508816983665,0.29,0.187,7.57926848176622e-233
"ATL2",2.91783633735729e-237,-0.199382523253888,0.461,0.543,8.19124194986312e-233
"SLC15A4",3.84099663770777e-237,0.10737395561607,0.353,0.239,1.0782829861037e-232
"ARL4D",1.18854664217426e-236,0.120384218518723,0.383,0.266,3.33660698857581e-232
"DVL1",3.45215704856505e-236,0.0945455473042871,0.242,0.145,9.69124048243667e-232
"SESTD1",4.07690863884873e-236,0.115073003673873,0.378,0.258,1.144510562184e-231
"SLC5A10",5.84722788204625e-236,0.0560925436857154,0.1,0.038,1.64149228332684e-231
"HMGXB3",6.3329747593057e-236,0.113005974762843,0.387,0.273,1.77785600417989e-231
"PLOD3",8.48628794772857e-236,0.111982501021671,0.427,0.304,2.38235561556584e-231
"AC019117.1",1.02984235085048e-235,-0.0877074960026438,0.077,0.159,2.89107643154254e-231
"MRPS21",1.58004038957479e-235,0.169988643127339,0.856,0.806,4.43564738565332e-231
"ERI3",2.07649559123878e-235,-0.156266209735239,0.607,0.69,5.82934607328464e-231
"KLHL9",3.38077088458614e-235,0.094745146354636,0.294,0.187,9.49083810429868e-231
"CTSL",4.23233585118938e-235,0.154633424511381,0.254,0.161,1.18814364350439e-230
"NONO",8.97701435184185e-235,-0.177248233522502,0.754,0.802,2.52011723899256e-230
"NRBF2",1.01119918363499e-234,0.157387491813605,0.61,0.494,2.83873946821852e-230
"USP5",1.16769725710194e-234,-0.141442500333345,0.288,0.384,3.27807650986229e-230
"TES",2.16799579324719e-234,-0.197173094195108,0.656,0.713,6.08621459038283e-230
"NPC1",3.94605627575902e-234,0.127422259980088,0.437,0.315,1.10777637829383e-229
"CTSB",4.68705287231559e-234,0.280873298010264,0.777,0.695,1.31579635284515e-229
"KPNA4",6.21238496182237e-234,0.190346941047826,0.731,0.644,1.74400283033239e-229
"ZYX",8.4563306096778e-234,0.127063033427078,0.443,0.324,2.37394569205485e-229
"CYP51A1",1.01137539817096e-233,0.168369429292478,0.777,0.674,2.83923415528533e-229
"TTC17",3.37599610182876e-233,-0.241473974106819,0.706,0.732,9.47743385666389e-229
"GATA3",4.00496299088391e-233,-0.096599093289997,0.071,0.147,1.12431326043084e-228
"ENTPD7",4.50162412640137e-233,0.155885967020513,0.424,0.309,1.26374094100466e-228
"SNTA1",7.08325690150771e-233,0.080129041253027,0.221,0.126,1.98848270996026e-228
"TRIM29",7.40992833198163e-233,-0.183223681967564,0.62,0.683,2.0801891806372e-228
"AC005256.1",8.91099019458317e-233,0.075129975807054,0.134,0.06,2.50158227732533e-228
"CARD10",1.1111779442392e-232,0.0750214060699022,0.197,0.109,3.11940984286271e-228
"FBXL20",1.29226504147032e-232,-0.213195415252264,0.491,0.573,3.62777565091963e-228
"CAP1",2.31845012258075e-232,0.0660505821187505,0.821,0.71,6.50858502912094e-228
"RALB",2.90104611304763e-232,0.127655813017465,0.406,0.292,8.14410675315862e-228
"MEAK7",3.5220159149615e-232,0.119387980023494,0.505,0.376,9.88735527807143e-228
"EDNRA",5.265798724269e-232,0.0533221737127938,0.179,0.091,1.47826767586404e-227
"PRR34-AS1",5.54098181174385e-232,0.0911580690717444,0.272,0.172,1.55551982401085e-227
"KLF13",6.40982965665822e-232,0.1235825481734,0.328,0.221,1.79943147951366e-227
"KIF2A",6.44954866618677e-232,-0.184014139032559,0.596,0.658,1.81058179705861e-227
"MYO18A",9.08020705569383e-232,0.0989665071804175,0.345,0.231,2.54908652674493e-227
"ARHGAP8",1.24208282168899e-231,-0.21042939107268,0.265,0.359,3.48689910532751e-227
"SNRPB",1.5705949637971e-231,0.330436558241309,0.913,0.901,4.40913124186761e-227
"FOXM1",1.58191891523284e-231,-0.125880101628966,0.126,0.214,4.44092097073314e-227
"BASP1",2.33435189494856e-231,0.17717023064322,0.521,0.402,6.5532260746891e-227
"AL049828.1",5.54681998655969e-231,0.175444539587405,0.236,0.144,1.5571587748269e-226
"NDUFAB1",1.01508757426394e-230,0.176010324591794,0.894,0.852,2.84965534723115e-226
"LAD1",1.24453470770031e-230,0.162469783831148,0.626,0.507,3.49378228492709e-226
"DNAH17",1.26692128553506e-230,0.295617446094692,0.3,0.214,3.55662812488257e-226
"FAAH",1.44673591124642e-230,-0.0894399548744515,0.069,0.145,4.06142172364208e-226
"TPI1",1.94468355613924e-230,0.109462940100434,0.992,0.99,5.45931014714968e-226
"WAC",2.31839537870853e-230,0.150343200055865,0.819,0.731,6.50843134664847e-226
"COL4A5",2.41836251363602e-230,-0.277425152417266,0.726,0.787,6.78906908453039e-226
"STS",3.76372625945707e-230,-0.0680592111866157,0.038,0.102,1.05659087281738e-225
"TMEM65",3.91055819607813e-230,0.0963585576923507,0.602,0.452,1.09781100238501e-225
"FKBP1B",3.9274100604544e-230,-0.118629865347748,0.177,0.273,1.10254182627136e-225
"ZNF701",8.79654798541209e-230,-0.0583750050094907,0.037,0.1,2.46945491594474e-225
"BOK",1.54954185626732e-229,0.0655333454185961,0.168,0.087,4.35002885309926e-225
"MDH1",1.66326021905912e-229,-0.275724192047476,0.768,0.774,4.66927041296466e-225
"SHANK2",1.75827764425529e-229,-0.275517106348699,0.605,0.688,4.93601283071787e-225
"TNKS",1.86583133170338e-229,0.133490334798518,0.585,0.455,5.2379482974909e-225
"FBXO25",2.45826038381182e-229,0.0972461317385671,0.273,0.17,6.90107437547493e-225
"MRPL38",3.14450010843479e-229,-0.160839476046745,0.513,0.585,8.82755515440899e-225
"ZNF287",3.62556720828524e-229,0.064881761022061,0.144,0.068,1.01780548238192e-224
"GJB3",5.95890127252596e-229,0.0946638565194941,0.381,0.258,1.67284235423621e-224
"ARL17A",6.73048006674635e-229,-0.11800162186941,0.148,0.238,1.8894476691377e-224
"CCNB2",7.22396774220778e-229,-0.240358832019209,0.141,0.229,2.02798446426999e-224
"CASP7",9.36466349783525e-229,0.0980582377274937,0.346,0.234,2.62894198374729e-224
"S100A4",1.32800436413854e-228,0.50764313368264,0.519,0.438,3.72810665144611e-224
"AC011921.1",2.50895620814736e-228,-0.0824631079472213,0.056,0.126,7.04339276313209e-224
"LINC02340",2.65730354617855e-228,-0.0956904646067165,0.073,0.15,7.45984824518705e-224
"SYT1",3.19553823456952e-228,-0.236333560740866,0.223,0.318,8.97083448590701e-224
"TRIM16",6.40698824275245e-228,0.250001279385346,0.466,0.379,1.7986338093879e-223
"MFSD12",9.89319098608633e-228,0.104902973139058,0.336,0.227,2.77731550552402e-223
"MRPL18",1.13687443015328e-227,0.166523817823098,0.736,0.652,3.19154758776931e-223
"KIF2C",2.17293997492837e-227,-0.143245398806591,0.091,0.171,6.10009439161642e-223
"AGTRAP",2.3541964557506e-227,0.210827013068747,0.623,0.539,6.60893571022865e-223
"ST3GAL3",2.65863817836512e-227,-0.216549482807566,0.427,0.513,7.4635949581244e-223
"DLD",3.19321163216196e-227,-0.148915102860802,0.439,0.53,8.96430301496828e-223
"FBLN1",3.99162956282046e-227,-0.223980636488211,0.376,0.464,1.12057016717059e-222
"SDAD1",6.69365731124069e-227,-0.17687940720559,0.442,0.528,1.8791104169846e-222
"GALNT11",7.44898460500913e-227,-0.162515980910885,0.414,0.506,2.09115344816421e-222
"SNX9",9.49572315419794e-227,0.141881600691072,0.596,0.475,2.66573436107799e-222
"CLN8",1.30462775625197e-226,0.0816523119518125,0.2,0.112,3.66248150012616e-222
"SLC25A36",6.05580905605174e-226,0.172113145371011,0.809,0.744,1.70004727630541e-221
"BLOC1S2",1.31513811175838e-225,0.19117132579092,0.62,0.525,3.69198722113931e-221
"GMPR",1.52050769495158e-225,0.148318751637073,0.201,0.116,4.26852125203756e-221
"CALML3-AS1",2.51818524217395e-225,0.0583078178573775,0.117,0.05,7.06930143035494e-221
"SNAPC5",3.01540102268102e-225,-0.158840795827955,0.309,0.397,8.46513529097244e-221
"P3H2",3.5123116261256e-225,0.0922559104092493,0.242,0.145,9.8601124280224e-221
"CRIP2",4.33085869430596e-225,0.124290839749156,0.755,0.591,1.21580196125251e-220
"ABCC5",5.06618123173087e-225,-0.172559109220504,0.414,0.511,1.42222905718381e-220
"COPRS",1.07136835286309e-224,0.142877359706493,0.555,0.445,3.00765237699254e-220
"MICU2",1.08981129866837e-224,0.13215398594516,0.548,0.425,3.05942725875172e-220
"MAP3K13",1.27601791791292e-224,-0.1691769874748,0.818,0.881,3.58216510095695e-220
"AC009271.1",1.32325672150011e-224,-0.149242966609125,0.175,0.277,3.71477859426726e-220
"FZD3",1.68257319643955e-224,0.0885946370892322,0.242,0.146,4.72348773436475e-220
"SYTL2",1.8738596748006e-224,-0.101595385967751,0.048,0.114,5.26048626506772e-220
"GLIPR2",3.62449433647629e-224,-0.101283745858965,0.077,0.153,1.01750429507899e-219
"LINC00839",3.71357703212777e-224,-0.0829366848846596,0.04,0.102,1.04251248022923e-219
"DTWD1",4.2684762509028e-224,-0.166390367824961,0.389,0.48,1.19828933791594e-219
"MT1M",4.40582432094781e-224,0.144111228083175,0.233,0.141,1.23684706161968e-219
"PINK1",5.81200431255206e-224,0.114691071928765,0.319,0.214,1.63160397066274e-219
"ANO1",1.02539309605827e-223,-0.422650431274217,0.371,0.454,2.87858603856438e-219
"AL683813.1",1.36243406558747e-223,-0.0843928519380224,0.065,0.139,3.8247611523237e-219
"WIPI1",6.7086920281373e-223,-0.13806148403769,0.219,0.317,1.88333111305899e-218
"CUEDC1",1.55507748982952e-222,-0.144021209787886,0.44,0.544,4.36556903719842e-218
"RAD9A",1.70751559174531e-222,-0.182647333282056,0.535,0.619,4.79350852070662e-218
"DHX34",1.99865933485856e-222,-0.128024580738854,0.235,0.336,5.61083635074843e-218
"TBX18",2.47452138547094e-222,0.0501201772226103,0.129,0.058,6.94672388543257e-218
"LINC00886",2.70263115917345e-222,0.246528129587272,0.381,0.275,7.58709645314763e-218
"PCBP2",3.18929775642656e-222,0.151943172598583,0.934,0.865,8.95331559161629e-218
"SMIM29",3.43433369326214e-222,0.117210159554982,0.436,0.321,9.64120497709479e-218
"RPS27A",4.31401628565548e-222,-0.108792115181984,0.998,0.998,1.21107379187206e-217
"CDRT4",5.05239969093244e-222,0.231240338622735,0.421,0.328,1.41836016523547e-217
"NOA1",9.93898535185387e-222,-0.139827148229785,0.253,0.349,2.79017135782594e-217
"USP15",1.59537913236617e-221,0.182931846300133,0.691,0.597,4.47870783829154e-217
"DTNB",1.59935564131037e-221,-0.258692256630749,0.664,0.743,4.48987109185061e-217
"RPL7A",1.60091785879795e-221,0.156128361067011,0.997,0.995,4.49425670500349e-217
"AC016745.2",1.92087860430051e-221,0.0632787033412385,0.149,0.073,5.39248250585283e-217
"MAPK1IP1L",2.18177844334848e-221,0.1511257158421,0.657,0.559,6.12490662401218e-217
"PKP4",5.97075157621105e-221,-0.261052433018697,0.719,0.745,1.67616908998973e-216
"AMIGO2",7.4436181940557e-221,0.0742596532752159,0.311,0.201,2.08964693561726e-216
"SUMO2",7.47631268336789e-221,-0.133565911071372,0.978,0.978,2.09882525960187e-216
"PUS10",8.62399257607338e-221,-0.112211538525131,0.175,0.271,2.42101343588108e-216
"PEAK1",1.42031174543619e-220,-0.198809330408308,0.417,0.511,3.98724116296302e-216
"SCMH1",1.7353855709542e-220,-0.244237621570211,0.565,0.63,4.87174791333972e-216
"BIRC6",1.75629015842906e-220,-0.211754877504311,0.785,0.802,4.93043336175789e-216
"TUT7",2.65667687249768e-220,0.141782683570196,0.501,0.385,7.45808898416275e-216
"HSPA12A",3.49735591007022e-220,0.0786621301989354,0.27,0.166,9.81812724634012e-216
"ASPM",4.60005434154355e-220,-0.315449425314037,0.127,0.212,1.29137325530152e-215
"NSFL1C",7.41667367607386e-220,0.170359967764547,0.63,0.542,2.08208280108421e-215
"KLF10",9.48487933409217e-220,0.177632263459488,0.438,0.334,2.6626901754597e-215
"TIMM10",1.20866346232038e-219,-0.172775718044902,0.557,0.624,3.39308093777199e-215
"LRPPRC",1.39386647095544e-219,-0.171636769263426,0.58,0.646,3.91300134391322e-215
"SH3RF3",1.5844274847104e-219,-0.0771978771849583,0.088,0.172,4.44796327782752e-215
"MVK",1.63767018288892e-219,0.131875946352467,0.411,0.304,4.59743150442406e-215
"ZNF329",2.1766432667079e-219,-0.08157255337525,0.079,0.155,6.1104906426291e-215
"KCTD20",2.40095417165687e-219,-0.139253044748056,0.31,0.407,6.74019864609232e-215
"HIVEP1",2.52163124375398e-219,-0.281863887390548,0.507,0.565,7.07897539059055e-215
"METAP2",2.74797619916454e-219,0.154619017260382,0.857,0.781,7.71439358391462e-215
"B3GNT4",3.07431639325607e-219,0.0566039982013786,0.158,0.079,8.63052841078776e-215
"SMCR5",3.25259912929249e-219,0.0859903020069851,0.183,0.1,9.13102153566282e-215
"PTS",3.37565897808955e-219,0.158737059884234,0.688,0.591,9.4764874491908e-215
"DDX17",4.69008569647311e-219,-0.190769314160881,0.768,0.807,1.3166477575709e-214
"NUDT22",8.49107478735692e-219,0.168339538577451,0.687,0.593,2.38369942505471e-214
"JOSD1",8.96954862818777e-219,0.122212140950297,0.468,0.353,2.51802138639115e-214
"RAP2A",9.6777649652393e-219,0.089372858608678,0.308,0.203,2.71683895869163e-214
"HYLS1",2.09302456931551e-218,-0.096590682104441,0.077,0.152,5.87574787343942e-214
"NUDT1",3.24794297558053e-218,-0.203974650074347,0.54,0.597,9.11795031534721e-214
"CREBZF",3.75953995974398e-218,-0.164521897044563,0.309,0.4,1.05541565289893e-213
"NDFIP2",3.92442364569409e-218,0.197600471336101,0.618,0.515,1.1017034500557e-213
"PLCD1",5.91362739117318e-218,0.0643346328362527,0.123,0.056,1.66013261752405e-213
"NECAP2",6.23445191510966e-218,-0.19433008109325,0.384,0.468,1.75019768612873e-213
"PPIE",1.10816119390605e-217,-0.292353109219073,0.546,0.582,3.11094091965246e-213
"CPSF6",1.5063376608997e-217,-0.194869908798868,0.586,0.643,4.22874171544374e-213
"IMPA1",1.76036670154577e-217,0.0925969141971874,0.352,0.24,4.94187744124945e-213
"TAF12",1.78345652517628e-217,0.13970159833569,0.541,0.436,5.00669750312737e-213
"VPS29",2.13643363845576e-217,0.161027978476151,0.858,0.801,5.99761015323685e-213
"TMEM168",2.30182723256401e-217,-0.154667131492592,0.339,0.435,6.46191958997695e-213
"LGALS7B",2.82527699937562e-217,0.408867827340577,0.34,0.263,7.93140012034718e-213
