"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZNF823",9.20307282402939e-29,0.026502511805801,0.146,0.117,2.58357863388977e-24
"PROSER3",9.34775998365819e-29,-0.0308903551147801,0.112,0.139,2.62419666021236e-24
"NR1H2",9.63372803847533e-29,0.029639496165991,0.371,0.326,2.70447647224118e-24
"UTP18",9.94211916941088e-29,0.0370833523492822,0.445,0.4,2.79105111442872e-24
"RFX1",1.00660974508197e-28,0.0291337975323928,0.296,0.256,2.82585553736861e-24
"CLPTM1",1.05247151381725e-28,-0.0504662157484348,0.419,0.445,2.95460328073916e-24
"PDCD2",1.06659327584174e-28,0.0308158128348524,0.568,0.503,2.99424730327052e-24
"AC245297.3",1.16062684570639e-28,-0.0598249829647869,0.305,0.334,3.25822774395156e-24
"PTPN12",1.16421244893512e-28,-0.0674968286799067,0.771,0.674,3.26829360789558e-24
"CHCHD3",1.1885782991742e-28,-0.0662846407626762,0.719,0.718,3.33669585927172e-24
"ZNF680",1.28363176263527e-28,-0.0451190236001441,0.338,0.373,3.603539447246e-24
"FBXO16",1.33084014819886e-28,0.0200281219487988,0.173,0.141,3.73606754803865e-24
"CHTOP",1.37741579355457e-28,-0.0538032299551384,0.467,0.49,3.86681935724574e-24
"SEC23IP",1.40736287492117e-28,-0.0528557524230995,0.315,0.345,3.9508897987662e-24
"ZNF283",1.44306505555669e-28,-0.0277785855638091,0.082,0.106,4.05111653046429e-24
"ARL3",1.4714147562144e-28,-0.0640667634129142,0.782,0.78,4.13070264512069e-24
"ASL",1.51736718750357e-28,0.0569598709772551,0.44,0.395,4.25970490547878e-24
"AC009315.1",1.52826792869929e-28,0.0758753528599753,0.116,0.093,4.29030655623751e-24
"BAZ1B",1.55023775483877e-28,-0.0639106944283908,0.602,0.613,4.35198244915888e-24
"SDHAF2",1.56942893530479e-28,-0.0549210815372197,0.42,0.446,4.40585785008114e-24
"SH3BP5",1.66427757225769e-28,-0.0803979372726708,0.172,0.197,4.672126428599e-24
"TMX2",1.8268393485141e-28,-0.0689745265516296,0.501,0.518,5.12848610308364e-24
"SLC25A28",1.87481893940744e-28,0.0226013797981569,0.356,0.31,5.26317920859851e-24
"GLOD4",1.96568810337445e-28,-0.0583550382253859,0.508,0.525,5.51827621260308e-24
"PCSK7",2.16195201301974e-28,-0.0531392169478934,0.242,0.27,6.06924788615031e-24
"UFL1",2.17481608129998e-28,0.032653180925214,0.54,0.487,6.10536118503343e-24
"ZNF16",2.18793604138435e-28,-0.0392815918860524,0.168,0.198,6.14219284897828e-24
"GPR155",2.23331077269286e-28,-0.0744769272446795,0.17,0.197,6.26957333218066e-24
"ZNF136",2.49237918336788e-28,-0.0354546443106242,0.111,0.137,6.99685608146866e-24
"CNKSR3",2.59017456719886e-28,-0.0493270590515888,0.361,0.397,7.27139706249735e-24
"MT-ND3",2.63216172769194e-28,0.105655172061536,0.986,0.993,7.3892676181496e-24
"RPF2",2.63809961709844e-28,0.0450237291284329,0.49,0.445,7.40593705508046e-24
"MATN2",2.71869291384532e-28,-0.0627737689075095,0.174,0.201,7.63218661703796e-24
"LINC00467",2.73519336889674e-28,-0.0340155084142832,0.448,0.489,7.67850834450383e-24
"NEDD1",2.84095889267097e-28,0.0150814597502361,0.363,0.317,7.97542389939522e-24
"RP2",2.98772041761645e-28,0.0164123843165274,0.147,0.116,8.38742752837467e-24
"ZNF106",3.00348147786513e-28,-0.0754398305316468,0.532,0.538,8.43167355281077e-24
"CYP4V2",3.13459166015093e-28,-0.0256575395250552,0.078,0.101,8.79973916754172e-24
"AL139260.1",3.50404467122084e-28,-0.0527366958863917,0.235,0.266,9.83690460551825e-24
"ARPC4",3.71888705361509e-28,0.0462115737813091,0.672,0.622,1.04400316256137e-23
"PPP4R1",3.80219364050543e-28,-0.0906184475153859,0.63,0.641,1.06738982069909e-23
"AP006621.3",3.80804657652913e-28,0.0109986543338021,0.208,0.17,1.06903291542902e-23
"MED13L",3.81252454062397e-28,0.0261165930906089,0.874,0.828,1.07029001428937e-23
"CDIPT",4.02469805993509e-28,0.0272574439834321,0.395,0.348,1.12985348636558e-23
"PRCC",4.04614691746833e-28,-0.0510752329701784,0.332,0.361,1.13587482414088e-23
"YARS",4.07951322365991e-28,-0.118748132584784,0.479,0.474,1.14524174727805e-23
"SRI",4.20972233504791e-28,-0.12735186214704,0.894,0.876,1.181795351118e-23
"VPS26C",4.43595016530572e-28,-0.0567161183542525,0.365,0.393,1.24530428990628e-23
"ARTN",4.46872453554683e-28,-0.0590850134301251,0.202,0.23,1.25450503886406e-23
"MMP25-AS1",4.51027747431145e-28,-0.0389510643899392,0.122,0.149,1.26617019536345e-23
"PPP1R13L",4.76252122240875e-28,0.0496772953933842,0.511,0.459,1.33698258276681e-23
"UVRAG",4.95212375439034e-28,-0.0882955061306033,0.546,0.551,1.39020970157e-23
"SNHG10",5.14828967277518e-28,-0.035101320751798,0.112,0.138,1.44527935983818e-23
"TRADD",5.15941238947225e-28,0.0230976328225223,0.476,0.424,1.44840184009655e-23
"ENDOD1",5.17721964203283e-28,0.058150883916226,0.363,0.328,1.45340087010788e-23
"GTPBP10",5.26034095389766e-28,-0.0422398728491163,0.302,0.335,1.47673551598769e-23
"CERS2",5.38456178200049e-28,0.0172113353701123,0.329,0.282,1.511608029061e-23
"DNAL4",5.38553851901285e-28,-0.0451699152608304,0.229,0.259,1.51188222844248e-23
"KRBA2",5.58071597653008e-28,-0.0390441078518789,0.112,0.138,1.56667439609129e-23
"DDX5",5.74310208333193e-28,-0.0820789275018465,0.953,0.941,1.61226104785377e-23
"SCAMP4",5.84007006241951e-28,-0.0467720398461069,0.271,0.301,1.63948286862303e-23
"ACTA2",6.05002181091665e-28,0.0408051249605825,0.287,0.249,1.69842262297863e-23
"SS18L2",6.21548230572565e-28,0.0424171574646872,0.497,0.449,1.74487234768636e-23
"FAM136A",6.22446834021429e-28,-0.0716951774440354,0.501,0.511,1.74739499714836e-23
"ZSCAN9",6.33098667192087e-28,-0.038982157108368,0.126,0.153,1.77729788840835e-23
"EXT2",6.70199815588565e-28,-0.0686674451894255,0.348,0.371,1.88145194230178e-23
"HIRIP3",7.47455321063057e-28,0.0246855779037743,0.281,0.24,2.09833132282032e-23
"UTP14A",7.7046806726909e-28,-0.0452015240525578,0.263,0.294,2.16293500524452e-23
"VANGL1",8.09432309052698e-28,-0.04746505903392,0.247,0.275,2.27231932120364e-23
"EPHB3",8.45011717994045e-28,-0.0192062246704663,0.095,0.12,2.37220139592468e-23
"RNF11",8.76418500392628e-28,0.042721070302357,0.43,0.384,2.46036965615222e-23
"PPP2CA",1.03191412276441e-27,0.0419189171602069,0.605,0.554,2.89689251683653e-23
"CNOT8",1.06936032045801e-27,0.0320210167936032,0.307,0.267,3.00201522762176e-23
"ATP5MC3",1.08115173796799e-27,0.0797607861584888,0.95,0.943,3.03511727399755e-23
"C15orf40",1.10619888566525e-27,0.0263856577247505,0.486,0.433,3.10543213172806e-23
"COMMD9",1.1988907700591e-27,-0.0647130004383536,0.311,0.336,3.3656460587869e-23
"EZH1",1.21591478022074e-27,-0.041607509139732,0.209,0.24,3.41343756251369e-23
"C15orf61",1.24176209679411e-27,-0.0718800618234514,0.411,0.431,3.48599873433011e-23
"CUEDC2",1.24233912584717e-27,-0.0528025855823082,0.645,0.658,3.48761862799076e-23
"C5orf66",1.24248740201318e-27,0.212366626322511,0.33,0.305,3.48803488367159e-23
"ANKAR",1.24594131441209e-27,-0.0482873537105019,0.167,0.195,3.49773105194906e-23
"SNAP29",1.33797175366352e-27,0.0430175853570349,0.444,0.4,3.7560881040596e-23
"SLC25A24",1.34663073414639e-27,0.0377702045137389,0.525,0.477,3.78039645996916e-23
"MOB3C",1.42115028794617e-27,0.0198152641437398,0.109,0.085,3.98959520335127e-23
"PITPNM3",1.45297449017294e-27,-0.0370847579829549,0.149,0.178,4.07893528626249e-23
"IGFBP7",1.4593442917344e-27,-0.0607159932980617,0.872,0.81,4.09681723018597e-23
"MT-ND5",1.49673732784768e-27,0.035862755349553,0.97,0.972,4.20179070046678e-23
"CD81",1.59443059148822e-27,-0.105459612512609,0.92,0.914,4.47604499948489e-23
"USP16",1.59951048417658e-27,-0.0718641213629534,0.512,0.529,4.49030578222892e-23
"DAPP1",1.60883658818025e-27,0.0588750700728027,0.365,0.326,4.51648695399843e-23
"NOP10",1.69898713129576e-27,0.0254182784907302,0.857,0.803,4.76956657368659e-23
"LRRC58",1.82653663676634e-27,0.0451349219332004,0.476,0.434,5.12763630039414e-23
"GTF3C3",1.86160939609939e-27,0.0280448183295881,0.316,0.275,5.22609605766981e-23
"DISC1FP1",1.96081798428016e-27,-0.0663741733697272,0.087,0.11,5.50460432726969e-23
"AP3M2",1.96455474328911e-27,0.069950680927179,0.351,0.317,5.51509453083551e-23
"PIAS3",1.97556575104141e-27,-0.0381239974658946,0.218,0.249,5.54600573289856e-23
"PPWD1",2.13430118159576e-27,-0.0518237750041097,0.272,0.302,5.99162370709378e-23
"HIST1H4H",2.15693841796672e-27,-0.0387234388468697,0.093,0.117,6.05517322075796e-23
"SH2D3A",2.23016494880108e-27,0.0308678334322888,0.244,0.209,6.26074206076927e-23
"TSN",2.45563418928902e-27,0.0504661155321731,0.449,0.405,6.89370185959107e-23
"ARAP3",2.51692635280982e-27,-0.0277613310903784,0.108,0.134,7.06576735024302e-23
"SIRT7",2.5238160616524e-27,0.0285505290357845,0.325,0.283,7.08510882987679e-23
"PALB2",2.54471836163139e-27,0.0217953882802196,0.212,0.177,7.14378785660781e-23
"H6PD",2.66566662635654e-27,-0.0486792583520174,0.175,0.202,7.4833259201707e-23
"C12orf43",2.67600349341021e-27,0.0251068853989912,0.276,0.238,7.51234460705048e-23
"CHEK1",2.75140553457901e-27,-0.0785122845605349,0.299,0.325,7.72402075722366e-23
"COPS6",2.756345653741e-27,-0.0780315520319246,0.795,0.785,7.73788915374712e-23
"TAPBPL",2.87427239891824e-27,-0.0285246804672918,0.146,0.175,8.06894490548316e-23
"TPM2",3.03403183836217e-27,0.28317883847787,0.571,0.667,8.51743757983411e-23
"ECHS1",3.05038493958242e-27,-0.0404047853262337,0.809,0.829,8.56334564088972e-23
"PHF7",3.48964832548621e-27,0.0209936437149793,0.118,0.092,9.79648974413744e-23
"C6orf132",3.55667660683739e-27,0.0355841793406753,0.242,0.206,9.9846582383746e-23
"COL6A1",3.62050664613662e-27,0.00223386963262748,0.215,0.175,1.01638483076993e-22
"SMG1",3.64761139981896e-27,0.0351815317921103,0.621,0.568,1.02399394827118e-22
"RAB21",3.8132546748128e-27,0.0182289617915605,0.592,0.526,1.0704949848602e-22
"PRKAR1B",3.8526251005152e-27,0.0859173584101871,0.369,0.338,1.08154744446763e-22
"AP1S3",4.04587757759244e-27,0.0346296078594379,0.247,0.212,1.13579921235753e-22
"ACTR8",4.10960821330904e-27,0.0158167823231457,0.145,0.117,1.15369031372225e-22
"ZBTB48",4.52435753669297e-27,0.0215519230527402,0.195,0.162,1.27012289127582e-22
"SHLD1",4.54200401866358e-27,-0.0641271412093616,0.294,0.32,1.27507678815943e-22
"ETS1",4.74161031597759e-27,0.0218418522059169,0.14,0.112,1.33111226400439e-22
"TRIM28",4.75791016897808e-27,-0.0595450088900428,0.579,0.591,1.33568812173722e-22
"RNF149",5.28716965559969e-27,0.0430358523433978,0.593,0.54,1.4842671374165e-22
"AC004797.1",5.46278654661893e-27,-0.0475520712726082,0.224,0.254,1.53356806723233e-22
"KDM6B",5.52378361375754e-27,0.0308831327946521,0.278,0.241,1.55069177389016e-22
"DEDD2",6.6985998906832e-27,-0.0370835891661773,0.199,0.229,1.8804979473115e-22
"ARIH1",6.92469045984441e-27,-0.086560950360866,0.708,0.706,1.94396835279212e-22
"AKAP11",6.99900137555222e-27,0.0252320856135123,0.272,0.234,1.96482965615877e-22
"DHX30",7.08200698186465e-27,-0.0488327336071342,0.317,0.346,1.98813182001886e-22
"DLEU2",7.68791123815001e-27,0.0695869171518451,0.503,0.466,2.15822732188585e-22
"RRP7A",7.79881752653031e-27,0.0369772732274921,0.439,0.385,2.18936204422285e-22
"ZNF41",8.00039350922012e-27,-0.026106354772468,0.087,0.111,2.24595046984336e-22
"PLCD4",8.1371850994941e-27,0.0157788208242516,0.114,0.088,2.28435197298098e-22
"ITGAV",9.52881234921023e-27,-0.247228754392991,0.592,0.56,2.67502349079379e-22
"HOXD8",9.83415929504806e-27,-0.0233631328380421,0.085,0.109,2.76074353889884e-22
"POLR2D",1.02552865290325e-26,-0.0494780269088878,0.233,0.26,2.87896658729531e-22
"ABITRAM",1.02966453221459e-26,0.0224132142445349,0.236,0.2,2.89057724128603e-22
"TMEM70",1.04194706009676e-26,0.0306988902722098,0.445,0.396,2.92505798180963e-22
"CCAR2",1.04830038352581e-26,0.0161239108606047,0.17,0.138,2.942893666672e-22
"ZNF814",1.05992207630087e-26,-0.0289337354571743,0.111,0.138,2.97551924479944e-22
"AC007686.4",1.11427045603082e-26,0.00337090021821601,0.1,0.075,3.12809145121532e-22
"NUP153",1.12021516735041e-26,-0.0698572422600869,0.433,0.453,3.14478003930279e-22
"HAX1",1.12788492916755e-26,0.0413241857867859,0.64,0.588,3.16631136165207e-22
"ZNF580",1.12794628227207e-26,-0.0688656447341719,0.482,0.497,3.16648359822238e-22
"TENT4B",1.15437793351445e-26,0.0127381867300433,0.354,0.307,3.24068517275512e-22
"POT1-AS1",1.15974785930562e-26,0.0709546697907169,0.115,0.092,3.25576016542867e-22
"RYBP",1.20784953381594e-26,0.0238473245654703,0.479,0.425,3.39079599628149e-22
"TAF5",1.26016914478917e-26,-0.0199368559060209,0.077,0.1,3.53767284016664e-22
"LIG3",1.36725981103819e-26,-0.0338812984556311,0.153,0.181,3.83830846752752e-22
"LRRC28",1.38300351978143e-26,-0.0531126711981761,0.301,0.331,3.88250578108241e-22
"CEP131",1.49976724576024e-26,-0.0266304726505832,0.09,0.113,4.21029658902271e-22
"SECISBP2",1.58225590251114e-26,0.0286108869153108,0.609,0.554,4.44186699511953e-22
"RNASEH1-AS1",1.58535195881612e-26,-0.02948254466321,0.086,0.109,4.45055855398448e-22
"LINC02542",1.58886530063799e-26,0.157859895875088,0.374,0.345,4.46042155848102e-22
"SEMA6A",1.61305601261495e-26,-0.00237997806776036,0.302,0.259,4.52833214421395e-22
"ALKBH3",1.61359206029653e-26,0.0186290663136259,0.327,0.282,4.52983699087045e-22
"TPRKB",1.61371811666819e-26,-0.0537359926320222,0.615,0.626,4.5301908689226e-22
"THAP3",1.62059285778005e-26,0.0246371195865724,0.263,0.225,4.54949032964594e-22
"NRAV",1.63074126510168e-26,0.0170200677156531,0.161,0.13,4.57797995351996e-22
"SRPK1",1.67598335043523e-26,-0.0633281980603229,0.729,0.737,4.70498805967681e-22
"ARID2",1.76714238393099e-26,0.034197455201933,0.681,0.629,4.96089881440948e-22
"MAGEF1",1.80067293231848e-26,-0.0686836512156952,0.498,0.506,5.05502912289767e-22
"SLC35A3",1.83781784978767e-26,0.0342424387507152,0.37,0.328,5.15930604970893e-22
"C9orf40",1.85217191603928e-26,0.0190530004752068,0.142,0.114,5.19960221989707e-22
"EIF1AD",2.10230316669046e-26,0.0264819214554002,0.225,0.192,5.90179567985012e-22
"PRADC1",2.11323438724854e-26,-0.0262226346216986,0.134,0.161,5.93248289532281e-22
"HERC3",2.18196941474872e-26,-0.00662309634365577,0.287,0.243,6.12544273802409e-22
"L3HYPDH",2.23825295884114e-26,0.0152079203113796,0.133,0.105,6.28344753135473e-22
"DYNC1H1",2.33098002133584e-26,0.0370441780263469,0.784,0.749,6.54376021389609e-22
"MFAP3",2.43363182226804e-26,-0.0394820002957718,0.143,0.17,6.83193461465306e-22
"FTL",2.56073106422971e-26,0.0657572368687651,0.992,0.99,7.18874031661205e-22
"INIP",2.71712694863191e-26,0.0277762129017366,0.345,0.304,7.62779048289437e-22
"MAFF",2.83463966080642e-26,0.0389541803166938,0.182,0.152,7.95768391978186e-22
"RNF208",2.86865382858358e-26,-0.0208933371064314,0.078,0.1,8.05317189298269e-22
"TCEA1",3.02860835477602e-26,-0.0919028395755648,0.879,0.867,8.50221223436273e-22
"CFD",3.11842576098396e-26,-0.0283340884500542,0.226,0.26,8.75435663881026e-22
"PSPC1",3.23590740627892e-26,-0.072993878718601,0.462,0.475,9.08416286164681e-22
"ATG2A",3.35441857959911e-26,0.0267930504809425,0.177,0.147,9.41685927850858e-22
"PMF1",3.43196494838679e-26,-0.0627127898900383,0.575,0.588,9.63455519960624e-22
"BECN1",3.43420692951164e-26,0.0304132628520213,0.393,0.348,9.64084911321803e-22
"ANAPC13",3.46181039253812e-26,-0.0485649717348996,0.461,0.489,9.71834031497226e-22
"BRPF3",3.48600917369621e-26,-0.0314315282659303,0.106,0.13,9.78627355331738e-22
"ZC3H7B",3.69591352078554e-26,-0.0581745348670749,0.261,0.287,1.03755380269012e-21
"HIF1AN",3.8042368824496e-26,-0.0456638213927821,0.262,0.292,1.06796342001008e-21
"TRAPPC2B",3.86479494307487e-26,-0.0490472549816627,0.319,0.348,1.08496388436941e-21
"OXA1L",3.89022277360923e-26,-0.0568108136016601,0.446,0.465,1.09210223923532e-21
"VTA1",4.04011250817714e-26,0.035958757927085,0.537,0.489,1.13418078442057e-21
"SENP3",4.20833924651764e-26,-0.0266818130406565,0.104,0.129,1.1814070766749e-21
"AL138701.2",4.32028504190676e-26,0.150972972183156,0.155,0.133,1.21283361981448e-21
"GLYR1",4.33147490146552e-26,-0.0583157440515428,0.428,0.451,1.21597494908841e-21
"RGL2",4.40268815245717e-26,-0.0463407413637266,0.227,0.257,1.2359666450393e-21
"ARL5A",4.68769814725061e-26,0.0534979072767102,0.653,0.604,1.31597750087766e-21
"PPP6C",5.01833285014442e-26,0.0375161255414712,0.458,0.413,1.40879658102104e-21
"TMEM241",5.13901161401905e-26,-0.0527696704586162,0.28,0.31,1.44267473040357e-21
"USP24",5.14116941848791e-26,-0.074730880631582,0.433,0.454,1.44328049085211e-21
"EIF2B2",5.22707584787753e-26,0.0259223447370629,0.379,0.333,1.46739700277466e-21
"OTUD7B",5.24103733431864e-26,-0.0656290810290205,0.355,0.379,1.47131641086327e-21
"BLCAP",5.25880204690752e-26,0.143760578350395,0.727,0.713,1.47630349862835e-21
"OFD1",5.46260438800205e-26,-0.0753111224458461,0.452,0.468,1.53351692984382e-21
"TEP1",5.4891939907016e-26,0.0211226638747684,0.147,0.12,1.54098142900966e-21
"AC011632.1",6.32987934666543e-26,-0.00932586311016367,0.093,0.121,1.77698702898939e-21
"CTHRC1",6.4075249428628e-26,0.0492702402408788,0.277,0.238,1.79878447720987e-21
"APH1B",6.42258561488762e-26,-0.0427165389781317,0.181,0.21,1.8030124596674e-21
"PRDM1",6.66736356609547e-26,-0.0106836116567957,0.08,0.103,1.87172897390998e-21
"GSE1",6.97837579812195e-26,-0.0111424304603944,0.439,0.481,1.95903943780678e-21
"GPR161",7.19408973061013e-26,-0.0503831954441311,0.257,0.286,2.01959681007418e-21
"ARL6IP1",7.23236089855706e-26,-0.108600665238999,0.826,0.753,2.03034067505192e-21
"SLC19A2",7.26729540847831e-26,-0.0269233739132928,0.084,0.107,2.04014784002212e-21
"CDK2AP1",7.54777949738156e-26,0.0387142460570513,0.832,0.802,2.11888813829993e-21
"RALGAPA2",7.76304029138269e-26,-0.126153939320709,0.415,0.43,2.17931830099986e-21
"TEX264",7.86063741356258e-26,0.0315274455213149,0.51,0.459,2.20671674110942e-21
"YLPM1",7.92332746503585e-26,-0.072582394713436,0.547,0.563,2.22431571925951e-21
"UNC5B-AS1",7.99980125100735e-26,0.070979848586162,0.145,0.12,2.24578420519529e-21
"LPIN1",8.06456683522348e-26,0.0410097632336421,0.274,0.241,2.26396584765229e-21
"TTLL5",8.48437921732054e-26,0.036101765933358,0.508,0.464,2.38181977767839e-21
"EPRS",8.4928537673912e-26,-0.11799560517415,0.587,0.575,2.38419883811973e-21
"SUZ12",8.7390875509281e-26,-0.0754086677860004,0.6,0.605,2.45332404817205e-21
"UBR2",8.8128974299738e-26,0.0312217462123953,0.609,0.557,2.47404469551655e-21
"ORC5",8.85027601078938e-26,-0.0359535947763071,0.318,0.353,2.4845379845089e-21
"GRWD1",9.06773582729762e-26,-0.042052690054404,0.209,0.237,2.54558547879726e-21
"MTO1",9.30216223592881e-26,0.0215744990947936,0.204,0.172,2.6113960044923e-21
"SEPTIN8",9.344164474679e-26,0.0143667876123145,0.119,0.094,2.62318729297664e-21
"ZNF274",1.05658221544292e-25,0.0382329132572585,0.34,0.301,2.96614325341291e-21
"B3GALT6",1.07918335127166e-25,0.0208502863676007,0.257,0.22,3.02959142202494e-21
"MAPK8",1.11113042521499e-25,0.011754948244775,0.62,0.559,3.11927644270605e-21
"COQ3",1.1233542874899e-25,0.029569290507101,0.268,0.232,3.15359249127039e-21
"SUGP2",1.27845372200183e-25,-0.0604502702466495,0.405,0.428,3.58900313377574e-21
"MRPS31",1.28132429435165e-25,-0.0574097241007773,0.499,0.518,3.5970616915334e-21
"NCAPD3",1.28621462035131e-25,-0.0663480506120799,0.292,0.318,3.61079030371224e-21
"ZNF461",1.28956899965041e-25,-0.0235441947268526,0.083,0.106,3.6202070527186e-21
"STX16",1.37971166638251e-25,0.0420149429424876,0.507,0.459,3.87326456103563e-21
"APTX",1.39678577755442e-25,-0.137599450606767,0.716,0.692,3.92119671332853e-21
"ADAM9",1.422799819605e-25,0.178490165556093,0.649,0.624,3.99422593357711e-21
"CEP120",1.45363839806655e-25,0.0265004387015458,0.21,0.178,4.08079907489222e-21
"FBLIM1",1.54290332705682e-25,0.0478012045301486,0.518,0.477,4.33139251004661e-21
"GSDMD",1.57422353950824e-25,-0.0578832680601812,0.551,0.572,4.41931774246148e-21
"C4orf48",1.58225612794344e-25,0.0569989139445103,0.536,0.499,4.44186762797561e-21
"KIF9",1.58667138131684e-25,0.0212591303642637,0.282,0.243,4.45426256877077e-21
"RBM41",1.61658048913568e-25,0.0224102939322368,0.434,0.382,4.53822640715061e-21
"PLCXD2",1.64934738657979e-25,0.0410316628414304,0.25,0.216,4.63021291834545e-21
"KCTD5",1.68693494859116e-25,0.0229729647188533,0.213,0.179,4.73573248117997e-21
"IDE",1.72451877390068e-25,-0.0536127750969966,0.322,0.349,4.84124155397137e-21
"TTC7B",1.77103159538248e-25,0.0159998710139551,0.292,0.248,4.97181699771723e-21
"RIPK2",1.83457252484693e-25,0.0178602331094527,0.302,0.262,5.15019544900278e-21
"MRPS2",1.83936782630813e-25,0.045269820551479,0.562,0.518,5.1636572987948e-21
"RHPN2",1.93384575391726e-25,-0.0394442330804199,0.153,0.181,5.42888518497191e-21
"POC1B",1.99301892945939e-25,0.0340918594047919,0.339,0.298,5.59500204067133e-21
"SOCS6",2.02480266208997e-25,0.0272735878838525,0.289,0.251,5.68422851328516e-21
"COPS9",2.03557296725474e-25,0.043219450123648,0.813,0.762,5.71446399097424e-21
"AC008267.5",2.18804374344767e-25,0.0501590422814507,0.239,0.209,6.14249520098065e-21
"H1F0",2.19796127527896e-25,-0.00461008243314209,0.686,0.612,6.17033668809062e-21
"TRMT10C",2.26272500532547e-25,-0.0455024568080877,0.578,0.601,6.3521479074502e-21
"WDR7",2.3271065417099e-25,-0.0582894387791543,0.276,0.304,6.53288619454219e-21
"NUBP2",2.35844310211576e-25,-0.0583427578370326,0.499,0.523,6.62085732056957e-21
"SLC9A8",2.4053403715741e-25,-0.0383269152358943,0.248,0.28,6.75251202511998e-21
"PLAU",2.63209257909632e-25,-0.052938399908556,0.635,0.661,7.3890734972971e-21
"OCRL",2.79080903641269e-25,0.0147851919106267,0.156,0.126,7.83463820792135e-21
"FAM126B",2.82367997521841e-25,0.0286493022388596,0.251,0.216,7.92691679443065e-21
"FAM111A",2.82934488731609e-25,-0.0582629340838097,0.218,0.245,7.94281990216246e-21
"TSC2",2.9035174831054e-25,-0.0401938131984086,0.205,0.233,8.1510446303218e-21
"PTCD1",2.94384214868261e-25,-0.0260327280294033,0.169,0.198,8.26424806399669e-21
"SS18",2.94896407455216e-25,0.0273903322838583,0.483,0.433,8.27862684649027e-21
"NUDT15",3.14924813582101e-25,0.030101582658026,0.295,0.258,8.84088429169033e-21
"STX18-AS1",3.3762539678952e-25,-0.0504859974811225,0.185,0.212,9.4781577640722e-21
"DHODH",3.6718279171221e-25,-0.0374652527405838,0.153,0.179,1.03079225117369e-20
"GRB14",3.79926033242925e-25,-0.0273556678760275,0.082,0.105,1.06656635312286e-20
"CORO2A",4.15652651747127e-25,0.0337513434114487,0.591,0.534,1.16686168924971e-20
"ARRDC3-AS1",4.1656734740898e-25,0.0205775295371194,0.137,0.11,1.16942951438123e-20
"PROSER1",4.21032885604491e-25,-0.0252992900769099,0.107,0.132,1.18196561975749e-20
"RPAP2",4.24380141138408e-25,-0.0745530746678595,0.542,0.558,1.19136237021785e-20
"CDK7",4.32765973050776e-25,0.028297280787634,0.317,0.277,1.21490391614544e-20
"POLR2K",4.34135339049442e-25,0.0515572217753266,0.789,0.754,1.2187481373135e-20
"NT5C3A",4.37216586804451e-25,-0.118976865661147,0.657,0.659,1.22739812413614e-20
"ZNF740",4.51958679756144e-25,-0.0387921089448721,0.155,0.182,1.26878360167942e-20
"EOGT",4.52653876420799e-25,0.0182221792658729,0.197,0.165,1.27073522727611e-20
"TMEM134",4.5490181273565e-25,0.0369883941140563,0.873,0.839,1.27704585889279e-20
"ZDHHC5",4.65675956996857e-25,0.0262977065883617,0.348,0.305,1.30729211407728e-20
"ATP9A",4.68365056225177e-25,-0.0809973837656912,0.47,0.483,1.31484122234094e-20
"MFSD5",4.7725327997265e-25,0.0186448224123999,0.171,0.142,1.33979313286722e-20
"FAM32A",5.15736568162263e-25,-0.061006354947457,0.486,0.504,1.44782726780192e-20
"SNN",5.31997310980971e-25,0.0153179042487135,0.155,0.126,1.49347605111688e-20
"AKTIP",5.50427316051615e-25,-0.0397635897835583,0.176,0.202,1.5452146043517e-20
"MXD4",5.5735693853915e-25,-0.0652515519855279,0.349,0.375,1.56466813356095e-20
"TRRAP",5.68117879768495e-25,-0.0542010278042301,0.452,0.476,1.5948773238741e-20
"SMIM19",5.80094831311307e-25,0.0698633099481329,0.652,0.596,1.62850021994023e-20
"EXOSC2",5.80357217512494e-25,0.0209217015844151,0.216,0.183,1.62923681672282e-20
"GGA1",5.87657565763541e-25,-0.0495022473426794,0.301,0.329,1.64973108436799e-20
"NUS1",6.14190807358668e-25,0.038079404891597,0.365,0.326,1.72421785349799e-20
"ELK1",6.50660494185492e-25,0.0243525276764914,0.245,0.21,1.82659920532693e-20
"PTPN3",6.50997810973047e-25,0.0218008533715594,0.454,0.405,1.82754615474464e-20
"RBL2",6.54295494338233e-25,-0.0695948673335574,0.451,0.467,1.83680374125572e-20
"DNAJC10",6.71941025077629e-25,0.0203945094294609,0.366,0.32,1.88634003970043e-20
"BOD1L1",6.77499668320132e-25,-0.0764702945296318,0.687,0.686,1.90194481887511e-20
"NBEAL2",7.02668035915888e-25,-0.023568228567658,0.103,0.128,1.97259997722667e-20
"RECK",7.26581296937408e-25,-0.0431953811225908,0.139,0.165,2.03973167489238e-20
"ABHD8",7.49718867750377e-25,-0.0353070068703064,0.182,0.21,2.10468577743563e-20
"PARD3",7.74280337367774e-25,-0.130984631898346,0.929,0.93,2.17363719109255e-20
"CCDC90B",8.42453231024922e-25,0.0432168886652086,0.558,0.514,2.36501895545627e-20
"NUBPL",8.84401170577048e-25,-0.0814463598841509,0.531,0.549,2.48277940616095e-20
"DOLK",8.87169975058023e-25,0.0182724888192991,0.133,0.107,2.49055227098039e-20
"PARN",9.27872154030167e-25,0.0424922274179492,0.498,0.454,2.60481549800889e-20
