"","column","cor","p.adj"
"126","ZNF263",-0.103439193393112,1
"127","CX3CL1",-0.257146565225809,0.00150612072409901
"128","SPATA20",-0.0878605915831713,1
"129","CACNA1G",-0.0467732290126286,1
"130","TNFRSF12A",0.538137564621832,1.08258758649595e-28
"131","DLX6",-0.35203494275216,1.87638955685607e-09
"132","MAP3K9",0.158640476227656,1
"133","RALA",0.238680813548396,0.0120551062999697
"134","BAIAP2L1",0.123786533658188,1
"135","KDM7A",0.0649459872754099,1
"136","ETV1",-0.240579020014678,0.0098158941652869
"137","AGK",-0.13145099787936,1
"138","ALDH3B1",-0.178477293238481,1
"139","TTC22",-0.19042295095647,1
"140","PHTF2",-0.0710991057896328,1
"141","CCL26",-0.248049624447214,0.00428442233614629
"142","FARP2",0.00491315188303991,1
"143","USH1C",-0.170761263421814,1
"144","GGCT",-0.0765510903679761,1
"145","DBF4",-0.0239334026321483,1
"146","TBXA2R",0.00345613359911825,1
"147","IFRD1",-0.0672525259975569,1
"148","LGALS14",-0.0103024618758457,1
"149","COX10",0.0905167932817308,1
"150","GTF2IRD1",-0.252353957990016,0.00262664674493821
"151","PAF1",0.120321654879149,1
"152","VPS41",-0.039533143003375,1
"153","ARHGAP44",-0.14943300482429,1
"154","ELAC2",0.133334914744275,1
"155","SCIN",-0.162962896566539,1
"156","ARSD",-0.269980407334063,0.000319978883229369
"157","PNPLA4",-0.0883679030287267,1
"158","MYH13",-0.049886312070395,1
"159","ADIPOR2",-0.0972420036531401,1
"160","CDKL3",-0.131644847668765,1
"161","UPP2",-0.217069763394817,0.110288129431209
"162","PRSS21",-0.201351742456835,0.473981529139159
"163","MARK4",0.123620255896623,1
"164","PROM1",-0.166400086690618,1
"165","CCDC124",0.0447989288114824,1
"166","CEACAM21",-0.211818676627228,0.181872574428092
"167","PAFAH1B1",0.121950350692007,1
"168","NOS2",-0.267442477088499,0.00043750372824126
"169","DNAH9",-0.211545611651389,0.186606839886044
"170","SLC13A2",-0.252559812055648,0.00256580899520266
"171","GAS7",-0.253886480355593,0.00220251240249744
"172","TRAPPC6A",-0.331884876645154,5.1696266680435e-08
"173","MATK",-0.270831845818757,0.000287954398656953
"174","CEACAM7",-0.190034759198558,1
"175","CD79B",-0.270010043958079,0.000318827164863399
"176","SCN4A",-0.108590641293684,1
"177","ST7L",-0.0376894792944694,1
"178","TKTL1",-0.0517617092748409,1
"179","PAX6",-0.19642549602235,0.730709740395459
"180","RPUSD1",0.0461057866405812,1
"181","RHBDF1",0.145933127579483,1
"182","LUC7L",0.000382281133007611,1
"183","CACNA2D2",-0.384731422665447,5.06356625829626e-12
"184","BAIAP3",0.000933867254221994,1
"185","TSR3",0.137171173153985,1
"186","PIGQ",0.0540224984045218,1
"187","CRAMP1",-0.0907948293702547,1
"188","TEAD3",-0.0694535162644104,1
"189","SELE",-0.232140619875836,0.0241606462518592
"190","DNAJC11",0.166572847120666,1
"191","FMO3",-0.337215930617403,2.20145823064943e-08
"192","MYLIP",-0.454315502083267,1.5151227535748e-18
"193","NOX1",-0.166271956550374,1
"194","E2F2",-0.277959396875627,0.000116857878507856
"195","PSMB1",0.117277041331291,1
"196","SYN1",-0.165430656267547,1
"197","JARID2",0.141239311215755,1
"198","CDKL5",-0.079688943287917,1
"199","CAMK1G",0.12585352636476,1
"200","CDK11A",-0.0149335087359667,1
"201","NADK",0.0519347340703301,1
"202","TFAP2B",-0.305311411591508,2.84955627249876e-06
"203","TFAP2D",-0.123536746170432,1
"204","DLEC1",-0.358784377406083,5.84948269880332e-10
"205","CYTH3",0.17002122961386,1
"206","ADAM22",-0.302855254883269,4.042408154669e-06
"207","SYPL1",0.0335391916961951,1
"208","CYB561",-0.0683375625721514,1
"209","SPAG9",0.112459342519058,1
"210","CELSR3",-0.0555314430329672,1
"211","AASS",-0.283925103896574,5.38693930110264e-05
"212","PLEKHG6",-0.342787725215388,8.85734122646953e-09
"213","SS18L2",-0.0832910558564613,1
"214","MPND",-0.371669495894637,5.83467863797152e-11
"215","MGST1",-0.214552149751637,0.140372185070913
"216","CRY1",-0.0106835946246521,1
"217","PGLYRP1",-0.0487305758312084,1
"218","NFIX",-0.323317775707819,1.96929292157505e-07
"219","ST3GAL1",-0.163156271934494,1
"220","MMP25",0.0354170992359084,1
"221","IL32",0.0250847801345206,1
"222","PKD1",-0.121904638122938,1
"223","MAPK8IP2",-0.253809974365194,0.00222225029056022
"224","MED24",0.00159510300087336,1
"225","RHOBTB2",0.106676223320746,1
"226","HEATR5B",-0.180216102457632,1
"227","SEC62",0.0378736492459091,1
"228","RPS20",0.0184404027031822,1
"229","CSDE1",0.0514055225428951,1
"230","UBE3C",0.0589826090554899,1
"231","REV3L",-0.121163924657461,1
"232","TENM1",-0.107353347627983,1
"233","PAX7",-0.173638734390177,1
"234","MASP2",-0.051785067966322,1
"235","IYD",-0.215135885762995,0.132755695065039
"236","FAM76A",0.121216197267322,1
"237","TRAF3IP3",-0.0885933094440834,1
"238","POMT2",0.113939969200772,1
"239","VTA1",0.140299890912394,1
"240","MLXIPL",-0.295942024462304,1.0646275559256e-05
"241","BAZ1B",-0.0911743417325072,1
"242","RANBP9",-0.163669329776974,1
"243","ETV7",-0.0282089908238478,1
"244","SPRTN",-0.16163021804187,1
"245","DYRK4",-0.0818620736470899,1
"246","ZNF207",-0.00699297325682051,1
"247","UQCRC1",0.011343093478843,1
"248","STARD3NL",0.277976145499356,0.000116617609065308
"249","CD9",-0.2122576808064,0.174455206634723
"250","HHATL",0.0259313136594168,1
"251","NCAPD2",-0.128029607880861,1
"252","IFFO1",-0.194687360117222,0.848776325050019
"253","GIPR",0.0240240948225552,1
"254","PHF7",-0.0140626246909337,1
"255","SEMA3G",-0.406681499032689,6.44349281659523e-14
"256","NISCH",-0.158943703594886,1
"257","STAB1",-0.161514258608393,1
"258","FUZ",-0.26929471905825,0.000348296238067294
"259","SLC6A13",-0.104552977656413,1
"260","IDS",-0.0186278284027976,1
"261","PRSS3",0.0246133182867287,1
"262","ZNF200",0.134714853131435,1
"263","CD4",-0.224182893571264,0.0546619127333525
"264","LRRC23",-0.250146639181809,0.00337829389915296
"265","BTK",-0.267348618104555,0.00044253188258817
"266","HFE",-0.0269395547173107,1
"267","SCMH1",0.00866539469133674,1
"268","FYN",-0.1277914716691,1
"269","HIVEP2",0.040791309702947,1
"270","FMO1",-0.0635988478950621,1
"271","ELOA",0.255169781328555,0.00189757816379115
"272","LYPLA2",0.363324603636696,2.62775994752537e-10
"273","CLCN6",-0.0220634760713757,1
"274","MRC2",-0.0379813397545648,1
"276","SLC6A7",0.0698220192142654,1
"277","TSPAN9",-0.0287591860973895,1
"278","BTBD7",0.0817226640542245,1
"279","APBA3",-0.126229153695084,1
"280","MKS1",-0.00511274785767629,1
"281","ABHD5",-0.163853721909933,1
"282","ANOS1",-0.19656836432347,0.721790138891642
"283","AKAP8L",-0.119009411585301,1
"284","MBTD1",-0.279174367579909,0.000100006272482166
"285","UTP18",-0.0116047623917594,1
"286","RNF216",-0.124558165565158,1
"287","TTC19",-0.098754191847633,1
"288","PTBP1",0.0709184226902417,1
"289","DPF1",0.204799117938305,0.348085936168145
"290","SYT7",0.315033390313297,6.89035020340038e-07
"291","LARS2",-0.0193257740337078,1
"292","PIK3C2A",-0.0301593942025392,1
"293","PLAUR",0.268034381540951,0.000406990321234919
"294","ANLN",0.270531750575549,0.000298885876863464
"295","WIZ",-0.165634221541835,1
"296","RABGAP1",0.0892134274128245,1
"297","DCN",-0.137841567337727,1
"298","QPCTL",-0.0109594847332877,1
"299","PPP5C",0.0493733526344719,1
"300","CEP68",-0.334136968328204,3.61201780853682e-08
"301","MAP4K3",-0.102448390140622,1
"302","ZBTB32",0.0560861137847943,1
"303","TYROBP",-0.189983632585122,1
"304","GABRA3",-0.222383143832505,0.0654605603930479
"305","BRCA1",-0.0102717335665548,1
"306","ERCC1",0.0488219976561863,1
"307","CD22",-0.194161835284845,0.887980983970952
"308","SEMA3B",0.173894041356036,1
"309","MBTPS2",-0.076281733973952,1
"310","PRICKLE3",-0.152234679457448,1
"311","LTF",-0.169323307030207,1
"312","EXTL3",0.252302432833669,0.00264185795940692
"313","NR1H4",-0.0317708463950922,1
"314","ELOVL5",-0.0834918446878311,1
"315","ALOX5",-0.250782549053753,0.00314364980991031
"316","KDM5D",0.0178425497809017,1
"317","CALCOCO1",-0.0414257714011044,1
"318","UBR7",-0.0320659760956893,1
"319","MAP4K5",0.0762484158105106,1
"320","EHD3",-0.252018542266104,0.00272928329133662
"321","PSMC4",-0.0388568303613652,1
"322","MAN2B2",0.0449205945538656,1
"323","SLC7A14",-0.108785377700474,1
"324","CLDN11",-0.263511486442511,0.000705776326225627
"325","SLC25A39",0.189299038765095,1
"326","MVP",0.152097469543795,1
"327","NUB1",-0.0619188444340359,1
"328","PGM3",0.145019897518152,1
"329","RWDD2A",-0.122294866780378,1
"330","CLK1",-0.00100086758745796,1
"331","POLR3B",-0.0332555626147572,1
"332","ANGEL1",-0.0311348131876074,1
"333","RNF14",0.0404485279346307,1
"334","DNASE1L1",0.180744531764145,1
"335","DDX11",-0.0433697539308882,1
"336","HEBP1",-0.0933134033109938,1
"337","GPRC5A",0.216989894111372,0.11110617001964
"338","MAMLD1",-0.071789959696152,1
"339","CD6",-0.230897733208692,0.027516132863489
"340","TACC3",0.0493992533098852,1
"341","UFL1",-0.065990512852875,1
"342","POLA2",0.0242366935146034,1
"343","ZC3H3",0.0657709612967524,1
"344","CAPN1",0.121423830410661,1
"345","ACP3",-0.208229781089031,0.254461214515667
"346","MDH1",-0.151122113522526,1
"347","SLC30A9",0.059956414459941,1
"348","MTMR11",0.135942752741991,1
"349","COX15",-0.100351170439463,1
"350","CCDC88C",-0.271934931446203,0.000250882677024025
"351","YAF2",-0.153437756322297,1
"352","ZMYND11",-0.214836933650361,0.136583409384746
"353","WAS",-0.220387262183273,0.0797218372977956
"354","DPEP1",-0.226902818624526,0.0415217808650949
"355","BID",-0.198998462879763,0.583358591456907
"356","MATR3",-0.089204472499907,1
"357","NPC1L1",-0.223255357221833,0.0599921608038561
"358","XYLT2",0.0961088371731728,1
"360","STMN4",-0.121887672135659,1
"361","NUDCD3",0.0853019877589319,1
"362","ISL1",-0.0429129477881273,1
"363","CHDH",-0.334202986348184,3.57433226716492e-08
"364","IL20RA",-0.364828809204318,2.00979673053286e-10
"365","CLCA1",-0.0328683478976543,1
"366","CLCA4",-0.0456928068576155,1
"367","GLT8D1",0.0231015381024662,1
"368","ATP2C1",-0.0285241060954268,1
"369","IGF1",-0.210648301117857,0.203008309087378
"370","SLC38A5",0.289931451372074,2.41834496068781e-05
"371","RALBP1",0.0659616665548067,1
"372","RUFY3",-0.0491972518794804,1
"373","CNTN1",-0.013375644608457,1
"374","SLC11A1",-0.0490852907140653,1
"375","WWTR1",-0.0424887082562086,1
"376","AGPS",0.0365106593712558,1
"377","ATP1A2",-0.0932218658346448,1
"378","TTC27",0.0170830997412151,1
"379","ZNF582",-0.193632227544582,0.929406298316664
"380","VSIG2",-0.187729401624374,1
"381","PHLDB1",0.103385417522661,1
"382","MARCO",-0.113199124309166,1
"383","CYP24A1",0.196601678383222,0.719720170046749
"384","PRDM11",-0.140626614983899,1
"385","SYT13",-0.210895872150657,0.198357006741112
"386","SNAI2",0.432550567544811,2.4367396871867e-16
"387","CD74",-0.147173798730891,1
"388","HGF",-0.254436156174595,0.00206640786167071
"389","ZRANB1",-0.0594000783521328,1
"390","NCDN",0.139762963002822,1
"391","ADGRA2",-0.0965483637802688,1
"392","ZFP64",-0.189480046585184,1
"393","MNAT1",0.228870319241418,0.033933158012563
"394","SAMD4A",0.178876942681613,1
"395","RUNX3",-0.14622377274083,1
"396","MRE11",-0.0623481856199283,1
"397","PLEKHB1",-0.229077398816463,0.0332196830219725
"398","SERPINB1",0.288799428608818,2.81661012423271e-05
"399","CYP3A43",-0.180376042167779,1
"400","SLC7A9",-0.173443030563931,1
"401","SPAST",-0.315324447832016,6.59700927109244e-07
"402","NRXN3",-0.347912730210962,3.771335947486e-09
"403","OSBPL5",0.0883920137262648,1
"404","AQR",-0.00716446885720657,1
"405","CPS1",0.00531254651195936,1
"406","C8B",0.0988290335755376,1
"407","FHL1",0.0276408468192901,1
"408","RTF2",0.139004391949397,1
"409","GABRA1",-0.124394928802759,1
"410","NLRP2",-0.00656395807739286,1
"411","SLC45A4",-0.190594291934452,1
"412","RNF10",-0.0949471555806884,1
"413","ZNF839",0.0319709111091175,1
"414","ZDHHC6",0.162541340467608,1
"415","GRAMD1B",-0.105170802669459,1
"416","RNH1",0.2673205578252,0.000444000041466601
"417","NDUFS1",-0.146892889126117,1
"418","RB1CC1",-0.0202212541347674,1
"419","ERP44",0.290392215848406,2.27268656366749e-05
"420","ALAS1",0.0207595704169497,1
"421","BIRC3",0.0017924942728988,1
"422","AKAP11",0.0139746112553282,1
"423","GLRX2",-0.159349864928463,1
"424","SNAPC1",0.147794572543054,1
"425","DERA",0.00294735528459593,1
"426","STRAP",0.0395254020018118,1
"427","ABCC2",-0.00437718900119144,1
"428","DEF6",0.0263678381634801,1
"429","PLEKHO1",-0.305562562471454,2.7490586189319e-06
"430","GCLM",-0.191525448134735,1
"431","UBR2",0.062689262869179,1
"432","EHD2",0.372978494296687,4.59116607910195e-11
"433","DEPDC1",0.172711986325994,1
"434","CCDC28A",-0.145265252634351,1
"435","RRAGD",-0.364899714685679,1.9845536226482e-10
"436","HSF2",-0.0898185755644815,1
"437","PHF20",-0.00824712209187996,1
"438","HSD17B6",-0.172288657033369,1
"439","NR1H3",-0.259618121671198,0.00112526776108959
"440","TYMP",0.267534006282607,0.000432680737032634
"441","NCAPH2",-0.0540798168972278,1
"442","TOMM34",0.10781011634697,1
"443","SEC63",0.0901994071296519,1
"444","KPNA6",0.125673013880209,1
"445","VIM",0.0168341018695888,1
"446","FAS",0.127485593355652,1
"447","RNASET2",-0.353136587822461,1.55436253422121e-09
"448","CD44",0.305996559348497,2.58270762295799e-06
"449","KCNG1",0.0171775374878195,1
"450","AGPAT4",0.398525508925241,3.38725299207219e-13
"451","SLAMF7",-0.124742779419081,1
"452","BTN3A1",0.0271832520532014,1
"453","MIPEP",-0.0526367888353273,1
"454","PRKCH",-0.122375637718156,1
"455","INSRR",-0.0788938856338623,1
"456","IFNGR1",0.203327711214344,0.397238625062887
"457","B4GALT7",0.102406847907667,1
"458","SH2D2A",0.316821240099779,5.27366575222226e-07
"459","VRK2",-0.106054691552036,1
"460","TNFRSF1B",-0.157664730124446,1
"461","VEZT",0.236323579290782,0.0155255043546733
"462","POU2F2",0.0396705399398588,1
"463","BRD9",0.0672227863859658,1
"464","SNX1",-0.058271842962552,1
"465","TBPL1",0.0356231114333263,1
"466","BCLAF1",-0.11727379008912,1
"467","SLC39A9",0.0816004880617201,1
"468","ANK1",0.110988402126807,1
"469","IBSP",-0.0334846320452431,1
"470","TFB1M",-0.00640029262364525,1
"471","RABEP1",0.00959498174543766,1
"472","HMGB3",-0.0347763066445578,1
"473","NUP160",0.0490824098890773,1
"474","BAK1",0.417909341824926,6.0760371113084e-15
"475","MUSK",-0.103982258755954,1
"476","IKZF2",-0.153636759598789,1
"477","GRN",0.157421005209114,1
"478","FAM13B",-0.169613960907612,1
"479","ARHGAP31",-0.2098905989808,0.217833140063361
"480","CENPQ",0.153025260469669,1
"481","SARS1",0.381110189256254,1.00847765042158e-11
"482","RANBP3",-0.134339795835928,1
"483","ARID4A",-0.0976770410428084,1
"484","EIPR1",-0.0714285053990892,1
"485","PNPLA6",-0.0166379023445374,1
"486","IFT88",0.0230844373531905,1
"487","ALG1",0.204158348156014,0.368690456834377
"488","ZCCHC8",0.0411865825241499,1
"489","ABCF2",0.0385867859979407,1
"490","CHPF2",0.118074977663678,1
"491","LRRC7",-0.103506163864301,1
"492","FUT8",-0.0489454094314615,1
"493","UBA6",0.402367484123537,1.55923700422733e-13
"494","GAB2",-0.297517278911875,8.5572497191242e-06
"495","ATP6V0A1",-0.153731993654295,1
"496","PIAS1",-0.0484587034448637,1
"497","SLC4A7",0.0363829495671498,1
"498","APBA2",-0.210260336201505,0.210502758802951
"499","MAP2K3",0.240111919718165,0.0103234228075321
"500","TMSB10",0.411222874751995,2.50523670601527e-14
"501","ASTE1",-0.169195769888287,1
"502","RNF19A",0.127178856234329,1
"503","PEX3",0.181057555393363,1
"504","GABARAPL2",0.0427622616118225,1
"505","MYOC",-0.232293311526212,0.0237813147596298
"506","SH3YL1",-0.0185959178125413,1
"507","FAM136A",-0.0823280034962031,1
"508","VCL",0.147705541935192,1
"509","DEPDC1B",0.191259445041225,1
"510","DAPK2",-0.111970423120643,1
"511","NSMAF",-0.0770536798587157,1
"512","ADSS2",-0.161006203841769,1
"513","STAP1",-0.246416969160189,0.00514808602478191
"514","TIMP2",-0.130469411276618,1
"515","RFC1",0.0956010407146798,1
"516","TBC1D23",0.132105501197295,1
"517","CUL3",-0.0662400062239312,1
"518","MYOM2",-0.0809542854247277,1
"519","OTC",-0.148138817930881,1
"520","CYP46A1",0.0149520723371007,1
"521","ZZZ3",0.0750694019355926,1
"522","SLC18A1",-0.145972116451413,1
"523","USP2",0.22646043774941,0.0434081253998233
"524","CASR",-0.113734068666824,1
"525","TUBG2",-0.0204368719421419,1
"526","RPL26L1",0.178778102860049,1
"527","FLT4",-0.0234661172387157,1
"528","NSUN2",0.143911262272447,1
"529","FBXO42",0.149528128795526,1
"530","MFAP3",0.119247976494754,1
"531","MRI1",-0.109501989356707,1
"532","METTL1",0.00324951775701474,1
"533","HOXC8",-0.115923275582893,1
"534","AGA",0.0753974672449729,1
"535","PI4K2B",0.126913316027732,1
"536","BOD1L1",0.00353960867205535,1
"537","MAT2B",0.0499782027679718,1
"538","TLL1",0.308133815387482,1.89795121926144e-06
"539","EDC4",-0.0321105448913467,1
"540","TRIO",0.0880976717844307,1
"541","VCAN",-0.130709811613874,1
"542","CLEC16A",-0.0180123125859839,1
"543","MSR1",-0.171186010521326,1
"544","CDH1",0.000309376732328795,1
"545","MTREX",0.0877093865487484,1
"546","DNAH5",0.257678912743058,0.0014147856552644
"547","ZFYVE16",0.000527337876019789,1
"548","RIPOR1",0.0532975905877046,1
"549","C6",-0.14629663499907,1
"550","RAI14",0.0148669179325435,1
"551","SOX30",-0.0662525114947917,1
"552","PNKP",0.0030727318964927,1
"553","BEST2",-0.232934793246281,0.022235900576791
"554","PHLPP2",0.0611810349924228,1
"555","SPDL1",0.209902998063961,0.217587152274818
"556","STAU2",-0.284958137512334,4.69826840301931e-05
"557","SLC66A1",0.0688012826056218,1
"558","CTNS",0.0337008691825919,1
"559","RTN4R",0.0026020281979276,1
"560","PHF23",0.10852461070344,1
"561","CDH10",-0.0561906162112253,1
"562","INPP4A",-0.125119147901694,1
"563","RAB27B",0.123587822295592,1
"564","PSMA4",0.11326031589868,1
"565","MYO16",0.19136530189327,1
"566","LSG1",-0.11805839281117,1
"567","PARP3",-0.0182911404125581,1
"568","TNC",0.207311504796441,0.276793757299866
"569","THAP3",-0.0448873529334688,1
"570","RIPOR3",0.0805382306252599,1
"571","TDP1",0.0480597859834945,1
"572","AIFM2",-0.221233613508054,0.0733290293264082
"573","SPATA7",0.138712293358243,1
"574","MED17",-0.00739221520294663,1
"575","RETSAT",-0.0486752482032184,1
"576","CAPG",0.0878771467892429,1
"577","AP2S1",0.175382660189403,1
"578","USH2A",-0.296588017014393,9.73499113708062e-06
"579","ZPBP",-0.168132208065841,1
"580","TG",-0.310264411214093,1.39153237954575e-06
"581","ADAM28",-0.246733825724525,0.00496872493977796
"582","BARX2",0.264311974852113,0.000640593451358919
"583","DCUN1D1",-0.0769345509492033,1
"584","JADE2",-0.138935483348764,1
"585","ZIC2",-0.223111342600205,0.060877101061026
"586","LCP2",-0.0999215209761127,1
"587","TRIT1",0.119621043906089,1
"588","ADRB1",-0.145311053020432,1
"589","GUCA2B",-0.0987073482113682,1
"590","CUL7",-0.156912120951065,1
"591","CTNNA1",0.0496277204314777,1
"592","PHKA2",-0.165379562691489,1
"593","CNTLN",-0.0614969547262478,1
"594","EPHA3",-0.191402365849638,1
"595","HSPA5",0.270504598310328,0.00029985717156849
"596","DSG2",-0.00339321385372697,1
"597","GEMIN8",-0.0306938393819317,1
"598","OFD1",-0.151729011008829,1
"599","GPM6B",0.0338732106613289,1
"600","MAGEC2",-0.0145361631050011,1
"601","PREX2",-0.229431658215888,0.0320314050354142
"602","WDR37",-0.147872120536294,1
"603","YTHDC2",0.0395517755547045,1
"604","CTPS2",-0.287554159349192,3.32824282625436e-05
"605","ATP6V1H",0.211619956556384,0.185323880210927
"606","POLR2B",0.081050227485052,1
"607","ARAP2",0.03021867268671,1
"608","TPR",-0.0953227136804373,1
"609","CP",-0.254969842144855,0.00194203159712631
"610","KATNIP",-0.0184446480023351,1
"611","DTNBP1",-0.249699226950397,0.00355463134426082
"612","XK",-0.144993432167282,1
"613","ANO2",-0.257013539581229,0.00152979390910834
"614","C12orf4",0.0600687197787791,1
"615","SCML1",-0.0295970181012691,1
"616","WWC3",-0.197683929989622,0.655247465108521
"617","ARHGAP6",-0.223035242615109,0.0613429669566272
"618","FAM184B",-0.210367141982511,0.208464626724594
"619","MAP4",0.201828779998533,0.454327910119499
"620","GOPC",0.121875348159041,1
"621","ROS1",0.187559929747137,1
"622","USP28",-0.0260261441133015,1
"623","HDAC9",0.277200125869175,0.000128815152751339
"624","TSPAN17",0.147292218243639,1
"625","NOP16",0.228087713447755,0.036779713672806
"626","CC2D2A",-0.151910163887068,1
"627","RRM2B",-0.0135918814671141,1
"628","ZNF800",-0.0776229785327619,1
"629","TNFRSF17",-0.220051266969126,0.0824001993622606
"630","SNX29",0.170921354566214,1
"631","LMO3",-0.283518622817536,5.68182253509518e-05
"632","MRPS10",0.322332359810133,2.2902066319817e-07
"633","GUCA1A",-0.0794994481198862,1
"634","RSF1",-0.0251051671366762,1
"635","VPS13D",0.0418129063564255,1
"636","CELF2",-0.286266340654319,3.95138754177498e-05
"637","FAM120A",0.0365201725355702,1
"638","R3HDM1",-0.114269118536128,1
"639","COL9A2",-0.194119869386005,0.891127538780744
"640","KITLG",-0.0682314927786128,1
