"ID_REF"	"GSM237996"	"GSM237997"	"GSM237998"	"GSM237999"	"GSM238000"	"GSM238001"	"GSM238002"	"GSM238003"	"GSM238004"	"GSM238005"	"GSM238006"	"GSM238007"	"GSM238008"	"GSM238009"	"GSM238010"	"GSM238011"	"GSM238012"	"GSM238013"	"GSM238014"	"GSM238015"	"GSM238016"	"GSM238017"
"200021_at"	12.50039723	12.59719769	11.6040586	12.48891709	12.36368527	12.56107316	12.65919393	12.55928046	12.06087554	12.6674274	12.39795171	12.53405069	12.93544651	12.77490628	12.71117251	12.44334878	12.43044398	12.90987803	12.49980843	12.59547487	12.4895141	12.89525292
"200022_at"	12.52123734	12.19919271	12.5014907	12.09920662	12.47123788	12.4257928	12.08454319	12.25850049	12.31630347	12.50477545	11.79781372	12.26706109	12.13719356	12.19030503	12.00275242	12.23407039	12.33323314	12.29599312	11.94271337	12.36332986	12.57597053	11.91533375
"200023_s_at"	10.16061185	9.798818451	9.906477076	9.496727232	9.972290856	9.771402874	9.761833228	9.962505725	10.08454097	9.409813941	9.478943861	9.976414334	10.53798631	10.04237789	9.61169802	9.977405161	9.861405945	9.373676468	9.959415349	9.484194953	10.10083556	9.243889885
"200024_at"	12.73218728	12.54155649	13.00761638	12.51601586	12.69126061	12.79188779	12.38570439	12.74789072	12.90035608	12.71457757	12.59554306	12.76257349	12.38876906	12.54596139	12.299712	12.81699186	12.52819065	12.41702425	12.18815415	12.67434459	12.76898509	12.35252645
"200025_s_at"	12.27064763	12.39751185	12.68588287	12.39686606	12.34338926	12.09439422	12.14402363	12.41233876	12.56560103	12.34354543	12.42836081	12.18225653	12.0239692	12.36702591	12.05576027	12.51762248	12.5080012	12.14358386	12.24819718	12.27622752	12.40040911	12.18318355
"200026_at"	12.13467936	12.20479105	12.52124838	12.34727468	12.1014476	12.07636463	11.69534332	12.16173893	12.30514359	12.28571086	12.18637208	12.02148239	11.70866456	12.1107164	12.04134763	12.3038906	12.29027986	12.13900964	12.06981136	11.99939666	12.37335047	11.96148403
"200027_at"	9.815046645	9.523648949	10.21457234	9.414699485	9.984402653	9.75742602	9.951855466	9.483633926	9.506547835	9.623861917	9.822560795	9.694533852	9.837604136	9.432528975	9.305049129	9.573964062	9.622217913	9.514255175	9.504767574	9.629177063	9.806526665	8.559187758
"200028_s_at"	10.87950776	10.31218415	10.70914818	10.23717956	10.51824694	10.79580348	10.5642343	10.44758605	10.66129429	10.57762214	10.24256197	10.39146117	11.01311133	10.11103692	10.16110235	10.27951475	10.38998615	10.93056221	10.08174704	10.10225377	10.73742873	9.996024243
"200029_at"	12.34193888	12.63335691	12.70558219	12.30070935	12.50228227	12.80264102	12.42011875	12.46097822	12.71867304	12.65236534	12.45543947	12.51188426	12.25034143	12.39563151	12.27682932	12.52806401	12.60637425	12.19567851	12.15368556	12.54937038	12.62030445	12.47657337
"200030_s_at"	11.79444393	11.65777415	11.583197	11.2698863	11.6253223	11.94753668	11.75834115	11.83576577	11.80786264	11.68324849	11.58173353	11.76365441	12.19969532	11.70160641	11.43089753	11.67831157	11.86092098	11.94489971	11.96594541	11.29351878	11.7867265	11.66666037
"200031_s_at"	13.08804494	12.93929418	13.38436374	12.83253549	13.0085261	13.06264417	12.72611133	12.82160943	12.86017564	12.86167513	12.8193025	12.99887189	12.7523855	12.83194421	12.83268523	12.74366237	12.86880749	12.84178942	12.60521297	13.03874885	13.09783527	12.69736955
"200032_s_at"	12.58765836	12.74547099	13.11051306	12.62133664	12.76356915	12.46406638	12.69899268	12.98020942	12.85297234	12.58145044	12.7721351	12.62775355	12.40991408	12.64655665	12.44542842	12.82397607	12.81973722	12.68510086	12.45815904	12.69426735	12.74384862	12.46956162
"200033_at"	10.08303538	9.797546915	9.860525518	10.11584299	10.0235968	9.879309831	9.937454565	10.52479815	10.53132805	9.666274738	10.41995444	10.07060535	9.992680485	9.73706441	9.899248281	10.31175931	10.03083351	9.30284696	10.22289948	10.00862592	10.35738235	9.868542565
"200034_s_at"	11.40009242	11.26715479	12.01062062	11.14053956	11.39843857	11.55777796	11.26358456	11.45456719	11.78406409	11.29064316	11.47353261	11.24027994	11.35891852	11.34894802	11.11477605	11.6096623	11.58812506	11.48994332	11.28238419	10.7997424	11.64202149	10.95893094
"200035_at"	7.744644398	8.774533389	8.343814886	8.205884584	7.977744029	8.248615731	8.145918819	8.129788176	8.12591166	7.600842156	8.411117321	8.273054451	8.229928103	7.991857671	8.389049901	8.311028877	8.14371273	8.346004303	7.824397861	8.021049572	8.055526239	8.583746888
"200036_s_at"	11.85741174	11.64678943	12.33195904	11.60052094	12.00645911	11.9715428	11.33428438	11.90884278	12.20851158	12.01224012	11.54503605	11.82357379	11.83842369	11.83281083	11.29428897	11.74231111	12.03281391	11.89089699	11.82163822	11.59253219	12.09766415	11.26380845
"200037_s_at"	9.182492829	8.902198518	8.720759049	9.217591247	8.630832636	8.975420235	9.124033855	9.470775936	9.361312083	9.142166293	9.457912154	8.829973118	9.110594114	9.123555466	8.516299452	9.759458373	8.728206744	9.692298815	10.1511722	9.101748732	9.057347399	9.120846999
"200038_s_at"	12.03005253	12.09192897	12.45512271	11.93243203	12.19473884	12.10501703	11.89186581	12.03980365	12.16184843	12.42976041	11.7887176	11.91092799	11.70081082	11.96293029	11.50475142	12.01391067	12.05001938	12.00276463	11.73463469	11.86731236	12.28968629	12.10421313
"200039_s_at"	10.68338169	10.83672968	9.234718972	10.67653636	9.940327642	10.34393015	10.7236065	10.81506437	10.40173527	10.71568354	10.92361643	9.891932481	10.90713145	10.66826537	10.15250603	10.56686268	10.28279414	11.16290593	10.82859764	10.37701682	10.62637702	10.9277511
"200040_at"	10.21997272	10.10662793	9.76611031	9.931439224	10.20058929	10.15333357	10.16013533	10.28609119	10.07016791	10.25082474	10.28335845	9.97866774	10.43622073	10.17630625	9.705759958	9.874281063	10.07553886	9.929789895	10.03837988	10.01760162	10.19275431	10.2312055
"200041_s_at"	10.04762993	10.04235568	9.687266353	9.647153881	10.09202257	10.05353722	9.815273407	9.722170942	9.667282265	10.6502588	9.878154093	9.736666714	10.8333452	10.12674437	9.60154339	10.06370053	9.722445108	10.38286504	9.857038759	9.481706957	9.823693996	10.09353064
"200042_at"	9.494663548	9.326499606	9.505213788	9.370679089	9.18042768	9.344366207	9.333274844	9.541017971	9.781435068	9.791398729	9.047554243	9.225650116	10.0090204	9.649900438	8.893358576	9.504651351	9.458365946	9.753008777	9.65205505	9.557510385	9.490617994	9.397571104
"200043_at"	10.41176188	10.26407499	10.34314955	10.56637763	10.37314116	10.37816576	10.31394102	10.52717634	10.48678123	10.62611992	10.41265675	10.01834438	10.48428422	10.29784691	9.745512432	10.70441351	10.35683688	10.62635289	10.36583551	10.0164763	10.41712065	10.48339525
"200044_at"	9.726840905	9.385333618	9.408920307	9.374965051	9.47994079	9.877550419	9.551389808	9.56834417	9.733832364	9.373686871	9.351295384	9.29142293	9.951107244	9.737645946	9.340557858	9.56797532	9.315627796	9.404759986	9.439796457	9.220807658	9.483144759	9.511191914
"200045_at"	8.708242383	8.708109206	7.949968236	8.480500963	8.4903727	8.987364088	8.555772028	8.612869339	8.686213482	9.040757446	8.380285413	8.451663309	9.259480683	8.859394995	8.545912636	8.890181112	8.479187097	9.073583747	8.679758335	8.442975746	8.640590998	9.567383368
"200046_at"	10.22369272	10.06230968	10.89013365	10.39496147	9.917215337	10.04360102	10.39623967	10.29564441	10.27007514	10.84116789	10.17196489	10.11278381	10.61696375	10.25297935	9.743127499	10.69033415	10.17152971	10.54582579	10.52682191	10.19584294	10.50021942	10.20567979
"200047_s_at"	9.285800117	8.892175069	8.660752753	8.999007728	9.313843858	9.117011449	9.073576377	9.323248809	9.334292358	8.993459014	8.995065811	8.784457773	9.290337306	8.949283671	8.799304511	8.921738669	9.04577102	8.66764075	9.471263647	8.812944785	9.122598085	9.044898558
"200048_s_at"	10.44892388	10.76996156	11.62410755	10.25279473	10.16568963	10.58806115	9.853263014	10.12671179	10.57338369	9.754534698	10.23594128	10.35087466	10.19397619	9.767948593	10.13839542	10.07459138	10.11305575	10.05921989	10.10190606	10.24837218	10.53570392	9.865640802
"200049_at"	7.964610746	7.68617947	7.838898893	7.313417163	7.640118367	7.70059135	7.582118282	7.365381643	7.55846622	7.604403199	7.509219177	7.667133811	7.38855289	7.476663419	7.746323055	7.140645333	7.61314353	7.534576483	7.364052187	7.589487298	7.607932709	7.607602775
"200050_at"	8.32847815	7.601825496	8.232360567	7.967184162	7.735041735	7.774889547	7.396202239	8.202282267	7.924317208	7.9454788	7.93816605	7.61914626	8.084821276	7.866105764	7.689568112	8.244283922	8.621098397	8.138013141	7.94353991	7.966738159	8.142225798	7.844050471
"200051_at"	6.691641463	6.601938721	6.653785312	6.725726029	6.401507334	6.661723901	6.696955529	6.298887412	6.399183895	7.133223192	6.769044113	6.650202505	7.217603031	7.095282914	7.001325601	6.367300067	6.423430009	6.686823367	6.566985707	7.061471454	6.548945349	6.77656957
"200052_s_at"	9.629203917	9.405157075	9.021922594	9.465405276	9.42446348	10.27594671	9.603812171	9.837282903	9.968007172	10.36938012	9.993505537	9.436662397	10.37943389	9.478587466	8.619169807	9.650905273	9.230624846	9.713263466	9.846272107	9.576728781	9.736876985	9.932355009
"200053_at"	8.680926693	9.018864141	9.298893165	9.490981717	8.92808782	9.196668849	9.109788805	8.92240121	8.779929362	8.470896638	9.171655134	9.071292058	8.929642694	9.115044019	8.829942102	9.103332059	8.888840381	9.327560208	8.879852287	9.029643482	9.166109046	9.098757253
"200054_at"	6.97076994	7.118718596	6.640291179	6.775591574	6.732816265	7.220432105	7.132911643	7.1064502	7.410700981	7.013276646	7.203109705	7.071509077	7.654510816	7.706763041	6.962567159	7.42173202	7.286211792	7.525993244	7.482653897	7.060313561	6.991597065	6.997048448
"200055_at"	9.797581376	10.1577139	9.853913212	9.693963879	9.363103313	9.474596372	9.359959735	9.550743977	9.627857373	9.323792474	9.581449429	9.407023798	9.917646717	10.03481042	9.923327114	9.969265207	9.514855329	9.437834419	9.310650282	9.396239461	9.355566918	9.443388788
"200056_s_at"	6.879619672	6.576994969	6.705469664	6.97144391	6.530732826	6.570122455	6.611603068	6.813338567	6.894555325	6.572556795	6.561028291	6.826538118	6.827888236	6.868609623	6.334388804	6.811946181	6.790441889	6.769798234	7.388355252	6.79979345	6.848911982	6.791895211
"200057_s_at"	10.87401067	10.59898314	10.68264764	10.50846015	10.96472241	11.15506945	10.85859839	10.90011717	10.98931727	10.9406184	10.92046696	10.72320667	10.7693483	10.8289715	10.67978184	10.73976235	10.8759228	10.83070669	10.81740893	10.87545986	10.83091678	11.03320403
"200058_s_at"	9.339654439	9.137282904	9.182975214	8.796356257	9.657709735	9.457698486	9.619441294	9.387813722	9.445029848	9.593397054	9.55311965	9.080558539	9.924764727	9.140907065	9.25562356	9.44098902	9.612450063	9.833416108	9.484747945	9.001254019	9.570160268	9.213916857
"200059_s_at"	11.04547062	11.05902748	10.96885727	10.89619504	11.15834814	10.92963058	10.90732449	11.02266004	10.92770322	11.03405817	10.83742801	11.08529478	11.01669637	11.30020969	10.97402196	10.76273702	11.03864822	10.72543768	11.2820711	11.04952828	11.207695	11.10272524
"200060_s_at"	9.555416166	9.597198151	8.843788894	9.53776435	9.569052786	9.819971693	9.64287238	9.523996014	9.552205263	9.625536823	9.64874538	9.41444098	9.763128032	9.725447462	9.442922575	9.590911514	9.585048384	9.913974043	9.728502676	9.507050421	9.752240456	9.5686992
"200061_s_at"	12.9138574	12.94049378	13.3332599	13.04754011	12.99493855	12.96539209	12.9294117	12.97184542	13.16590091	13.0328996	13.02966847	12.82836687	12.80003347	12.92963597	12.68353323	13.21440211	13.05713794	12.99921694	12.81828532	12.72432646	12.92671071	12.75152558
"200062_s_at"	12.57859685	12.80238331	13.19650238	12.76323728	12.76050871	12.87289741	12.74951736	12.72395881	12.97086061	12.80192084	12.53679319	12.69707606	12.65996576	12.82494333	12.71207357	12.98747392	12.88071507	12.92066695	12.81658376	12.73448205	12.82727708	12.60399643
"200063_s_at"	10.86379201	10.75615089	11.18894394	11.04120819	10.94811663	10.74328225	11.29350203	11.16289783	11.10210565	11.1244526	10.90456241	10.9488903	10.67255415	11.03525981	10.7772724	11.38449515	11.22348636	11.12464506	10.94959996	10.59198219	11.09148193	10.67442582
"200064_at"	11.45235825	11.78074354	11.19227234	11.57559617	11.53927883	12.12862761	12.95909575	11.97436478	11.69525492	12.66383683	11.59119758	11.67653459	12.66114489	12.08419073	11.49615941	11.45108477	11.65883689	12.12586987	12.16855571	11.3599183	11.78850671	11.85488899
"200065_s_at"	11.01114007	11.28403291	11.14530708	10.76341228	10.73058074	10.92608778	11.00002543	10.83564585	10.9281473	11.04002367	11.21150114	10.93200988	10.99953119	10.82189737	10.74480408	10.74306958	10.7961019	10.95402204	10.96379529	10.95010764	11.02957394	11.00905646
"200066_at"	8.807358634	8.505169633	8.514410272	8.755330256	8.461647105	8.045509666	8.76639138	8.595373841	8.725889589	8.706259524	8.462949465	8.339383101	8.526702275	8.965785461	8.360282459	8.704682779	8.643492561	8.958430172	8.709280361	8.401323664	8.897502523	8.557950578
"200067_x_at"	9.293245772	9.153009455	9.619109028	9.573641819	9.17013058	9.291448817	9.444467793	9.990640481	9.352133382	9.379586508	9.07628764	9.292186578	9.174166695	9.326799325	9.020675361	9.118947322	9.340445824	9.17538396	9.729277511	9.324588764	9.308441363	9.456462763
"200068_s_at"	11.53561169	11.68337239	12.22323936	11.38268466	11.17833043	11.35804241	11.70316635	11.42651023	11.52462978	11.59422369	11.0484499	11.56737715	11.65540502	11.27435825	11.66020675	11.64154635	11.70920732	11.8618517	11.74833521	11.38243095	11.511576	11.201316
"200069_at"	6.442431889	6.21410821	6.136819193	6.347222421	6.474488505	6.710461523	6.146150208	6.530118193	6.501043613	6.443028428	6.346010465	6.185321638	6.695397252	6.547090104	6.227028092	6.605109433	6.329117925	6.583605331	6.530661139	6.203301481	6.503040949	6.35894343
"200070_at"	6.389500954	6.871324423	6.703629727	6.456893774	6.623725197	6.513218457	6.455762175	6.724713051	6.692764272	6.420438375	6.187920752	6.534469444	6.203079301	6.599905593	6.462891746	6.264905924	6.796218469	6.461469559	6.644164813	6.580743789	6.709036547	6.540126838
"200071_at"	7.783537196	7.330931651	6.686952289	7.744002073	7.537038032	7.912365305	8.258659726	7.938648205	8.132573906	7.737758807	7.542131182	7.282753033	7.93399241	7.865404735	6.879267894	7.699777358	7.287518777	7.662559141	7.892609896	7.724467132	7.5560284	7.365398621
"200072_s_at"	9.701515362	9.061921892	8.738682245	9.287271919	9.579668571	9.552141391	9.764668133	9.583785473	9.500383884	9.73992688	9.799247682	9.28528461	9.99972299	9.401352994	8.932025541	9.589085553	9.230160237	9.454017082	9.500929122	9.429234547	9.616321731	9.670702838
"200073_s_at"	8.665356652	8.192712318	8.251040072	8.318603231	8.349474875	8.658877787	8.991677085	8.609998027	8.728539877	8.856607342	9.197496307	8.399703545	8.677704441	8.603315519	8.277678677	8.737603247	8.438187962	8.070801779	8.597511849	8.379520205	8.859493522	8.663801649
"200074_s_at"	10.9553212	11.05949657	12.07789791	11.0400614	11.46293726	10.93784814	10.46556906	10.73396782	11.13651952	11.25116393	11.10615264	11.033357	10.75860638	11.29062479	10.72959242	10.86475332	11.3006167	10.85300725	10.74113173	10.72110831	11.47787994	10.48910882
"200075_s_at"	9.893033071	10.09185823	9.601712957	9.868476963	9.054223874	9.124126157	9.467665482	10.03799192	9.350002982	9.857156665	9.428589019	9.343098631	9.583827193	10.15575857	9.375346231	9.624518259	9.557544706	9.615097352	9.921484501	9.497198104	9.323323336	9.769625223
"200076_s_at"	8.12946549	8.316781257	8.160735482	7.877922053	7.978415525	8.045474379	8.364006224	8.20456807	8.497531279	8.080832435	7.963123316	8.019628271	8.570766954	8.393492234	7.930728538	8.197712688	8.267144085	8.470347097	8.370608855	8.248250176	8.250114196	8.197022965
"200077_s_at"	12.51587433	12.18942142	12.39188605	12.36463235	12.28423595	12.25518418	12.06981328	12.11327038	12.39133283	12.25532511	12.50118077	12.17181943	12.40311037	12.1151897	12.19925423	11.81260729	12.24653305	11.99320001	12.51157787	12.18673879	12.5526643	12.4669606
