"ID_REF"	"GSM237996"	"GSM237997"	"GSM237998"	"GSM237999"	"GSM238000"	"GSM238001"	"GSM238002"	"GSM238003"	"GSM238004"	"GSM238005"	"GSM238006"	"GSM238007"	"GSM238008"	"GSM238009"	"GSM238010"	"GSM238011"	"GSM238012"	"GSM238013"	"GSM238014"	"GSM238015"	"GSM238016"	"GSM238017"
"200913_at"	7.848106061	8.218813921	7.702229127	7.714044111	7.993855205	8.046393218	8.148897205	8.100447252	8.423168699	8.265456645	8.226718853	7.943479026	8.919001627	7.973441215	8.035086932	8.245998357	8.092989968	8.174558544	7.891030952	8.107589516	8.081189974	8.35125195
"200918_s_at"	9.19483133	9.877811975	10.01648184	8.678266687	9.044292906	9.144733434	9.278361599	8.928527996	9.133780663	8.58631327	9.011459268	9.301027993	9.771124845	9.00175215	9.731747145	9.183959942	9.411470522	9.391742698	9.400822129	9.428726708	9.902149741	8.969498484
"200919_at"	8.2513867	8.869993234	8.208780639	8.295989149	8.39702254	8.632461	8.726504024	8.645904975	8.272370339	8.693729948	8.433360167	8.707900279	8.80621005	8.474858846	8.541903079	8.468234981	8.373724149	8.782955542	8.876568713	8.86994728	8.567179767	9.26441938
"200921_s_at"	8.940421165	9.186344848	9.153596351	9.650350551	9.529523511	9.61624021	7.983928494	9.565957687	9.408349606	8.323065748	10.03867028	9.05491762	8.397210415	8.080459853	9.457814175	8.91413972	9.485433641	8.354895042	9.472662737	10.44241391	10.01998684	9.408033703
"200922_at"	8.547616551	8.847240678	8.983647118	7.861988902	7.751242554	8.466748232	8.430194386	8.026836349	8.294976542	8.499299423	7.602523084	8.373223081	8.873999863	7.895398716	8.637143526	8.201302289	7.808903821	8.75624617	8.541643284	8.490409029	8.423098788	8.833867385
"200923_at"	10.14177794	11.15939168	10.40329791	10.58109026	9.755611753	9.449828804	11.03945238	10.12080724	10.28079495	9.782901356	10.12614006	9.648921789	10.70369387	10.33989011	10.47586295	9.902093716	9.51876673	9.976378664	10.31619381	10.60350693	9.263524788	11.08346569
"200924_s_at"	8.983159032	8.384967157	7.671469602	8.302508627	7.700430437	8.753100633	8.931472795	8.385706753	8.828192577	9.074775499	8.473657024	8.263100176	9.543073156	9.019170358	8.343350975	8.986551534	8.38868658	9.860393222	8.586309997	8.918066297	8.263291889	9.325725932
"200925_at"	12.01280179	11.856149	11.83731404	11.92512016	11.74130231	11.67105693	11.84966292	11.92724323	11.83935423	11.77116009	12.03629125	11.65567695	11.85573027	11.79781238	11.38800072	12.23295149	11.67928242	11.95520618	11.65596987	11.29166534	11.59799908	11.68256017
"200926_at"	12.85261391	12.90742421	13.20411953	12.90851142	13.01130697	12.73871653	12.85615328	12.85772516	13.20158917	12.97600533	12.75292473	12.87667744	12.70922473	12.77083277	12.7613993	13.05305869	12.99209883	12.83995624	12.70560003	12.73372385	13.05223914	12.58806048
"200929_at"	9.411927514	9.978910686	10.89008659	9.656736815	9.058442306	9.771359527	9.718074229	9.845737744	9.493058553	10.28687881	9.545663531	9.637302843	10.80791323	9.456095908	9.820444623	9.46296285	9.759297775	10.13968419	10.15479482	9.676106339	10.2265626	10.14390658
"200931_s_at"	9.06204072	9.558715061	9.0867582	8.496651675	9.375464616	9.744540839	9.457324158	9.568856157	9.019787775	10.00069284	9.346960444	9.389239692	10.4538779	9.689617625	9.441898058	9.272685165	9.630891102	9.685310728	10.00512998	9.859824261	9.527451173	9.951523209
"200932_s_at"	9.856411794	9.588700092	9.646831867	9.123055537	9.366190218	10.78998784	9.431890713	9.52987138	9.83684695	9.628131154	9.555095053	9.644429582	10.14057446	9.975691345	9.108473782	10.16362393	9.602124344	9.933897222	9.319005507	9.475548607	9.370952212	9.695609664
"200933_x_at"	12.73738857	13.01501363	13.2242217	12.81289749	12.86499595	12.87283795	12.99797175	12.7445337	13.07810253	12.79129027	12.7205631	12.77941537	12.92862985	12.84970813	12.6075744	12.62432753	12.99243472	12.88578671	12.5805014	12.72108525	13.15689647	12.70202218
"200934_at"	9.596931885	9.378656029	9.153138111	9.959743648	10.08451184	9.76970678	9.152577163	9.890174846	9.686469549	9.658684843	9.163418659	9.310420004	9.750053377	9.536227989	9.138813309	9.493419341	9.462247489	9.594696829	9.866592474	9.168684789	9.560880807	9.574335353
"200936_at"	12.6454506	12.73041561	12.66396255	12.15600852	12.4253939	12.95635828	12.72756474	12.69160714	12.94865999	12.89402518	12.30873081	12.89844255	12.67211999	12.99036918	12.34138117	12.67047163	12.59332115	12.64683817	12.99056006	12.63232458	12.62944627	12.42803261
"200937_s_at"	11.70076336	11.81831855	12.41156891	11.54844701	12.0020696	11.88195622	11.54569067	11.85772766	12.10699939	11.9295292	11.77163986	11.72583304	11.70877575	11.69344632	11.35670757	11.93821499	12.03253272	12.39092059	11.7468983	11.515109	12.0967847	11.44844484
"200940_s_at"	9.00827019	8.400724946	8.934615483	7.857721095	8.284127298	8.126558555	7.834871197	8.298254983	7.907720914	7.676150419	8.13353951	8.18970825	7.899666845	7.500275354	8.69686595	7.889630931	8.593332689	8.059313652	7.982528094	7.813228412	8.298461425	8.143257467
"200942_s_at"	10.34511496	10.0862024	10.66262061	10.44250845	9.69569539	10.27925636	10.07152366	10.32902567	10.51529517	10.67226353	10.64404495	9.99155625	10.64687457	10.55819917	9.676753117	10.61622438	10.08038286	10.09339691	10.19463606	10.14639272	9.825657429	10.39449896
"200944_s_at"	10.55150981	9.87801651	10.38386965	10.54941164	10.82962926	10.26830259	10.56594071	10.46737178	10.03300135	11.00171171	10.82611996	10.34207616	10.85265489	10.56615392	9.837943661	10.37448243	10.51313829	10.33713351	10.5405695	10.49082622	10.71295309	10.38583701
"200945_s_at"	9.591280622	9.889863838	10.16068871	9.386774935	9.402840707	9.578994779	9.50185488	9.705860581	9.712150962	9.223536449	9.817489034	9.859799878	9.975537976	9.511690561	9.834269433	9.511591473	9.913797365	9.669515031	10.15509092	9.654702324	9.562876009	9.499087744
"200947_s_at"	9.054632713	8.94007295	9.043753893	8.968745376	8.58231245	9.322342457	8.924389057	9.091558346	9.714229549	8.911471621	9.042656983	9.179003919	9.270239087	9.056649937	8.632874952	9.298734937	9.231773581	8.805195955	9.032415406	9.07606718	8.791622394	8.490595801
"200948_at"	8.903854242	9.141457622	8.542821862	7.978701593	8.530116743	8.288765819	9.029192173	8.561831774	8.503634038	9.129915912	8.73730121	8.668441419	8.737592987	9.135782633	8.789484907	9.256605648	8.711068446	9.311279007	8.820470954	8.734083999	8.385295058	9.307061152
"200950_at"	9.90778797	9.530268507	9.183621436	9.842207884	9.959416356	10.04668401	9.873312197	10.25486128	10.32263949	12.57269815	9.363235623	10.07515919	9.673543739	10.06090398	9.373399651	9.959307532	9.880013664	10.52985004	9.724924792	9.84343932	10.94722847	9.651813187
"200953_s_at"	8.487544608	8.354007647	8.598205929	8.950226931	8.576222688	10.70063154	8.034014672	8.3294386	9.045701983	7.108763728	7.435755806	8.621339291	7.607174575	9.390895876	8.838879583	9.188079196	8.569341032	9.191492293	8.068845895	8.071863858	9.148889974	7.806932443
"200955_at"	8.64330236	8.473765921	8.432787347	8.406586662	8.761899601	8.746693733	8.715937421	8.71992957	8.783091468	8.212492003	8.917919125	8.469494798	9.277070489	8.862074573	8.428702186	8.785512097	8.709858988	9.166082163	9.291296912	8.299043043	8.665312312	8.947352629
"200957_s_at"	7.889579154	7.94310998	7.39932962	7.394966603	7.899408035	8.068395113	8.161477041	7.956457147	8.051707485	8.684800752	8.80263553	8.70384973	8.894883669	8.432760886	7.800678918	8.196471602	7.972395076	8.405062408	7.709739501	7.917119745	7.820514342	8.326583839
"200958_s_at"	10.37733992	10.31441006	11.04908966	10.74502922	9.975865956	10.2048882	10.45189679	10.85948379	10.4216475	10.31729183	11.12695971	10.50577426	10.39323101	10.29600684	10.77005193	10.866999	10.44504656	10.57697409	11.01841852	10.71343746	10.83072337	10.13482917
"200959_at"	8.122418733	7.744586367	7.219239544	7.814701379	8.045793603	7.769399631	8.200826131	7.895537272	8.090990922	8.045868963	8.26999961	7.500503914	8.581944045	7.904348704	7.370805282	8.210771843	7.721197474	8.181701564	7.84679674	7.520526114	8.118505468	7.95729154
"200961_at"	8.543291663	7.108420299	7.384356924	7.070587767	7.092948943	7.179869309	7.210792603	6.803241167	7.099417252	7.14829501	7.158911567	6.961873254	8.601446444	7.33221852	6.879757968	7.418906007	7.153593184	7.669650716	7.279308374	7.084165407	7.685147662	7.012290306
"200962_at"	7.110202235	6.577704196	8.02654328	6.738494625	6.8662195	6.967242127	6.260848733	5.948262776	7.894718491	6.789210923	6.596076963	6.814296002	6.269644939	6.829288958	6.316400928	5.911930931	6.342678418	6.921940302	6.406191037	5.79697625	7.090077892	6.588522416
"200964_at"	9.785377923	10.34552127	9.285094126	9.690585154	9.323823183	9.704593478	10.10091052	9.566742351	9.506659588	9.872701985	9.879973274	9.309056839	10.62034169	10.05549764	9.777514721	9.840114822	9.087970304	10.08303143	9.930356832	9.206021735	9.874588757	10.06643877
"200965_s_at"	9.925276563	9.294279164	10.32833768	8.527360993	7.552050123	10.242074	9.605461055	9.346829468	10.4345645	7.775945196	9.279341895	9.168871304	7.834669027	9.155537427	9.277671676	9.599207534	9.962387725	9.05021984	8.800034118	8.82973016	9.388985846	7.213703471
"200966_x_at"	12.41535589	11.68843165	11.66838944	11.62692488	11.9363666	11.56416366	11.76790167	11.45746076	11.55433393	11.69872154	11.76461097	12.03802113	11.94475241	11.99439713	11.56912759	11.46697992	11.23477207	11.89436652	11.90854581	12.01031475	11.59515699	11.84057923
"200968_s_at"	10.41873128	10.82304504	11.05336283	11.32731682	9.7680575	10.55942301	10.73021946	10.58278458	10.85682941	10.29614374	10.64035502	10.69302534	11.79293575	11.01784303	10.47248803	10.99091475	10.57116565	11.11998369	11.02448221	10.77964255	10.86931476	10.39742418
"200971_s_at"	10.59387092	11.12354864	11.46328142	10.88247075	10.70172039	10.79209909	10.79071872	10.62657729	10.96722423	10.47360687	10.49211846	10.61842727	11.02114813	10.45236522	10.85234762	10.64472872	10.38216595	10.37601592	10.95244495	10.64917569	11.09292953	10.6771255
"200972_at"	9.150255696	9.766051321	10.8856788	8.776207246	9.288876917	9.542104639	9.488226223	9.338358922	8.859030036	9.014841506	9.355580537	9.499908341	9.44598806	8.994711088	9.215397072	8.706485461	9.394434032	9.487297034	9.203523985	9.344066121	10.01083211	8.507540773
"200974_at"	9.858348382	10.00935228	10.11370738	8.421235564	8.313793635	8.789557424	9.788493302	9.812039308	8.834440185	9.479378271	8.942766942	10.44075621	10.60327253	8.893659145	9.599879585	9.42391199	10.20954075	9.54039269	10.21109345	8.921816535	9.46541591	9.32305804
"200975_at"	9.705745418	9.538549724	9.306398684	9.694431627	9.673959627	9.680538941	9.606652036	9.679539334	9.581779057	9.634499628	9.536857644	9.346130314	9.675121519	9.419491542	9.514306618	9.105985698	9.36035701	9.622850228	9.602107468	9.352741258	9.745909658	9.598866835
"200976_s_at"	9.460232575	9.337614859	9.936300954	9.872357188	8.728356064	9.518131777	9.125898459	10.26072124	9.905166951	9.836174139	10.08711226	8.943355138	9.691951782	9.388509257	8.979992798	9.782389802	9.657581531	10.27472093	10.50418322	9.393574158	9.598583998	9.889319564
"200978_at"	10.94311826	10.3514752	10.94376257	10.78473118	10.88739562	10.56501454	10.697464	11.0385312	10.91204484	11.20654458	10.63905481	10.70616075	11.18975326	10.65255044	10.08893913	11.21992272	10.71396904	10.73792738	11.24635498	10.43363503	10.90135103	11.03914931
"200980_s_at"	8.917616985	9.021624866	9.256919513	8.596828202	9.672622699	9.266084405	9.438940025	9.169659658	9.094400715	9.579423879	8.932637817	8.785473172	8.95324499	9.274673345	8.877848582	9.490728362	8.933699017	9.472395493	9.280800196	8.580603932	8.987465038	9.319144052
"200982_s_at"	9.093014215	9.401106602	8.954140084	9.704849895	8.979696374	8.609988463	8.875523646	8.762926462	8.936218974	8.772891482	8.235271362	9.238983825	9.957657843	8.367122579	9.267015508	9.2109207	8.984838437	8.458074684	9.432054579	8.790469499	9.702617603	8.940122937
"200984_s_at"	10.32828187	11.06437246	11.18174519	10.78482658	9.785285225	10.71595262	10.8639078	11.19649611	10.4028897	11.744372	10.48661823	11.0369763	11.63728955	11.22499286	10.38445324	10.66939968	11.01297722	10.40906052	11.18822778	10.79145169	10.96717485	11.29249015
"200986_at"	8.40337641	10.09316196	8.685929353	9.868526663	8.892335311	8.293650806	9.726237904	7.903966279	8.575489515	7.87764548	8.586186355	9.095249453	8.086386227	9.573577355	10.06294307	9.230356187	8.870567985	7.763777746	9.307628791	9.26211683	8.694674302	10.68732009
"200988_s_at"	6.494414328	6.873582088	6.379848558	6.306110176	6.965112129	6.579565293	6.64533894	6.928186001	6.38485551	7.130312934	6.318798326	6.617001576	6.704395096	6.865338341	6.480400893	6.673114412	6.733512981	6.74161714	6.912444292	6.535735492	6.597228325	6.787375812
"200989_at"	10.03620889	10.1503182	9.666316174	9.91153573	9.461028373	10.20258762	10.05231213	10.61127157	10.16658687	10.36245399	10.5216066	9.913950832	9.999760929	9.98410197	10.13129611	10.17530632	10.36759777	9.672915696	10.38145399	10.50405899	10.5215445	10.44530247
"200990_at"	9.543693213	9.225169728	8.672331794	8.545516952	9.49352442	9.312546947	9.298115262	8.860288329	9.024573782	9.271521595	9.671896318	9.077970688	9.83957643	8.88390054	9.367646465	10.09272446	8.72111822	9.437350498	8.521660995	9.178184335	8.900730413	9.344962032
"200992_at"	9.332861358	9.078208237	9.256722777	9.498246765	9.440076916	9.825615473	9.555556181	9.816087969	9.526778061	9.284982406	9.446579887	9.531453001	9.84390025	9.883504695	9.004119986	9.76431318	9.562090472	9.046085864	9.790044459	9.139183631	9.42251718	9.30382921
"200996_at"	10.20237222	9.759561974	9.176693377	10.13841262	9.856671133	10.05485137	9.898579769	10.42798225	9.884534175	10.09206336	9.97467486	9.790790759	10.2578557	10.05004969	9.754842405	10.18844199	10.03953527	10.23500406	10.43012015	10.01343602	10.29281342	10.02562614
"200997_at"	9.956860166	9.327827251	9.310895416	9.557394585	9.154820439	9.769177897	9.449051705	9.79376762	9.559937971	9.978430588	9.27952748	9.222546029	9.952124883	9.952178866	8.989511372	9.82624779	9.12219604	9.60761312	9.537208328	9.313939987	9.306634349	9.655812582
"200998_s_at"	8.322322887	9.859006621	9.730324891	8.860246877	7.766333286	9.052053537	9.992356489	9.302069035	8.707557236	9.54056306	9.220013222	8.896444089	10.18407022	9.526634831	9.39750698	9.440598817	9.241917223	9.389001315	9.282012244	8.696432966	8.585581129	9.269133525
"201000_at"	9.444938953	9.303922347	9.304223599	9.160727833	9.717340433	9.755547792	9.525262849	9.239848227	9.383007277	9.919334559	9.455316374	9.625425582	9.950102377	9.294942009	9.662465496	9.493139076	9.320697869	9.758318741	9.586842636	9.612320635	9.752579625	10.10060246
"201002_s_at"	9.605171083	9.830406435	9.214814446	9.245324033	9.483338931	9.665885452	9.781667769	9.973278335	10.02211843	10.64254226	9.577323048	9.663028487	10.09306942	10.58690821	9.690100225	9.591964052	9.705957	10.08488724	10.02611233	9.915206337	9.763609648	10.07005725
"201004_at"	10.99843879	11.71134281	12.48413871	11.2117198	10.93831673	11.77887136	10.60078747	10.7186359	11.52556268	10.3036792	11.06033053	11.48167469	9.960567987	10.85003073	11.69801572	11.04422024	11.14797689	10.67087592	10.88180407	11.98436583	11.77943531	10.60284332
"201005_at"	12.33420704	11.59700385	11.96971844	11.36158334	11.70175798	12.04278183	11.24089947	11.83721092	12.09890664	11.92702502	11.67420987	12.16509084	11.12670191	11.33740969	11.23314279	11.83450386	11.88363252	11.8292075	11.70260062	11.89849319	11.24827048	11.47267733
"201007_at"	9.316253226	9.52958651	9.616615715	8.941534083	9.393072943	9.402754464	9.635002817	9.535523507	9.559545939	9.529386611	9.44093267	9.406810005	9.994092016	9.274811401	9.281404347	9.507455554	9.702415071	10.11103649	9.687659212	9.160353431	9.474621877	9.271410572
"201010_s_at"	10.79859513	11.5798533	11.82346353	11.41345581	11.17599255	10.92213614	10.78253916	11.12575645	10.86350494	9.706947569	11.11181733	11.2802551	9.353070285	10.39003359	11.27794088	10.77205018	11.16120807	10.73513191	11.0644983	11.28239158	11.75183835	10.70527161
"201011_at"	9.118470875	8.923961651	9.518813849	9.273695269	9.819181042	9.428242685	9.364261592	9.574841049	9.088059321	9.752172995	9.018276801	9.140670251	9.697279445	8.974611736	8.835138497	9.607285284	8.968017955	9.336423762	9.744973148	9.603085383	9.359640345	9.027473127
"201012_at"	11.75576002	11.91754184	11.2871834	12.60206592	12.18179025	12.63813607	12.1701969	12.40841059	12.48205277	11.30633651	12.65356007	12.57467638	10.90644394	12.06797713	12.49986246	12.51019177	12.56839101	11.52916111	11.95147912	12.38507707	11.35438403	11.45863755
"201013_s_at"	8.289447239	8.194178242	7.582969556	8.486475372	8.700871658	8.307783763	8.878886304	9.132676507	8.952818833	9.547918788	9.351702021	8.669081135	8.749787815	8.966285368	7.810909893	9.382740563	8.881928675	8.335186483	8.80592249	8.810952222	8.485793308	8.537949129
"201015_s_at"	11.20314792	10.27117509	8.38351789	9.927312996	10.31790256	10.77187412	10.45209126	10.464917	10.68239836	10.09691312	10.49243395	10.56382017	10.46107949	10.50462468	10.73419741	10.63755348	10.43563944	9.560969246	10.41037297	10.78842454	9.192373544	10.15731812
"201018_at"	7.379634894	7.983591789	8.373272962	7.762449789	7.59650169	7.755103557	7.745537487	7.886863775	7.808769448	7.550887093	7.332199751	7.491008961	7.777024428	7.872377627	7.281823871	8.295259023	7.757549446	7.698139315	8.168092101	7.222583201	8.192025255	6.904182561
"201020_at"	8.474146968	8.852243972	7.652396512	9.021869707	8.804118512	8.536290248	8.719948409	9.235450962	8.745126741	8.640523533	8.882081305	8.698870052	9.202730291	8.912590786	8.329643905	8.558829325	8.74718412	9.072693512	8.842490553	9.080299131	8.288239177	8.814621789
"201022_s_at"	10.93881793	10.88251366	11.45774997	10.17312101	10.28482432	10.89693802	10.88524557	11.02979451	10.9325119	11.42679455	10.59258962	10.9427297	11.16461256	11.4021438	10.33315848	10.62996148	11.00440169	11.66495265	11.32816811	10.78101364	10.70940541	10.15413742
"201023_at"	9.007049084	8.948189475	9.545822507	9.206590716	7.746436002	8.8335646	8.924562416	8.723324493	9.224488028	9.103445916	8.799766474	9.160632	9.083751986	9.205993329	8.691858361	9.395213532	9.138458568	9.49842764	9.026536752	9.110977689	9.007074444	9.320214487
"201029_s_at"	10.65936101	10.54509042	10.45519559	10.05213395	9.041888975	10.16652864	10.68803631	10.55987103	9.579367871	10.94636404	10.50615917	10.93628733	10.45408267	10.49477554	10.70367196	10.13885234	10.43066272	10.41810684	10.62419909	10.3366675	10.30397215	10.77558057
"201030_x_at"	10.73288803	10.45181258	10.51444983	10.98476378	10.74610783	11.23093983	11.26276881	10.79560823	11.07519785	11.40668873	10.80051325	10.62073635	11.55910117	10.92670491	9.987777049	12.2016771	10.87829369	11.28829046	9.652269493	10.56029047	10.90276611	10.94557186
"201031_s_at"	8.86135305	8.366955823	9.235081923	8.782754005	9.313820249	8.375177573	8.502598429	8.899978326	8.654038719	8.155469415	8.585695435	8.73247715	8.571225879	8.489311885	8.534600379	8.765470512	8.837418113	8.387635713	8.59624863	8.474750996	8.668003033	8.759305248
"201032_at"	9.369879471	9.378975982	8.537240479	8.894443786	9.215244879	9.370424789	9.370089535	9.713158379	9.387745144	10.0553814	8.957596236	9.124661554	10.04933584	10.37307024	8.910978536	9.272418337	9.363495269	10.03491083	9.862736768	9.056953266	9.186865325	9.075285735
"201034_at"	10.12546116	9.299593505	9.962655913	9.764647548	9.295647576	10.20881398	9.8284869	9.934705105	10.49683115	9.216677703	9.468496171	9.697975014	9.450707693	8.503217286	9.413702233	9.535571362	9.283393658	8.746036393	9.336947839	8.976389133	10.08856229	8.992602557
"201037_at"	8.123967619	8.929593293	7.961324818	8.968000601	9.402979647	9.17633783	9.378676127	9.63459705	9.933435941	8.608922069	8.852546227	8.71074029	9.229813584	8.949282899	8.497707772	9.354595043	8.958098713	8.562886865	8.825763244	8.845664686	8.5563979	9.705104886
"201039_s_at"	8.48590355	8.692653582	7.784872265	8.035286575	8.730599608	8.290557353	8.85930906	8.469584273	8.423096935	8.321255278	8.401572294	8.245255322	8.584093391	8.279568984	8.355352055	8.759862415	8.151578054	8.424391146	8.719244637	8.776546063	8.518976018	8.612285404
"201040_at"	9.218081636	9.968879591	8.769957881	9.671191696	9.331242716	9.091106935	9.167155463	9.446737694	9.188310436	10.07537957	9.152539215	9.188862511	9.781770992	9.42587484	9.827579483	8.943921058	9.347585322	9.540654711	9.614459414	9.274272871	9.478087153	9.937680145
"201041_s_at"	11.1553439	11.46640087	10.31073954	11.39875598	10.65013973	11.08354573	10.70441424	11.82503559	10.53341174	10.91028981	11.80804156	11.76014391	10.79242503	10.54115277	11.65894316	12.23183941	11.81289177	10.39829701	11.00256817	11.2791245	11.4382533	11.60749899
"201042_at"	6.745567862	8.042981517	7.293654444	7.78798528	7.715762361	7.542620036	7.815505059	7.434541482	7.587051727	7.784260482	8.019117772	7.363072366	10.11311881	7.730471774	8.12674154	7.643005315	8.536221754	7.701516358	8.972081569	7.822771594	8.919486914	7.908636672
"201049_s_at"	13.39364812	13.39751989	13.64950355	13.33416441	13.59704346	13.4833878	12.99535844	13.46920522	13.48347403	13.45282349	13.4891398	13.29640237	13.49280991	13.46082013	13.35389488	13.36099859	13.53851496	13.54991093	13.44840922	13.22204738	13.56522981	13.21559562
"201050_at"	8.574345104	9.134927522	8.516447485	8.538036189	8.834475089	8.229452761	8.486387341	7.762412885	8.408118568	8.241099889	7.881814956	8.269909071	7.981904064	8.708747794	9.482607828	7.659832596	8.201804438	8.506530636	7.967844416	8.912638413	8.088640644	8.971337104
"201051_at"	9.005634262	8.60064047	9.067215042	8.442531259	9.131425074	9.114594278	8.662958418	9.199792098	8.933723164	8.687950449	8.604345768	8.912400261	8.962129204	8.669741445	8.693114552	8.884470882	8.563647976	8.973141751	8.561090555	8.595002322	8.935214124	8.78582483
"201052_s_at"	8.472332018	8.601437235	7.889504167	8.352730804	7.681192893	8.172686719	8.83165718	8.422496351	8.598121184	9.536284258	7.945776439	8.031306741	9.293380742	9.598783833	8.39040489	8.466401309	8.10661902	7.662640683	9.872304513	8.500625889	8.335878856	8.274740307
"201055_s_at"	8.681086045	7.87254867	7.633954877	7.752867442	8.184613691	7.802937075	7.825244214	8.522513273	8.757579367	7.998097797	7.876168087	7.74292581	8.619830662	7.699765969	7.602617386	8.440436925	7.923536339	8.074415668	8.3562129	7.901186644	7.798107588	7.529719708
"201057_s_at"	8.768905058	8.526124536	9.247680051	8.138229814	8.906659297	8.629100887	8.54608312	9.005189162	8.627372876	8.61555709	8.320997097	8.228786035	8.664182798	7.896884116	8.314070095	8.347961061	8.089561836	8.584716309	8.872139678	8.742727769	8.696231695	8.7318927
"201058_s_at"	8.224154403	9.239480647	8.335429966	7.113095657	7.312877714	7.926951348	8.086175604	8.084919643	7.51836213	8.547228283	7.218357375	9.152360956	9.632390749	8.721481583	8.000527485	8.165048169	8.408459327	7.874209805	9.001204093	7.591232489	8.489580086	8.246708092
"201059_at"	8.509911839	8.16323057	8.221750466	7.985113311	8.322980566	7.735949022	8.258234976	8.640009873	8.445119754	10.07944271	9.749342605	9.498965733	8.385071399	8.9385808	8.012716621	8.32561582	10.0864285	8.484413172	8.173604362	9.600828734	7.946420567	8.933032995
"201063_at"	7.58995467	8.552507412	9.053212021	7.810638201	7.883359391	7.700362331	8.083859023	8.327495529	7.981303313	8.746217007	8.092627407	8.099304738	8.261106015	8.164286946	7.941297198	8.86689814	8.088290363	7.987387278	8.680761854	7.708172293	8.098714144	7.910628684
"201064_s_at"	9.217318672	9.156222435	9.753056089	8.747756073	9.29074469	9.567798172	9.302742193	9.253855767	9.415985376	9.162443852	9.41674236	9.284136896	9.391833967	9.338069001	9.579156626	9.153627745	9.199366269	9.812069346	9.170590961	9.374860565	9.828779261	8.768987753
"201066_at"	10.382692	9.911821331	9.275418046	9.405136702	9.805514841	10.1186501	10.47174399	10.20635396	10.03976909	10.24752695	9.556402419	10.22146277	9.824102141	10.49118659	9.208482167	10.75646369	9.643032258	10.2963361	10.23314819	10.04585616	9.442265504	9.554089343
"201068_s_at"	10.65990443	10.34120609	10.14467886	11.36627111	10.16021009	10.4745785	10.35660834	10.75537818	10.68071676	11.4288718	10.48780252	10.12804141	10.4264991	10.54632177	9.966174798	10.79703194	10.43555605	10.99957026	10.83005153	10.26079695	11.14105277	10.35949531
"201069_at"	10.38539539	10.75449275	9.251542531	9.983479867	8.388552	10.2631358	10.5547332	9.810562634	10.39890611	10.03746188	10.42967249	10.86269085	10.91841195	8.751955697	10.94423601	10.57404281	10.0354979	10.19719111	10.91290246	10.84113355	10.64747169	10.93165014
"201075_s_at"	6.499553424	6.189591859	6.231724426	5.999207298	6.766873545	6.929537348	6.176025951	6.156224862	6.396670064	7.237748331	6.40266732	6.438464831	7.076623668	6.773454604	6.347107484	6.208755124	6.305241357	6.491299792	6.550053237	6.201245084	6.628970321	6.511039918
"201077_s_at"	9.964167487	10.41990768	9.785520898	9.723594197	10.07039397	9.988922423	10.34721395	10.01054697	10.58558261	10.53787384	10.51161724	10.06167637	10.56318839	10.28581242	9.811411303	10.10769189	10.13412002	10.45573878	10.11457215	10.12607055	10.12349961	10.00939672
"201078_at"	9.585074491	9.534347203	10.80249224	9.561430889	8.72423947	9.115957403	8.749854777	9.336117803	9.528048444	9.014837719	9.379627703	9.209010857	9.627405394	8.839160493	9.254183232	9.024750458	9.066956967	9.1574172	9.749761465	9.017846018	9.26801089	8.883477227
"201079_at"	10.06991725	10.39974153	10.75737129	10.29948167	10.02171076	9.977769532	9.824003573	10.07924313	10.83588183	9.407682598	9.569965902	10.10915414	9.953125452	9.718146398	9.938261626	9.65944883	10.14114428	9.524960657	10.14108406	10.36145435	10.09157576	10.08680531
"201080_at"	7.279403934	7.272896585	7.433761762	7.365887374	7.490239272	7.800041327	7.304091631	7.389814819	7.243356451	7.608548092	6.897879112	7.481909087	7.141345383	7.039158142	7.392021438	7.229430345	7.483370821	7.107618397	7.130523435	7.226016542	7.255835774	7.241751672
"201082_s_at"	7.11362015	7.986419263	7.790249376	6.70381444	6.925212097	7.129899437	7.57486796	7.360784397	7.462045101	7.374796768	7.425423168	7.115316593	8.60325641	7.505138158	7.417743999	7.566243172	7.487161445	7.510866465	8.109922984	6.815802072	7.07450581	7.568086967
"201087_at"	7.40663212	8.156166313	7.721077917	7.478860073	7.437318349	7.972301817	8.014901675	8.33790553	7.644929299	8.762681166	8.168543418	7.922896077	9.606001338	8.417628958	7.95449287	8.37182802	8.070327082	9.078028398	8.457994361	7.84712674	7.971107836	8.412515862
"201088_at"	8.201767857	7.930545567	5.155725162	8.393552105	8.705233892	7.67654551	8.444677216	8.621378103	8.428881451	7.779279442	9.245738388	7.958030837	8.671051586	8.263922146	6.859585046	8.848747098	8.498307445	7.880708705	8.505926623	8.203227492	7.876506693	8.372556309
"201089_at"	9.325130187	9.247799879	8.968572799	9.977909139	9.691632234	9.382644249	9.326767123	9.64772565	9.618971145	9.662328989	9.779879572	9.455171294	9.101137077	9.587488236	9.754570456	8.990996197	9.145614374	9.55873387	9.809577597	9.252351826	9.40263239	9.528120675
"201092_at"	9.817660544	9.61629452	10.1047723	9.602333828	10.1934979	9.670414024	10.61291503	9.659399664	9.477263037	10.10237873	9.061575058	9.325562561	10.1667988	10.07705422	9.119836112	9.772076788	9.519882769	9.358932881	9.568363577	9.028189362	9.895366159	10.05237319
