"","column","cor","p.adj","corr_order","label"
"3408","TNKS2",0.0483994112363104,1,1917,""
"3410","GBF1",0.0260530238887924,1,1075,""
"3411","ARHGAP21",0.140729092222898,1,4390,""
"3420","GTPBP4",0.0631435643418854,1,2423,""
"3422","BCCIP",0.105047883749761,1,3619,""
"3425","SH3PXD2A",0.103012993907862,1,3557,""
"3427","STN1",0.19253082750322,1,5246,""
"3429","DKK1",0.266473198895375,0.000492458353032808,5933,""
"3431","GLRX3",0.168908128736953,1,4879,""
"3434","XPNPEP1",0.0110145617680698,1,485,""
"3436","SHOC2",0.019024896891508,1,795,""
"3437","TFAM",0.0475605200174375,1,1884,""
"3441","UBE2S",0.0906465814223795,1,3230,""
"3445","PPIF",0.259413696549655,0.00115279437793154,5895,""
"3451","KRT23",0.0852310246193604,1,3082,""
"3457","RUNDC3A",0.209545251939274,0.224978030780553,5454,""
"3459","CSF3",0.379892923658245,1.26863306690859e-11,6404,""
"3460","PSMD3",0.0515549811071166,1,2044,""
"3464","RNF43",0.0211199142850772,1,871,""
"3473","KRT37",0.185627073606989,1,5145,""
"3475","KPNB1",0.0620670451055317,1,2390,""
"3476","GOSR2",0.0361891330258883,1,1460,""
"3478","RPS6KB1",0.0418984416054445,1,1690,""
"3482","PIGL",0.171739010808389,1,4913,""
"3484","INTS2",0.0413281161572812,1,1663,""
"3489","PFN1",0.312519376225391,9.99642653037332e-07,6200,""
"3496","C1QBP",0.005232587778964,1,239,""
"3502","MED31",0.20417988449171,0.368016395889709,5390,""
"3503","DRG2",0.116176073583694,1,3884,""
"3504","FTSJ3",0.0421249666353688,1,1702,""
"3505","AKAP10",0.113807066535097,1,3822,""
"3511","UTP6",0.124812289295198,1,4058,""
"3512","DDX5",0.00812822468428163,1,354,""
"3516","LGALS3BP",0.1412202886686,1,4396,""
"3517","ASIC2",0.073632741691448,1,2767,""
"3520","CCL8",0.0460516312210414,1,1837,""
"3524","DHX58",0.0527481010476136,1,2084,""
"3526","RAB5C",0.0606136411206241,1,2348,""
"3528","HSD17B1",0.192625419662343,1,5248,""
"3529","MLX",0.0855058893046507,1,3091,""
"3534","PPP1R9B",0.124341210649023,1,4050,""
"3538","MRPL27",0.173066937468217,1,4931,""
"3540","LRRC59",0.299598180181579,6.40310157086608e-06,6147,""
"3546","PPY",0.0604838936183327,1,2346,""
"3548","SMURF2",0.0976247021489838,1,3431,""
"3550","CACNG1",0.0134209251588392,1,577,""
"3551","EFTUD2",0.0664464013028777,1,2543,""
"3554","PRKAR1A",0.0662657233819471,1,2540,""
"3557","YWHAE",0.167583498253837,1,4858,""
"3558","MMD",0.0301386541550811,1,1252,""
"3559","RANGRF",0.00488570725754323,1,221,""
"3562","DHRS7B",0.097348657141985,1,3418,""
"3563","WSB1",0.114450747929125,1,3838,""
"3565","MYH1",0.0136622629894042,1,583,""
"3567","MYH3",0.0418202963921671,1,1683,""
"3568","NAT9",0.0644564068696111,1,2467,""
"3569","TMEM104",0.0703386273429285,1,2667,""
"3570","VTN",0.0418916707008806,1,1689,""
"3571","TNFAIP1",0.213491213253608,0.155368897808225,5496,""
"3583","TMEM33",0.149141583928145,1,4550,""
"3585","GNRHR",0.153010385690141,1,4618,""
"3586","SLAIN2",0.126016408893756,1,4095,""
"3587","OCIAD1",0.172748558378514,1,4927,""
"3588","UGT2B10",0.0177677073267217,1,743,""
"3589","CWH43",0.164295564488624,1,4815,""
"3590","DCUN1D4",0.182184367348659,1,5082,""
"3592","SULT1E1",0.0707850641080412,1,2682,""
"3595","CHIC2",0.31591409080099,6.04121480485706e-07,6210,""
"3598","LAMTOR3",0.241716784837583,0.00867118736581418,5754,""
"3599","PF4V1",0.125697421247493,1,4080,""
"3600","NFKB1",0.220802966373845,0.0765102873346767,5563,""
"3601","MANBA",0.119105921099104,1,3945,""
"3602","UBE2D3",0.397921994840306,3.82251630210054e-13,6440,""
"3605","NDUFC1",0.0509739397450229,1,2012,""
"3608","ZNF330",0.152994482703723,1,4617,""
"3609","INPP4B",0.501377147258264,6.78291473948211e-24,6585,""
"3611","KLHL2",0.260778431128824,0.000980026301465246,5905,""
"3614","RPL34",0.104581981410751,1,3603,""
"3617","GRPEL1",0.296795350867266,9.45846335734021e-06,6131,""
"3618","GAR1",0.251655748174647,0.00284431301375525,5834,""
"3619","FRG1",0.184942911114232,1,5136,""
"3622","GALNT7",0.0987864051345525,1,3460,""
"3623","DHX15",0.239113638644203,0.0115075002746365,5731,""
"3628","SLC2A9",0.340256582984691,1.34229068793069e-08,6293,""
"3629","FBXW7",0.233618688711121,0.0206922155892796,5673,""
"3630","NEIL3",0.216326190239774,0.118449415097006,5522,""
"3633","NSD2",0.0232993101823316,1,961,""
"3634","SH3D19",0.0250611199766314,1,1021,""
"3637","MFSD10",0.31707995164335,5.07372743894626e-07,6218,""
"3644","UFSP2",0.153835047774315,1,4630,""
"3648","NCAPG",0.199746246051796,0.546411919590288,5331,""
"3654","HTATIP2",0.0401157646097046,1,1609,""
"3655","CTSC",0.248947191181298,0.00387202612833096,5814,""
"3658","ELP4",0.247466927195112,0.00457669622423053,5798,""
"3659","ZPR1",0.198402323471258,0.614680576310669,5313,""
"3660","MTCH2",0.0382377467394891,1,1548,""
"3665","JHY",0.212694619401428,0.167396846396834,5482,""
"3667","HSPA8",0.223021704505672,0.0614160017062798,5585,""
"3672","SNX15",0.0490070917392498,1,1939,""
"3675","ATG2A",0.070590073876689,1,2673,""
"3676","EHD1",0.434970182731899,1.41030698395496e-16,6511,""
"3677","OSBP",0.0438023596394758,1,1759,""
"3679","PUS3",0.0065615294683704,1,298,""
"3683","PPP6R3",0.128915314079722,1,4158,""
"3689","CCND1",0.0857616344281485,1,3097,""
"3690","CCDC86",0.130471248863815,1,4186,""
"3695","TRIM3",0.0658468491688804,1,2516,""
"3696","CHORDC1",0.18002864695546,1,5047,""
"3698","ANAPC15",0.109429109039515,1,3714,""
"3699","FOLR3",0.321963392563231,2.4228182669945e-07,6238,""
"3700","PANX1",0.448652872784041,5.88596120717025e-18,6529,""
"3701","ARHGEF17",0.0444762823738562,1,1784,""
"3703","APOA4",0.0588522447165318,1,2290,""
"3704","APOC3",0.0581920365381822,1,2271,""
"3705","CEP164",0.130894305721221,1,4200,""
"3706","RNF141",0.184824814266823,1,5133,""
"3708","EIF4G2",0.160342120828954,1,4753,""
"3710","GALNT18",0.207080175160263,0.282766313588743,5429,""
"3711","BIRC2",0.164967318574419,1,4824,""
"3712","UBE4A",0.00544750288866196,1,253,""
"3715","CBL",0.0610264154351765,1,2354,""
"3717","HIPK3",0.0666591616949579,1,2551,""
"3718","KIAA1549L",0.136659234878605,1,4317,""
"3719","FBXO3",0.267329164667272,0.000443551247964207,5946,""
"3722","COMMD9",0.142908394144109,1,4431,""
"3730","PTPMT1",0.0621272838340274,1,2395,""
"3731","NAA40",0.0305402881334959,1,1271,""
"3732","CARS1",0.188191282050919,1,5183,""
"3735","SLC35F2",0.309213485898986,1.62222796106607e-06,6185,""
"3737","ELMOD1",0.0164668291034706,1,693,""
"3740","C11orf58",0.176775656509658,1,4988,""
"3741","PITPNM1",0.154319949272381,1,4639,""
"3742","RPS13",0.136722921567966,1,4318,""
"3743","AIP",0.0166567929993605,1,703,""
"3744","NUP98",0.0797262159109232,1,2927,""
"3745","NDUFS8",0.0507714025855324,1,2003,""
"3746","TCIRG1",0.0827996145948376,1,3014,""
"3749","HPS5",0.0634438489608142,1,2432,""
"3750","GTF2H1",0.18356212667086,1,5105,""
"3754","PSMD9",0.270247051312986,0.000309618464746229,5977,""
"3756","PPFIBP1",0.226023522135785,0.0453893513629341,5611,""
"3759","PRDM4",0.074376559758095,1,2792,""
"3760","CLEC2B",0.0928897176529199,1,3304,""
"3763","CORO1C",0.169042060334797,1,4881,""
"3766","CAPRIN2",0.18451326461229,1,5126,""
"3768","KCTD10",0.105078582743224,1,3621,""
"3775","IL23A",0.124360678379219,1,4053,""
"3780","RSRC2",0.00714710546285343,1,325,""
"3781","CYP27B1",0.513524471423528,2.04377869705502e-25,6587,""
"3782","MYF6",0.0484942080015032,1,1920,""
"3783","MYF5",0.0780093149138743,1,2883,""
"3790","METAP2",0.136347508656605,1,4314,""
"3792","ELK3",0.263129217983911,0.000739037200789822,5913,""
"3800","PRMT8",0.0643866791530321,1,2460,""
"3802","ARPC3",0.138699859761168,1,4355,""
"3803","GPN3",0.077820397962403,1,2877,""
"3804","VPS29",0.161270559785268,1,4772,""
"3806","MYL2",0.0458486254558548,1,1831,""
"3809","SH2B3",0.0882746174823662,1,3162,""
"3822","LTBR",0.130201380598078,1,4177,""
"3825","OAS3",0.150883537176942,1,4575,""
"3826","OAS2",0.146326532688145,1,4490,""
"3831","GTF2H3",0.106505060045995,1,3651,""
"3832","EIF2B1",0.116993573872958,1,3902,""
"3833","DDX55",0.0466463325734331,1,1854,""
"3834","SLC38A1",0.0814359455995869,1,2978,""
"3836","ENDOU",0.0471420510263315,1,1868,""
"3838","VDR",0.404483636882404,1.01235025994961e-13,6457,""
"3841","STX2",0.307914787179296,1.95884992530616e-06,6183,""
"3850","NUP107",0.0179647375401393,1,754,""
"3854","KRR1",0.0259270639060017,1,1068,""
"3856","GAPDH",0.0452522347056409,1,1815,""
"3866","TPI1",0.0330150609799482,1,1363,""
"3875","SLCO1B3",0.179263648725148,1,5031,""
"3879","GOLT1B",0.154448108386585,1,4641,""
"3883","CMAS",0.0315804586529809,1,1309,""
"3884","HCFC2",0.177656135871984,1,4995,""
"3889","RAB35",0.0900636539560132,1,3209,""
"3895","FGFR1OP2",0.0800395436086924,1,2936,""
"3897","COL12A1",0.152856030502022,1,4613,""
"3898","BTN3A3",0.00769628803252012,1,341,""
"3901","DSE",0.466121322975214,8.23218210881091e-20,6551,""
"3902","RWDD1",0.0679498762039662,1,2596,""
"3906","PAK1IP1",0.136118347237358,1,4311,""
"3911","ADTRP",0.432536665193184,2.44425360044628e-16,6507,""
"3915","RNGTT",0.111512261696319,1,3772,""
"3916","MAN1A1",0.0723304656276717,1,2732,""
"3918","SERINC1",0.105584137006127,1,3633,""
"3927","FBXO5",0.064514621986976,1,2469,""
"3928","MTRF1L",0.115011477507574,1,3855,""
"3929","PPARD",0.363205958695161,2.68370574103002e-10,6362,""
"3930","OPRM1",0.016822830830809,1,712,""
"3934","MAPK14",0.0447580095931012,1,1795,""
"3938","SRSF3",0.048067953499627,1,1904,""
"3939","SOD2",0.0232184233752068,1,953,""
"3940","MRPL18",0.0320208695848058,1,1319,""
"3941","IL17A",0.025614418054928,1,1054,""
"3944","RNF8",0.0688421540527601,1,2620,""
"3955","RBM24",0.0121185113192716,1,524,""
"3956","CAP2",0.100508553600156,1,3499,""
"3958","ZNF451",0.0441166777266369,1,1772,""
"3960","RAB23",0.0860249728835987,1,3106,""
"3966","CCNC",0.137901556904085,1,4340,""
"3968","E2F3",0.0311349937403747,1,1292,""
"3969","PTP4A1",0.217358364165997,0.107226445292515,5536,""
"3971","ASCC3",0.146157800212217,1,4489,""
"3972","HDGFL1",0.131289692621718,1,4207,""
"3973","BVES",0.106199128777982,1,3645,""
"3979","CRYBG1",0.183084893515501,1,5099,""
"3980","VNN1",0.00398147833683752,1,177,""
"3984","RPS12",0.0344036826346453,1,1405,""
"3985","C6orf62",0.147831695022047,1,4518,""
"3987","GMNN",0.09447548508789,1,3335,""
"3991","SNX3",0.13729784078048,1,4331,""
"3993","HBS1L",0.0410714751986451,1,1652,""
"3998","PERP",0.0963487174458367,1,3391,""
"4002","ADGRG6",0.239014054035046,0.0116302050265287,5729,""
"4003","PHACTR2",0.052265475400317,1,2069,""
"4006","SLC39A7",0.0438143949608121,1,1761,""
"4008","UNC93A",0.0718426287512379,1,2713,""
"4009","SLC22A2",0.0329736419688545,1,1359,""
"4013","QKI",0.0542353385150962,1,2139,""
"4016","MDFI",0.432745698274968,2.33206348303958e-16,6509,""
"4019","CCND3",0.0146659573390742,1,628,""
"4020","BYSL",0.145570069888718,1,4477,""
"4021","FAM120B",0.039278864918447,1,1576,""
"4022","TBP",0.0926647887564267,1,3298,""
"4023","GUCA1B",0.143317152184562,1,4440,""
"4026","PPP2R5D",0.0140599687604315,1,603,""
"4027","MRPL2",0.0298874173070733,1,1239,""
"4028","PTK7",0.21942545832453,0.0875923138442922,5551,""
"4032","DUSP22",0.172278948261702,1,4919,""
"4033","EXOC2",0.117578103984417,1,3910,""
"4034","COX7A2",0.0180411988772704,1,757,""
"4039","VEGFA",0.148829008950391,1,4543,""
"4041","TTK",0.0895990658290098,1,3200,""
"4042","SLC29A1",0.105714226785734,1,3638,""
"4043","CCN6",0.0693250364167353,1,2637,""
"4044","BTN2A1",0.0308139566949593,1,1279,""
"4046","TENT5A",0.103920130701433,1,3582,""
"4052","MEP1A",0.105006888259639,1,3616,""
"4056","HARS2",0.117791186951272,1,3918,""
"4057","NUDT12",0.0547530369751951,1,2165,""
"4059","MAN2A1",0.177769505253924,1,4996,""
"4062","TENT4A",0.00255160267042541,1,109,""
"4068","KIF20A",0.093074521099919,1,3308,""
"4070","MRPS30",0.000570640148364788,1,22,""
"4071","HSPA9",0.00712786183122933,1,324,""
"4072","MRPS27",0.0982679464458703,1,3444,""
"4073","PFDN1",0.2933781453926,1.51411053466285e-05,6116,""
"4074","HBEGF",0.423059938047447,1.99527532444103e-15,6492,""
"4079","APBB3",0.0471659621346428,1,1870,""
"4082","IK",0.10247125982107,1,3542,""
"4083","HMGCR",0.0645642791452579,1,2470,""
"4084","CERT1",0.0063183424969145,1,287,""
"4085","FAF2",0.221260187751696,0.0731541344869087,5566,""
"4098","THG1L",0.117646794000308,1,3913,""
"4102","CNOT6",0.122271393559504,1,4007,""
"4105","TTC1",0.285581275932011,4.32654266646823e-05,6074,""
"4110","POLR3G",0.253644676102326,0.00226457332848503,5853,""
"4111","DROSHA",0.0163330494709492,1,691,""
"4116","SUB1",0.288393675320569,2.97427709370731e-05,6093,""
"4120","TARS1",0.147209636961532,1,4509,""
"4121","IRX4",0.161286226842555,1,4774,""
"4122","LNPEP",0.00120800819681654,1,51,""
"4125","BRIX1",0.0673241993394613,1,2571,""
"4129","IL4",0.103446627780149,1,3571,""
"4130","RAD50",0.00926665064328805,1,413,""
"4135","SKP1",0.00490242433135163,1,222,""
"4136","NUP155",0.00185021682844637,1,76,""
"4137","PPP2CA",0.192782864900646,0.999981888667656,5254,""
"4139","NR3C1",0.179445765854532,1,5037,""
"4140","C5orf15",0.146336418180778,1,4491,""
"4141","PPWD1",0.0427921917113596,1,1722,""
"4144","TRAPPC13",0.0207520432658638,1,858,""
"4145","C9",0.243554871407831,0.00707776549200705,5768,""
"4146","SEC24A",0.172163368773275,1,4916,""
"4149","RARS1",0.35143168870324,2.07930857993886e-09,6333,""
"4150","WWC1",0.201187848354234,0.480925258384563,5352,""
"4151","MACROH2A1",0.0866915745169925,1,3123,""
"4152","TCERG1",0.0840774295186201,1,3053,""
"4155","CSNK1A1",0.244711645952389,0.00622787448386671,5779,""
"4156","HMGXB3",0.123201047140922,1,4029,""
"4160","ATP6V0E1",0.0832974873273438,1,3034,""
"4161","BNIP1",0.104284159249413,1,3594,""
"4162","STC2",0.0380656857836441,1,1539,""
"4163","CPEB4",0.107898643018936,1,3683,""
"4166","ZNF346",0.0378051992656591,1,1524,""
"4167","UNC5A",0.0899157222296026,1,3206,""
"4168","EHHADH",0.015463557542532,1,661,""
"4170","SMC4",0.0103979046669047,1,459,""
"4182","NPHP3",0.0119392472248786,1,516,""
"4184","AMOTL2",0.231325055037881,0.0263150309777644,5654,""
"4187","OGG1",0.00447281588178571,1,193,""
"4194","RBP1",0.180884412495394,1,5067,"RBP1"
"4203","PDCD10",0.0853959084406716,1,3088,""
"4206","PFKFB4",0.133317363252487,1,4256,""
"4207","COL7A1",0.259035578561181,0.00120542552774533,5888,""
"4213","ECT2",0.0503941645074009,1,1991,""
"4215","GNAI2",0.0617049024833696,1,2379,""
"4216","TFG",0.0905930160237034,1,3224,""
"4217","USP9Y",0.0417424255927692,1,1679,""
"4221","RPL24",0.0220170220112596,1,906,""
"4225","CBLB",0.0354092160955153,1,1434,""
"4227","IFT57",0.062248487769418,1,2400,""
"4228","GNB4",0.18409717490467,1,5115,""
"4230","IQCG",0.0418739683270712,1,1688,""
"4236","C3orf52",0.366594146532035,1.46496719852684e-10,6371,""
"4237","FRMD4B",0.275815424720458,0.000153692741348782,6019,""
"4240","PLXNA1",0.142555530905574,1,4422,""
"4242","ABTB1",0.058719590014581,1,2286,""
"4246","KLHL18",0.113814735320343,1,3823,""
"4250","NEK11",0.0654976424202013,1,2500,""
"4255","MAPKAPK3",0.130998153619633,1,4201,""
"4261","RRP9",0.142683032000639,1,4427,""
"4272","SSR3",0.202535242638795,0.426569296011731,5373,""
"4278","EIF4G1",0.0235301449124567,1,969,""
"4281","SLC4A3",0.213962901220704,0.14854125220432,5500,""
"4288","LMAN2L",0.0898679082224851,1,3204,""
"4289","RTKN",0.273299712769294,0.000211345912174305,6000,""
"4290","TTL",0.036471393336975,1,1469,""
"4291","IL1A",0.639580496706701,1.61392847571166e-45,6614,""
"4292","CCL20",0.377974237904172,1.81844379201387e-11,6399,""
"4296","NCL",0.109987389339159,1,3732,""
"4300","ACTR3",0.0306127212047637,1,1274,""
"4302","EPB41L5",0.110459760520467,1,3747,""
"4304","SF3B6",0.10293054759443,1,3554,""
"4305","TP53I3",0.0055089283681228,1,259,""
"4308","STAM2",0.015775084298115,1,671,""
"4311","CENPA",0.077068979178447,1,2854,""
"4316","MPV17",0.0260486810920549,1,1074,""
"4320","ITGB6",0.347704293959914,3.90535912223302e-09,6318,""
"4323","PSMD14",0.0912423491336804,1,3249,""
"4328","REEP6",0.0147295493066634,1,630,""
"4332","IFIH1",0.155313154965675,1,4653,""
"4336","MOGS",0.055973558582759,1,2198,""
"4337","TTC31",0.0430904709684856,1,1733,""
"4339","PCGF1",0.0674618049096087,1,2576,""
"4344","AUP1",0.140828771014909,1,4392,""
"4345","RTN4",0.402545132540567,1.50399566792286e-13,6454,""
"4349","GALNT3",0.207668805991289,0.267934427456131,5436,""
"4350","POLE4",0.193970265603092,0.902657488649897,5267,""
"4352","CCDC88A",0.0408474893566581,1,1642,""
"4354","EVA1A",0.415043656927805,1.11959170534364e-14,6478,""
"4357","WDR75",0.0139937677004273,1,600,""
"4358","EFEMP1",0.116185720443981,1,3885,""
"4361","FN1",0.0358447935244331,1,1448,""
"4362","STAT1",0.0858245447150018,1,3100,""
"4363","GLS",0.273487496227772,0.0002063903415125,6002,""
"4374","CCT4",0.105046262985785,1,3618,""
"4375","GGCX",0.00109216556229213,1,47,""
"4376","NEU2",0.149338140156485,1,4553,""
"4377","EHBP1",0.0213749485540108,1,888,""
"4379","TXNDC9",0.277131727172078,0.000129943943812036,6032,""
"4380","COQ10B",0.00231638970971208,1,98,""
"4381","GNLY",0.0288914212972963,1,1191,""
"4383","ST3GAL5",0.321742081932605,2.50635697513026e-07,6237,""
"4389","PLCD4",0.272933505164038,0.000221291243128234,5996,""
"4390","CHMP3",0.0310057064568105,1,1287,""
"4392","IL1R2",0.1141075092138,1,3829,""
"4394","SMYD1",0.0265699102768899,1,1100,""
"4397","IL1RL2",0.174629605497001,1,4954,""
"4398","IL1RL1",0.290507493278403,2.2380334363284e-05,6104,""
"4399","IL18R1",0.0276522793833663,1,1143,""
"4400","IL18RAP",0.0290291648923284,1,1201,""
"4402","FHL2",0.489700991949917,1.72540755604161e-22,6578,""
"4404","CNPPD1",0.0109265125392183,1,482,""
"4407","STK16",0.0143312048213468,1,613,""
"4409","HDLBP",0.051262926124123,1,2028,""
"4410","PPP1R7",0.00371866048947769,1,167,""
"4412","STK25",0.141174907318016,1,4395,""
"4414","PROC",0.137712189617455,1,4335,""
"4416","TAF1B",0.0751357335149644,1,2809,""
"4425","PRKD3",0.0104849842000349,1,466,""
"4428","RAB3GAP1",0.0889814530321961,1,3183,""
"4431","DLX2",0.258713702145261,0.00125219622341903,5883,""
"4433","DARS1",0.107840577139429,1,3680,""
"4434","SRSF7",0.046005150820795,1,1835,""
"4435","SDC1",0.130589513571861,1,4190,""
"4439","KYNU",0.148448384136568,1,4533,""
"4443","PNO1",0.0392551055792277,1,1575,""
"4446","RND3",0.345073795500257,6.06376489405144e-09,6309,""
"4455","EPAS1",0.187556882425172,1,5175,""
"4456","ARID3A",0.0131787523091438,1,562,""
"4459","GRIN3B",0.101337589176876,1,3521,""
"4468","FARSB",0.157784967673954,1,4704,""
"4473","DNAJC16",0.0643496383098144,1,2459,""
"4484","CEP104",0.110802832462184,1,3755,""
"4486","TCEANC2",0.00771709469959595,1,342,""
"4487","TMEM59",0.0624146973718471,1,2405,""
"4488","LRRC42",0.371485093981216,6.03487630526446e-11,6376,""
"4489","WRAP73",0.0151024015546429,1,646,""
"4491","MRPL37",0.158372756985061,1,4715,""
"4492","ICMT",0.160859270106416,1,4764,""
"4495","QSOX1",0.026366338758977,1,1091,""
"4496","STXBP3",0.153177303090147,1,4621,""
"4497","PHF13",0.0193237128687105,1,808,""
"4498","ERRFI1",0.470135815356505,2.97871382611909e-20,6556,""
"4499","PARK7",0.177118587167655,1,4992,""
"4503","SRSF4",0.125847307784512,1,4082,""
"4504","MECR",0.189809939192769,1,5204,""
"4507","WDR77",0.170838605611708,1,4899,""
"4508","ATP5PB",0.176523769935424,1,4986,""
"4509","RAP1A",0.248198085765774,0.00421317377200385,5804,""
"4510","HDAC1",0.119674322251193,1,3960,""
"4511","CAPZA1",0.288441282907258,2.95537283296031e-05,6094,""
"4512","S100PBP",0.0837988246750482,1,3045,""
"4513","RNF19B",0.218485070842523,0.09606555153797,5544,""
"4518","SFPQ",0.0270344953691254,1,1112,""
"4524","DOCK7",0.0728574172771631,1,2747,""
"4525","SRM",0.221019005463248,0.074884089531216,5564,""
"4526","FBXO2",0.270704680006873,0.000292535503701357,5980,""
"4527","FBXO6",0.0428061191509246,1,1723,""
"4528","C1orf21",0.027588942869427,1,1139,""
"4530","MAD2L2",0.203756018004371,0.38226197073636,5384,""
"4531","DNAJC6",0.111106836391115,1,3764,""
"4532","LEPR",0.0873215708817243,1,3142,""
"4533","IVNS1ABP",0.146593455113237,1,4499,""
"4534","KIAA2013",0.105094836405318,1,3623,""
"4535","MFN2",0.233858763251878,0.0201732980007352,5676,""
"4537","MIIP",0.077166344211229,1,2860,""
"4539","NCF2",0.094192937011198,1,3330,""
"4541","SLC35D1",0.177977378833362,1,5000,""
"4543","GADD45A",0.274221205519112,0.000188150957144494,6009,""
"4546","WLS",0.116678380399109,1,3897,""
"4547","PRDM2",0.00256047701737804,1,110,""
"4548","RGS2",0.221960634846595,0.0682472131549351,5576,""
"4549","RPE65",0.213295118117856,0.15824061673105,5492,""
"4552","UCHL5",0.0300719796743073,1,1247,""
"4553","BCAS2",0.117695269347405,1,3914,""
"4554","SRSF11",0.0868448504492361,1,3128,""
"4555","CTH",0.0525672944031673,1,2079,""
"4556","AGMAT",0.0974541949466579,1,3421,""
"4560","PLEKHM2",0.233525532075926,0.0208991707530067,5672,""
"4561","CRYZ",0.104734782472276,1,3606,""
"4563","ZBTB17",0.278268845369021,0.000112342950481645,6039,""
"4564","CD58",0.267744224461298,0.00042164061147135,5953,""
"4569","KIF21B",0.0350475603149796,1,1426,""
"4571","ADPRS",0.250240928601826,0.00334246855530632,5821,""
"4572","MAP7D1",0.571719499701904,1.27539713530539e-33,6608,""
"4573","WARS2",0.0433100134642816,1,1740,""
"4574","HAO2",0.0164495687222909,1,692,""
"4576","MRPS15",0.186413027833621,1,5159,""
"4580","C1orf109",0.0154397357346355,1,659,""
"4581","RRAGC",0.262048159773203,0.0008417399057388,5909,""
"4585","HPCAL4",0.0379825648530099,1,1531,""
"4590","ZP4",0.157295809332268,1,4694,""
"4591","RLF",0.083421427548106,1,3038,""
"4592","KMO",0.0695554442892142,1,2647,""
"4595","RIMS3",0.198598096745417,0.604176221780943,5316,""
"4604","SDHB",0.168193452788015,1,4869,""
"4605","MFAP2",0.184410490077878,1,5125,""
"4606","RPF1",0.259880932844828,0.00109061948198845,5899,""
"4608","UAP1",0.281961811404088,6.96521476207148e-05,6056,""
"4610","CTBS",0.2158149456499,0.124371021345437,5515,""
"4611","RGS4",0.0399805812137573,1,1601,""
"4614","SSX2IP",0.129288625937485,1,4166,""
"4615","ZNHIT6",0.0912168974906255,1,3248,""
"4618","GBP3",0.174707570071524,1,4957,""
"4619","GBP1",0.127113149624806,1,4117,""
"4620","KIF17",0.230537210406073,0.0285595273361169,5650,""
"4621","GPR89A",0.0543801273678097,1,2151,""
"4622","CDK18",0.22587620312677,0.0460691642964541,5609,""
"4623","RAB29",0.0908777781575594,1,3238,""
"4626","HMGCL",0.194635865454688,0.85251861999336,5272,""
"4627","GALE",0.404319495232896,1.04688128449966e-13,6455,""
"4633","P3H1",0.0962893470490793,1,3387,""
"4634","SLC2A1",0.154453534580811,1,4642,""
"4635","EBNA1BP2",0.38830949928126,2.5410234024496e-12,6419,""
"4636","CDC20",0.294486687971787,1.30071483735887e-05,6121,""
"4638","ARTN",0.060237544466593,1,2339,""
"4639","IPO13",0.066167489154041,1,2532,""
"4640","ATP6V0B",0.158272879167053,1,4710,""
"4641","B4GALT2",0.233801100995368,0.0202939276401222,5674,""
"4642","ERI3",0.0315185635856537,1,1307,""
"4647","TSPAN1",0.0103584810982201,1,456,""
"4648","BLZF1",0.254145808631953,0.00213743254668662,5857,""
"4650","SLC19A2",0.0168038937253792,1,710,""
"4652","NSUN4",0.0445236164596199,1,1786,""
"4653","TMED5",0.312039915922345,1.07300254370341e-06,6198,""
"4655","DR1",0.173121773928246,1,4933,""
"4656","CNN3",0.0512063186059355,1,2024,""
"4658","F3",0.554367497193775,5.27395112087266e-31,6600,""
"4659","ABCD3",0.0220488403154288,1,908,""
"4661","DPH5",0.0535962708063804,1,2117,""
"4663","PTBP2",0.0296919470060478,1,1233,""
"4668","IRF6",0.116418019661069,1,3890,""
"4670","PLPPR5",0.217409026416672,0.106705784461239,5537,""
"4673","RCAN3",0.142328222687448,1,4416,""
"4674","SYF2",0.0183021154936132,1,774,""
"4678","STMN1",0.0654001471661135,1,2493,""
"4681","NEK2",0.00205851249404939,1,87,""
"4682","RPS6KA1",0.328596415432601,8.67927234373046e-08,6263,""
"4683","DHDDS",0.24881881492937,0.00392725500363118,5812,""
"4689","RPA2",0.0817857897563474,1,2991,""
"4690","PPP1R8",0.126161251706596,1,4096,""
"4691","STX12",0.0869664069991486,1,3132,""
"4694","OSBPL9",0.0649226978235516,1,2482,""
"4695","TXNDC12",0.127574089947487,1,4130,""
"4697","POLR1G",0.276433071146216,0.000142071735123337,6025,""
"4698","MESD",0.247834093678384,0.00439039233480383,5801,""
"4706","STK11",0.0172103800106111,1,725,""
"4714","KPTN",0.19797896550355,0.638264159672288,5310,""
"4716","KIF14",0.10782740942222,1,3679,""
"4719","CAMSAP2",0.155086178668278,1,4648,""
"4722","MREG",0.0722584457138412,1,2729,""
"4724","FASTKD2",0.0623692181679555,1,2403,""
"4725","NRP2",0.103704034584919,1,3579,""
"4726","CREB1",0.0916795763158788,1,3262,""
"4727","KLF7",0.411425481842617,2.40135043864735e-14,6466,""
"4728","TTR",0.000765824166244192,1,30,""
"4734","SPCS2",0.127571899654968,1,4129,""
"4735","USP35",0.014947712620659,1,640,""
"4736","ELOVL4",0.0537546945954201,1,2125,""
"4740","UBE3D",0.115119423244938,1,3860,""
"4742","SPACA1",0.0466152472151537,1,1853,""
"4743","ANKRD13C",0.0835646340759967,1,3039,""
"4746","ZC2HC1B",0.0243822382368672,1,994,""
"4750","TNFAIP3",0.294779314196877,1.24942960126456e-05,6123,""
"4752","RAB32",0.2146186168443,0.139492643393743,5505,""
