"","column","cor","p.adj","corr_order","label"
"8199","CRABP2",0.130197788982494,1,4176,""
"8201","ABL2",0.241050156333552,0.00932589735705719,5748,""
"8202","XPR1",0.0353966076514386,1,1433,""
"8204","TOR1AIP1",0.017359141193867,1,728,""
"8209","LHX9",0.000647974483312871,1,26,""
"8214","ECM1",0.143238256318045,1,4437,""
"8220","ADAMTSL4",0.201169578606142,0.48170529970394,5351,""
"8221","MCL1",0.30658876465526,2.37185094070649e-06,6174,""
"8225","PIP5K1A",0.0537704218604723,1,2126,""
"8244","DYRK3",0.288448864502352,2.9525113453588e-05,6095,""
"8248","TAF1A",0.0806126412558073,1,2955,""
"8249","SMYD2",0.195703073076382,0.778022613664942,5291,""
"8251","DUSP10",0.158030767903104,1,4706,""
"8260","S100A8",0.192103544507195,1,5237,""
"8261","TPM3",0.221718378028844,0.0699094168727886,5574,""
"8265","S100A7",0.228719999247757,0.0344571017259301,5639,""
"8271","AQP10",0.0877993324371108,1,3151,""
"8281","ACTA1",0.0544763948070957,1,2156,""
"8283","GALNT2",0.206162770791731,0.307625672704615,5416,""
"8286","LYST",0.069224999894234,1,2631,""
"8288","CEP170",0.0180549876700884,1,761,""
"8300","GUK1",0.1160124715802,1,3879,""
"8304","MBOAT2",0.107539231589578,1,3670,""
"8321","PDIA6",0.0662032301980025,1,2537,""
"8322","RHOB",0.319665664426835,3.43636882164455e-07,6229,""
"8326","CAMKMT",0.0301536288521279,1,1253,""
"8329","CALM2",0.166876804396941,1,4848,""
"8330","CHAC2",0.0532392895283302,1,2102,""
"8334","REG3G",0.0521953667558213,1,2066,""
"8336","ETAA1",0.0511380914853002,1,2019,""
"8337","SNRPG",0.0246830420469575,1,1008,""
"8345","MRPS5",0.0749351440284246,1,2803,""
"8347","TPRKB",0.0107002057566064,1,473,""
"8349","EXOC6B",0.0831805664846432,1,3029,""
"8352","DQX1",0.0186113362586188,1,786,""
"8353","DUSP11",0.291578926942036,1.93536241354966e-05,6110,""
"8356","MALL",0.127636354691793,1,4131,""
"8357","THNSL2",0.0215948362749451,1,893,""
"8358","RALB",0.12813760763714,1,4144,""
"8360","TMEM177",0.069059771468027,1,2627,""
"8363","SLC20A1",0.325024282867738,1.513667432611e-07,6255,""
"8372","NXPH2",0.0208170529167534,1,861,""
"8373","SPOPL",0.215112783129884,0.133033546500647,5508,""
"8377","AMMECR1L",0.0675121284252492,1,2578,""
"8380","SCN1A",0.00642803044615554,1,293,""
"8386","CDCA7",0.109901039588247,1,3731,""
"8387","DLX1",0.167952872783875,1,4865,""
"8401","ABCA12",0.0924426234860568,1,3290,""
"8402","SUMF1",0.0730776847150094,1,2755,""
"8404","RHBDD1",0.0361728923286605,1,1459,""
"8410","COPS7B",0.000451634972667867,1,14,""
"8413","FANCD2",0.0171897004705647,1,724,""
"8419","CNOT9",0.0464400589162249,1,1849,""
"8420","MARCHF4",0.193517802432727,0.938589518460173,5261,""
"8421","STK11IP",0.0292891847402989,1,1210,""
"8422","GMPPA",0.18023350859572,1,5050,""
"8423","GRIP2",0.0133183238689203,1,574,""
"8424","EAF1",0.175122231404525,1,4961,""
"8426","DYNC1LI1",0.00716144320610753,1,326,""
"8429","OSBPL10",0.307781760933903,1.99683087439009e-06,6181,""
"8431","ACKR2",0.00967448054639584,1,431,""
"8433","CSRNP1",0.236057622349845,0.0159733366604285,5698,""
"8436","SLC22A14",0.107875444835928,1,3681,""
"8437","GOLGA4",0.0311804056393844,1,1296,""
"8439","STAC",0.121048339877278,1,3984,""
"8443","PTPRG",0.00582028900079568,1,270,""
"8445","SHQ1",0.0461415995316784,1,1840,""
"8446","SLC25A26",0.00664921248343055,1,302,""
"8447","UBA3",0.0707236245831614,1,2681,""
"8448","ARL6IP5",0.0082783956448739,1,359,""
"8454","NFKBIZ",0.221633148577003,0.0704879694603349,5570,""
"8458","MYH15",0.200384498461277,0.516474175776935,5342,""
"8459","PHLDB2",0.180956790120327,1,5069,""
"8461","TAGLN3",0.263228565230672,0.000730214313103543,5914,""
"8473","EIF2A",0.0279805084276939,1,1151,""
"8476","TRPC1",0.0107651156491282,1,475,""
"8482","RUBCN",0.0376386729204431,1,1518,""
"8486","UCN2",0.334992894522219,3.14879674821439e-08,6285,""
"8488","MANF",0.186673376069679,1,5162,""
"8493","TM4SF19",0.183048712695399,1,5098,""
"8501","FIP1L1",0.0834074242891434,1,3037,""
"8503","LYAR",0.269671713183716,0.000332402619848119,5969,""
"8507","ATP10D",0.296371255268159,1.00325434832626e-05,6130,""
"8508","OCIAD2",0.376482320506221,2.40230988217973e-11,6395,""
"8510","SLC10A6",0.306655242475018,2.34936750448977e-06,6176,""
"8513","ENOPH1",0.103163360760768,1,3563,""
"8515","GC",0.0571576515472994,1,2235,""
"8516","TRMT10A",0.056101468937103,1,2205,""
"8517","KLHL8",0.0506475016163809,1,2001,""
"8518","SNCA",0.118145598752868,1,3926,""
"8520","TBCK",0.0729703747690002,1,2751,""
"8521","CAMK2D",0.240857420320592,0.00952251363788069,5746,""
"8522","CISD2",0.163674064404921,1,4807,""
"8526","SPATA5",0.0733898518745178,1,2760,""
"8527","FABP2",0.00113105468674172,1,48,""
"8528","CCNA2",0.160452224856255,1,4756,""
"8529","METTL14",0.123986808874959,1,4045,""
"8530","USP53",0.319337289951362,3.61156229961948e-07,6228,""
"8532","NAF1",0.151871060303584,1,4596,""
"8535","RPS3A",0.118614579899205,1,3934,""
"8537","PDGFC",0.358793277112611,5.84067682491181e-10,6351,""
"8541","ROPN1L",0.084796787484397,1,3069,""
"8547","SRD5A1",0.0176619540512717,1,736,""
"8548","MYO10",0.178106822644157,1,5006,""
"8551","SKP2",0.0201747890103546,1,838,""
"8552","OSMR",0.189824644000229,1,5205,""
"8554","PLK2",0.371925572429242,5.56878918499601e-11,6378,""
"8559","LHFPL2",0.0405892614610034,1,1628,""
"8562","ANKRD31",0.02316654026367,1,952,""
"8565","RASA1",0.24260082776857,0.00786759648397498,5762,""
"8567","GIN1",0.0308723791654224,1,1282,""
"8569","PAM",0.104967474891636,1,3614,""
"8570","BDP1",0.0823893133037668,1,3008,""
"8571","GTF2H2",0.0289374108116175,1,1195,""
"8573","BTF3",0.0723684615220441,1,2733,""
"8577","TNFAIP8",0.247502533371911,0.00455838827438672,5799,""
"8578","FEM1C",0.185475437215624,1,5142,""
"8579","COMMD10",0.224804864847344,0.0513379799987977,5598,""
"8580","ATG12",0.205745488202177,0.319458887114145,5408,""
"8583","YIPF5",0.276440218479458,0.00014195702114686,6026,""
"8585","CXCL14",0.00057356220767928,1,23,""
"8588","DDX46",0.016899332255044,1,715,""
"8591","RNF145",0.077373700174032,1,2866,""
"8592","C1QTNF2",0.0536085424127,1,2119,""
"8595","FBXO38",0.00869032941758394,1,384,""
"8596","SPINK7",0.00867720673657334,1,383,""
"8599","TNIP1",0.190921839538103,1,5220,""
"8600","G3BP1",0.0716429946847492,1,2708,""
"8603","NHP2",0.054538656239336,1,2157,""
"8605","BOD1",0.0773146160796885,1,2865,""
"8607","TENM2",0.372963784291156,4.60337510073046e-11,6383,""
"8613","FARS2",0.20354510508679,0.389564591546097,5381,""
"8614","GFOD1",0.130457611087804,1,4184,""
"8618","ZMAT2",0.171314952311937,1,4905,""
"8623","H2BC1",0.0206073753335316,1,851,""
"8625","TRIM41",0.0593097083343146,1,2307,""
"8627","FAM193B",0.000567789740951466,1,21,""
"8629","TNFRSF21",0.259755804408681,0.00110697656964281,5898,""
"8631","MMUT",0.00990206927658716,1,440,""
"8632","RASGEF1C",0.0150219190749693,1,643,""
"8634","ABT1",0.0450356786864728,1,1806,""
"8635","PPP1R18",0.273591378651401,0.000203701341814715,6004,""
"8637","PRIM2",0.0910336335850023,1,3243,""
"8647","RPL7L1",0.0907267900989254,1,3231,""
"8648","NFKBIE",0.00450917809173057,1,196,""
"8649","CYP39A1",0.158545023635118,1,4723,""
"8650","TPBG",0.422299305777607,2.35465001401552e-15,6489,""
"8657","PNRC1",0.0142024842647922,1,608,""
"8661","TBC1D32",0.087772319225417,1,3149,""
"8666","ARHGAP18",0.049106466910897,1,1943,""
"8669","TAAR8",0.105493452527611,1,3629,""
"8671","TAAR1",0.0124739678997728,1,532,""
"8673","MTFR2",0.0870380503201378,1,3134,""
"8676","AIG1",0.236071933879496,0.0159504398892292,5699,""
"8677","DYNLT1",0.134772031808735,1,4285,""
"8679","TMEM181",0.0974663745018858,1,3423,""
"8681","WTAP",0.026530606174047,1,1098,""
"8683","VIP",0.0409511205357133,1,1648,""
"8684","ARMT1",0.157128876583147,1,4689,""
"8685","SLC22A3",0.334202942291363,3.57433226716492e-08,6284,""
"8687","GNA12",0.22564185221615,0.0471797686819698,5606,""
"8688","C7orf50",0.184293017658735,1,5124,""
"8692","CREB5",0.0597236553592633,1,2316,""
"8694","EGFR",0.267957172737482,0.000410897722768398,5959,""
"8695","CDCA5",0.155354337045059,1,4655,""
"8697","PURB",0.03719261042488,1,1505,""
"8698","IGFBP1",0.0976942030158608,1,3432,""
"8703","CCT6A",0.149657633258034,1,4558,""
"8714","ZAN",0.0421149290481203,1,1700,""
"8723","CNPY1",0.026150286023943,1,1083,""
"8724","NCAPG2",0.0396502841680452,1,1589,""
"8730","DENND2A",0.067604757569355,1,2580,""
"8732","SH3KBP1",0.132719064918438,1,4245,""
"8739","MSN",0.271122240349635,0.000277670397192362,5982,""
"8743","SLC16A2",0.25127533267709,0.00297058959172725,5830,""
"8756","CCDC120",0.0229448238876388,1,942,""
"8761","SNX12",0.00390193612840603,1,175,""
"8764","GCNA",0.00415281464132397,1,185,""
"8766","CPXCR1",0.050937002500792,1,2011,""
"8770","PRPS1",0.128803840850161,1,4155,""
"8784","MAGEA4",0.0229255527126926,1,940,""
"8785","NSDHL",0.00857637988049095,1,376,""
"8786","ZNF185",0.134582442895627,1,4278,""
"8787","CETN2",0.0288584337712297,1,1190,""
"8796","BIN3",0.0660728918205571,1,2528,""
"8798","SLC25A37",0.200440014889034,0.514014533007431,5344,""
"8800","DOCK5",0.291532542752607,1.94757114847569e-05,6109,""
"8807","RGS20",0.540157312610341,5.66925461345889e-29,6596,""
"8815","TRIM55",0.0983310173988121,1,3448,""
"8817","MRPS28",0.16608026183797,1,4841,""
"8819","LACTB2",0.0733732286859115,1,2759,""
"8822","RPL7",0.0715506764205231,1,2705,""
"8823","SLC26A7",0.00862332988000241,1,378,""
"8824","PSKH2",0.0323902348315263,1,1334,""
"8828","MTDH",0.163186907270934,1,4799,""
"8829","LRP12",0.0150098401788501,1,642,""
"8830","EBAG9",0.133059326215092,1,4251,""
"8832","POLR2K",0.114659490017393,1,3841,""
"8834","EIF3H",0.128810968623024,1,4156,""
"8835","UTP23",0.0650670219442503,1,2487,""
"8836","NDUFB9",0.0503825688854283,1,1989,""
"8837","TATDN1",0.119300018780253,1,3950,""
"8838","FAM83A",0.489877896953233,1.64460717983121e-22,6580,""
"8839","GSDMC",0.307907119649519,1.96093124027759e-06,6182,""
"8841","ZNF7",0.0180882566170883,1,763,""
"8843","SLC39A4",0.109716816451982,1,3724,""
"8844","NAPRT",0.210336004102816,0.209051811039674,5462,""
"8847","UHRF2",0.196707031085809,0.713098419707135,5302,""
"8851","IFNA5",0.0047627465601225,1,216,""
"8852","HAUS6",0.0885482243557357,1,3172,""
"8853","CDKN2B",0.0423771046307283,1,1709,""
"8857","IFNK",0.424022497225484,1.61681445865998e-15,6493,""
"8858","ZCCHC7",0.0292060744120283,1,1208,""
"8860","SIGMAR1",0.127193620797461,1,4120,""
"8865","AUH",0.0133480505483389,1,575,""
"8866","MFSD14B",0.0706931094087518,1,2679,""
"8871","INIP",0.0296550370245068,1,1231,""
"8872","UGCG",0.262570590458475,0.000790289012171028,5912,""
"8875","STOM",0.118800746829559,1,3937,""
"8877","MRRF",0.158877354580912,1,4734,""
"8884","POLE3",0.102394205926861,1,3538,""
"8885","SURF4",0.21895865592746,0.0916892945124722,5545,""
"8888","SURF2",0.140566593400258,1,4384,""
"8889","SURF6",0.000304393294636798,1,6,""
"8890","MED22",0.085303568118621,1,3085,""
"8891","REXO4",0.147249003055879,1,4511,""
"8892","RPL7A",0.0655853976008833,1,2502,""
"8893","GTF3C5",0.0502226856525179,1,1985,""
"8894","ASB6",0.0638831423559767,1,2441,""
"8896","NTMT1",0.238803752286413,0.0118975110452595,5727,""
"8897","CIZ1",0.0846215292152835,1,3062,""
"8899","SH3GLB2",0.0132546126034501,1,569,""
"8901","PTGES",0.170328685309024,1,4893,""
"8902","LCN2",0.0222143063336598,1,912,""
"8903","LRSAM1",0.0658525885975837,1,2518,""
"8905","GPR107",0.0774008467369043,1,2867,""
"8908","INPP5E",0.0480050391742799,1,1901,""
"8910","SEC16A",0.0815218953632206,1,2981,""
"8911","DPH7",0.0718174067570395,1,2711,""
"8915","PROSER2",0.13164265295479,1,4214,""
"8921","MINDY3",0.0304364575554543,1,1264,""
"8922","SLC39A12",0.0329890027566311,1,1360,""
"8923","TMEM236",0.10555630003044,1,3632,""
"8924","RSU1",0.025226521495437,1,1032,""
"8930","NRBF2",0.274602428642202,0.000179296425094748,6011,""
"8931","A1CF",0.0348755707367175,1,1421,""
"8932","CDHR1",0.10910870860865,1,3710,""
"8935","POLR3A",0.194286930051004,0.878666383347238,5269,""
"8936","HERC4",0.365250781300737,1.86378742473063e-10,6366,""
"8940","GLUD1",0.117895352612267,1,3919,""
"8941","ANKRD1",0.122280705913684,1,4008,""
"8942","HTR7",0.463878254477763,1.44407913250941e-19,6546,""
"8943","RPP30",0.142938560394991,1,4432,""
"8944","FRA10AC1",0.00844489098413591,1,367,""
"8948","DNAJB12",0.0359381539067956,1,1456,""
"8953","MKI67",0.0765127160627079,1,2833,""
"8956","FUOM",0.0806339634979821,1,2959,""
"8961","GSTO1",0.101930136360941,1,3530,""
"8963","PPRC1",0.13539436495212,1,4296,""
"8964","ITPRIP",0.250576993151804,0.00321748845773268,5826,""
"8966","PDCD11",0.097205897203528,1,3417,""
"8968","RGS10",0.105846221415539,1,3639,""
"8969","BTBD10",0.279292137704001,9.85057389441734e-05,6045,""
"8970","ADM",0.202729156436229,0.419166435033677,5376,""
"8975","IMMP1L",0.0683099686219449,1,2608,""
"8976","SAA4",0.0793596678472048,1,2921,""
"8980","SYT8",0.173360798353971,1,4940,""
"8983","HSD17B12",0.0396684037258572,1,1590,""
"8986","DGKZ",0.0382176260843158,1,1547,""
"8987","EIF3M",0.216747879011703,0.113737133263577,5528,""
"8988","TNKS1BP1",0.291456128774091,1.96780870610394e-05,6108,""
"8989","GLYAT",0.000425820798292088,1,13,""
"8992","SSRP1",0.0420896208992365,1,1699,""
"8995","ARFGAP2",0.134549448162498,1,4277,""
"8996","CELF1",0.0869209628098919,1,3130,""
"8997","HIKESHI",0.149961388533052,1,4565,""
"8998","CCDC81",0.0195738215536186,1,815,""
"9000","ENDOD1",0.170588224651715,1,4898,""
"9001","CCDC82",0.0703021728687365,1,2666,""
"9004","SERPINH1",0.18206151625008,1,5080,""
"9008","RPS3",0.0510540485460589,1,2017,""
"9009","ZC3H12C",0.130820911710981,1,4199,""
"9010","TTC12",0.0010158574904358,1,45,""
"9011","NCAM1",0.019464663162153,1,811,""
"9017","AASDHPPT",0.104518047687208,1,3601,""
"9020","LAMTOR1",0.0893822499302265,1,3194,""
"9023","ST14",0.0385664778016568,1,1561,""
"9024","HYOU1",0.0803242318877554,1,2943,""
"9030","MTA2",0.0201697340089306,1,836,""
"9031","TMEM138",0.00632498793831432,1,288,""
"9036","INCENP",0.0226789114350951,1,932,""
"9037","ZP1",0.179299051933238,1,5032,""
"9039","MS4A3",0.0323279820995862,1,1329,""
"9040","PLCH2",0.286564866252428,3.79766346713448e-05,6081,""
"9043","B3GAT3",0.109534785293678,1,3716,""
"9044","EI24",0.141649610390016,1,4402,""
"9045","CCDC15",0.125897830658223,1,4086,""
"9046","CHEK1",0.14482733254213,1,4462,""
"9047","FEZ1",0.466650236030327,7.20592250715138e-20,6552,""
"9050","MPZL2",0.11486452475312,1,3852,""
"9051","SCN2B",0.0418423925131286,1,1685,""
"9055","JPH2",0.234891766117079,0.0180910801465458,5688,""
"9062","DSN1",0.061062738702997,1,2357,""
"9065","SPINT4",0.00881129818518965,1,392,""
"9068","YTHDF1",0.0638538674953709,1,2440,""
"9070","LTO1",0.0417633580119203,1,1680,""
"9074","NUDT22",0.127377073553502,1,4125,""
"9076","PLCB3",0.450095663856934,4.17574037301653e-18,6532,""
"9077","MRPL49",0.165002385165781,1,4825,""
"9079","FAU",0.0744327266516269,1,2794,""
"9083","PPP4C",0.159945967769667,1,4750,""
"9084","ALDOA",0.18368735570228,1,5109,""
"9090","HMGA2",0.381947330936592,8.60712546399225e-12,6411,"HMGA2"
"9091","MMP3",0.286120423901065,4.02846612525632e-05,6078,""
"9098","ITGB1",0.312972028504834,9.35197480346312e-07,6203,""
"9105","CWC15",0.0886525987518902,1,3176,""
"9111","TMCO3",0.124838482316003,1,4060,""
"9115","LATS2",0.104761209795074,1,3608,""
"9116","SAP18",0.00639951239361605,1,289,""
"9122","LYPD1",0.00829764582944301,1,361,""
"9126","GPM6A",0.0575781261674961,1,2249,""
"9128","SPATA4",0.0442476767935492,1,1776,""
"9129","VEGFC",0.564868881291646,1.43587621400381e-32,6604,""
"9133","FSIP1",0.245039559586224,0.00600498401680894,5783,""
"9137","PRSS23",0.304278198018977,3.30241916435069e-06,6159,""
"9139","PPP1R1C",0.0923058880339392,1,3286,""
"9140","CCT5",0.157066765324163,1,4688,""
"9142","DOCK1",0.00444633571580859,1,190,""
"9144","DLAT",0.000635123244173818,1,25,""
"9146","NKAPD1",0.0169860309328097,1,718,""
"9148","IL18",0.266631136176609,0.000483009135437244,5935,""
"9150","PTS",0.0978443892921485,1,3435,""
"9155","CRIM1",0.215785237340361,0.124717912948793,5514,""
"9156","SEC24D",0.0765362945494777,1,2834,""
"9159","DHX37",0.058325945511525,1,2277,""
"9160","UBC",0.116670955187674,1,3896,""
"9163","PRSS53",0.0822318053754723,1,3005,""
"9164","SLC7A11",0.000138952599020269,1,5,""
"9165","NOCT",0.391533173693327,1.35613622002483e-12,6432,""
"9166","ENKUR",0.310917987294315,1.26486841192701e-06,6190,""
"9167","GPR158",0.039070824560541,1,1573,""
"9175","OXSM",0.0553798637043401,1,2181,""
"9176","UEVLD",0.148616455573624,1,4538,""
"9177","TMEM86A",0.06333938433537,1,2428,""
"9178","TMEM263",0.104993133354891,1,3615,""
"9179","UBE3B",0.00273693966126283,1,118,""
"9181","IPMK",0.0112226824449929,1,490,""
"9183","PLBD2",0.00644477753822617,1,295,""
"9188","TWF1",0.00891868242643361,1,396,""
"9190","EIF4E",0.351185104529795,2.16833557250592e-09,6331,""
"9192","TEX30",0.300795655382874,5.41040323890723e-06,6148,""
"9193","CSNK1G3",0.0993464810461601,1,3473,""
"9194","SRFBP1",0.167853986350803,1,4864,""
"9195","AKAP6",0.0659691319219072,1,2522,""
"9197","FAM177A1",0.235939433746244,0.0161778158744977,5697,""
"9198","MBIP",0.0911201887712231,1,3245,""
"9200","EXT2",0.236482267936549,0.0152688697857612,5707,""
"9203","KCTD14",0.103777340491272,1,3581,""
"9209","NUBPL",0.184268527281593,1,5122,""
"9210","NEK7",0.180752163835281,1,5066,""
"9212","FER",0.25848382687591,0.0012866214644986,5880,""
"9213","VIPAS39",0.105988768883822,1,3642,""
"9214","ANKRD50",0.0988032312291966,1,3461,""
"9217","SCLT1",0.2879259787494,3.16683987939594e-05,6091,""
"9219","C4orf33",0.292292531667172,1.7560203449212e-05,6113,""
"9228","VTI1A",0.103997260983916,1,3584,""
"9230","ANO4",0.0249714309747972,1,1016,""
"9237","EDNRA",0.210416690716471,0.207509671670667,5463,""
"9242","ADAM8",0.287840554574718,3.20334426700451e-05,6090,""
"9250","ASAP2",0.101171143672764,1,3517,""
"9253","KCNJ1",0.0590990094586565,1,2301,""
"9254","TMEM45B",0.000406437464499584,1,12,""
"9255","WWC2",0.267921558438982,0.000412675993878696,5958,""
"9256","CENPU",0.0838156045680358,1,3046,""
"9259","AMN1",0.111702613033988,1,3780,""
"9260","BICD1",0.0610307436452318,1,2355,""
"9261","SAV1",0.0843544905955615,1,3056,""
"9262","CCDC122",0.0592220781302651,1,2306,""
"9266","TDO2",0.19077584028509,1,5217,""
"9267","GUF1",0.126272888550471,1,4098,""
"9270","SACS",0.175966102888103,1,4976,""
"9272","PABPC3",0.00465585311737012,1,208,""
"9275","TMEM267",0.0819632828297064,1,2996,""
"9276","CCL28",0.110248304896586,1,3739,""
"9277","PARP8",0.0966167302222945,1,3400,""
"9279","CACUL1",0.268966422045806,0.000362709018147974,5964,""
"9280","DST",0.215448021822666,0.128820589672616,5512,""
"9281","BEND6",0.045994921290137,1,1834,""
"9282","TIAL1",0.128683085749972,1,4154,""
"9283","BAG3",0.0143302647362603,1,612,""
"9286","RBM46",0.243267898437651,0.00730640249349708,5766,""
"9290","AP1S3",0.125997411828387,1,4094,""
"9299","PTPN14",0.0407799173704672,1,1635,""
"9304","GEMIN6",0.0676447258781161,1,2582,""
"9307","OBI1",0.0421641565205001,1,1703,""
"9315","PSTPIP2",0.00857897277161369,1,377,""
"9319","SPC25",0.0299079741416567,1,1242,""
"9324","TCF7L1",0.00710008027479813,1,323,""
"9329","ATG10",0.0485170652966723,1,1922,""
"9330","POC5",0.0529400210715354,1,2091,""
"9331","SPOCK1",0.0898707846173738,1,3205,""
"9337","HOMER1",0.19225368277784,1,5239,""
"9338","XRCC4",0.240245401346465,0.0101763145223535,5741,""
"9346","OLAH",0.124451278166679,1,4054,""
"9351","USP12",0.00891299782896396,1,395,""
"9352","CCDC50",0.124969046855626,1,4064,""
"9354","TRIM36",0.297703706874158,8.33815249185591e-06,6136,""
"9355","ZFP36L2",0.252076412978613,0.00271126520316724,5840,""
"9366","MEPE",0.0100800007809536,1,447,""
"9371","GJA1",0.132586005699254,1,4241,""
"9376","PELO",0.142624063705918,1,4424,""
"9378","SAR1B",0.0949118902084583,1,3348,""
"9380","GPR180",0.196067018427643,0.753525461508071,5294,""
"9384","IFIT5",0.110062804203893,1,3736,""
"9387","PRDM8",0.286340376559323,3.91282149026661e-05,6079,""
"9389","HNRNPDL",0.0819254368909651,1,2994,""
"9393","PTPRK",0.1382756333862,1,4347,""
"9395","CNTNAP4",0.0265871778590573,1,1101,""
"9400","RAD17",0.0739499210664694,1,2779,""
"9401","MED21",0.0874063153754962,1,3143,""
"9402","PLOD2",0.204739004526341,0.350012212806926,5396,""
"9407","ADGRA3",0.0799193927672264,1,2934,""
"9409","SREK1IP1",0.272501511951727,0.000233602981082077,5990,""
"9411","CWC27",0.156357586799603,1,4674,""
"9413","SRP19",0.153333162650979,1,4624,""
"9415","CDYL",0.0323488380931407,1,1330,""
"9416","CARHSP1",0.400261317818855,2.38872560078093e-13,6449,""
"9425","CAST",0.276267557697897,0.000145116190465288,6024,""
"9426","SCOC",0.173215206227655,1,4936,""
"9428","CETN3",0.119135992024667,1,3946,""
"9429","SMARCA5",0.0562220606967001,1,2209,""
"9438","TMEM87B",0.0880946197989226,1,3159,""
"9440","PTPRR",0.0438123702690373,1,1760,""
"9444","RBMS1",0.138688917906934,1,4354,""
"9445","SCN3A",0.00464634550215152,1,207,""
"9448","SLC25A27",0.0231655118529003,1,951,""
"9450","ADGRF4",0.375187290341141,3.05433671683644e-11,6390,""
"9452","CYRIB",0.288533227745514,2.91936616960836e-05,6096,""
"9456","INO80C",0.0266954967967581,1,1105,""
"9457","LPCAT1",0.2387981385728,0.0119034287979061,5726,""
"9464","TEX29",0.193564009861416,0.934933116286926,5263,""
"9468","FBXL2",0.3867481238026,3.43663271218073e-12,6417,""
"9475","LURAP1L",0.0483442123613816,1,1915,""
"9478","CFDP1",0.129435720421961,1,4167,""
"9479","TGIF2LX",0.0175035955574634,1,730,""
"9480","ZDHHC7",0.0904560565444108,1,3221,""
"9483","TMPRSS11D",0.0117820370783738,1,511,""
"9484","JAZF1",0.014128305731067,1,605,""
"9485","CMIP",0.0865491893570644,1,3121,""
"9489","TRIP12",0.0590260047052362,1,2295,""
"9490","FBXO36",0.0474646241754493,1,1879,""
"9491","CEBPG",0.0026986525192193,1,117,""
"9494","MCOLN2",0.00215557075226482,1,92,""
"9497","SREK1",9.93164979710365e-06,1,1,""
"9498","CHD1",0.0787331596890255,1,2911,""
"9504","ZUP1",0.0958088732863872,1,3379,""
"9505","HS3ST3A1",0.114508977590198,1,3839,""
"9507","NUS1",0.110919513809667,1,3760,""
"9509","PPP2R5E",0.155945654008173,1,4665,""
"9512","SLC5A10",0.10061967269335,1,3502,""
"9516","ANKRD29",0.134075631022282,1,4269,""
"9521","C16orf74",0.285521381405587,4.36081182793361e-05,6073,""
"9526","UBASH3B",0.297966231997992,8.04052065317641e-06,6140,""
"9527","ROBO4",0.0902227943238171,1,3214,""
"9528","ROBO3",0.0953120961505614,1,3363,""
"9531","NRGN",0.00246849785699572,1,108,""
"9538","PITPNC1",0.0166751142388979,1,705,""
"9539","CC2D1B",0.125690511504526,1,4078,""
"9540","CERS3",0.0506403508416485,1,1999,""
"9541","PRKCA",0.0578334481693319,1,2259,""
"9547","ABCA10",0.134586163253873,1,4279,""
"9555","FAM167A",0.0414670409565085,1,1666,""
"9562","ENAH",0.0744776911206864,1,2797,""
"9563","PPP1R3A",0.00907512603131859,1,403,""
"9566","SH3RF1",0.182451947425368,1,5084,""
"9567","GBP5",0.0730057557874067,1,2752,""
"9568","BUB3",0.209315255804627,0.229888491250959,5451,""
"9572","DIPK1A",0.168330484456283,1,4872,""
"9574","CNTNAP3B",0.0381601628960498,1,1543,""
"9575","MAGED4",0.00957918823848465,1,425,""
"9579","ELOC",0.305998883431028,2.58198132626946e-06,6172,""
"9590","PDE1C",0.0272352523835159,1,1123,""
"9591","RABGEF1",0.0126412246581969,1,537,""
"9592","MRPL39",0.16473381167758,1,4822,""
"9596","ADAMTS1",0.0255464169363938,1,1052,""
"9599","SLFN13",0.0332780127811666,1,1371,""
"9600","WNT7A",0.500786836039371,8.01207202711391e-24,6583,""
"9604","FLCN",0.023329314952077,1,962,""
"9605","DPH3",0.175316887674034,1,4964,""
"9609","SKA1",0.0154224516930012,1,658,""
"9610","PPP4R1",0.43575654114996,1.17963787497454e-16,6514,""
"9611","APCDD1",0.0750112664700021,1,2805,""
"9614","USP43",0.28111564034352,7.77616580321279e-05,6052,""
"9616","EME1",7.83741681115525e-05,1,3,""
"9628","FBXL18",0.100480361954326,1,3496,""
"9630","PROM2",0.170947571392362,1,4901,""
"9633","KLF10",0.395302697850954,6.44718548719389e-13,6439,""
"9635","AZIN1",0.00507253491335491,1,234,""
"9636","ATP6V1C1",0.13209880137345,1,4232,""
"9637","PIP4P2",0.0975638237415522,1,3427,""
"9638","OTUD6B",0.21289882348005,0.16422201556791,5485,""
"9640","GTF3C6",0.0375510095118098,1,1513,""
"9643","MMS19",0.209460152736131,0.226767933571813,5453,""
"9645","PI4K2A",0.25394600515452,0.00218742870197149,5855,""
"9646","MARVELD1",0.137260604754566,1,4329,""
"9647","ZFYVE27",0.0325067797994954,1,1341,""
"9648","GOLGA7B",0.345246407294312,5.89180727476659e-09,6310,""
"9649","GPR78",0.158795400884707,1,4729,""
"9651","SLC25A28",0.0600575301625932,1,2334,""
"9652","HSPA13",0.00502080022283028,1,230,""
"9654","USP25",0.0608849844246953,1,2352,""
"9655","GRAMD2B",0.0299419956304377,1,1244,""
"9656","ZCCHC10",0.153530982102346,1,4626,""
"9657","C16orf87",0.102106097201722,1,3532,""
"9658","MOV10",0.0946908062678946,1,3339,""
"9659","RHOC",0.193754853741697,0.919447266299397,5264,""
"9660","PPM1J",0.112217755503382,1,3788,""
